nid,date,title,agency_id,nail_num,img_url,img_path,photographer,photographer_desc,birth_year,death_year,id,place_name,coordinates,category
546847,1973-02-01,"DON MILLER, OF THE MARYLAND WATER RESOURCES ADMINISTRATION, CHECKS WATER OF STONY RUN AFTER ACCIDENTAL SPILLAGE OF 4000 GALLONS OF OIL",073/40/004360,NWDNS-412-DA-4360,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04360_08-1979M.TIF,546847.jpg,"Pickerell, Jim,","Jim Pickerell (b. James Howard Pickerell, June 9, 1936, Dayton, Ohio) is a career photojournalist who took photographs for the Environmental Protection Agency's Documerica project in the early 1970s.",1936.0,,10045428.0,Baltimore (Md.),"39 17 25 N, 076 36 44 W (39.283, -76.6)",Pollution and Environmental Damage
546855,1973-06-01,A REST AND A CHAT ON A PARK BENCH,073/48/004368,NWDNS-412-DA-4368,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04368_08-1987M.TIF,546855.jpg,"Pickerell, Jim,","Jim Pickerell (b. James Howard Pickerell, June 9, 1936, Dayton, Ohio) is a career photojournalist who took photographs for the Environmental Protection Agency's Documerica project in the early 1970s.",1936.0,,10045537.0,Annapolis (Md.),"38 58 N, 076 29 W (38.967, -76.483)",People and Community
546869,1973-05-01,"LONGSHOREMAN UNLOADS CARGO AT DUNDALK MARINE TERMINAL, A MARYLAND PORT AUTHORITY FACILITY, IN BALTIMORE HARBOR",074/02/004382,NWDNS-412-DA-4382,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04382_08-2001M.TIF,546869.jpg,"Pickerell, Jim,","Jim Pickerell (b. James Howard Pickerell, June 9, 1936, Dayton, Ohio) is a career photojournalist who took photographs for the Environmental Protection Agency's Documerica project in the early 1970s.",1936.0,,10045428.0,Baltimore (Md.),"39 17 25 N, 076 36 44 W (39.283, -76.6)",Transportation and Infrastructure
546910,1973-04-01,"CONTAINER CARGO IS UNLOADED AT DUNDALK MARINE TERMINAL, A MARYLAND PORT AUTHORITY FACILITY",074/43/004423,NWDNS-412-DA-4423,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04423_08-2042M.TIF,546910.jpg,"Pickerell, Jim,","Jim Pickerell (b. James Howard Pickerell, June 9, 1936, Dayton, Ohio) is a career photojournalist who took photographs for the Environmental Protection Agency's Documerica project in the early 1970s.",1936.0,,10045428.0,Baltimore (Md.),"39 17 25 N, 076 36 44 W (39.283, -76.6)",Transportation and Infrastructure
547038,1973-04-01,LAKE MICHIGAN STORM HAS RIPPED SIDING FROM HOUSE AND TORN UP THE YARD IN ZION,076/51/004551,NWDNS-412-DA-4551,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04551_08-2170M.TIF,547038.jpg,"Sequeira, Paul","Paul Sequeira, photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",,,10045399.0,Chicago (Ill.),"41 51 N, 087 39 W (41.85, -87.65)",Rural Landscape
547100,1973-03-01,WAVES POUND SEAWALL IN MICHIGAN CITY,077/53/004613,NWDNS-412-DA-4613,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04613_08-2232M.TIF,547100.jpg,"Sequeira, Paul","Paul Sequeira, photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",,,10045999.0,Gary (Ind.),"41 35 N, 087 20 W (41.583, -87.333)",Urban Landscape
547165,1973-05-01,A GUARD IS POSTED ON THE ONLY ACCESS ROAD TO THE LAKESIDE COMMUNITY OF DUNE ACRES,078/58/004678,NWDNS-412-DA-4678,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04678_08-2297M.TIF,547165.jpg,"Sequeira, Paul","Paul Sequeira, photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",,,10045999.0,Gary (Ind.),"41 35 N, 087 20 W (41.583, -87.333)",People and Community
547172,1973-03-01,STEEL MILL WASTE ALONG THE SOUTHERN SHORE OF LAKE MICHIGAN,079/05/004685,NWDNS-412-DA-4685,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04685_08-2304M.TIF,547172.jpg,"Sequeira, Paul","Paul Sequeira, photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",,,10045999.0,Gary (Ind.),"41 35 N, 087 20 W (41.583, -87.333)",Pollution and Environmental Damage
547381,1973-05-01,"AUCTIONEER DOES BRISK BUSINESS AT THE HICKMAN SATURDAY AUCTION, 15 MILES SOUTH OF LINCOLN",082/34/004894,NWDNS-412-DA-4894,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04894_08-2513M.TIF,547381.jpg,"O'Rear, Charles,","Charles O'Rear (b. Nov. 26, 1941) was a contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",1941.0,,10046002.0,Lincoln (Neb.),"40 48 N, 096 40 W (40.8, -96.667)",Agriculture and Farming
547877,1973-05-01,PLUM BEACH AT SHEEPSHEAD BAY,090/50/005390,NWDNS-412-DA-5390,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-05390_09-0070M.TIF,547877.jpg,"Tress, Arthur,","Arthur Tress (b. 1940), photojournalist.",1940.0,,10045276.0,New York (N.Y.),"40 42 N, 074 00 W (40.7, -74)",Pollution and Environmental Damage
547878,1973-05-01,Garbage Outside a Seafood Restaurant in Sheepshead Bay,090/51/005391,NWDNS-412-DA-5391,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-05391_09-0071M.TIF,547878.jpg,"Tress, Arthur,","Arthur Tress (b. 1940), photojournalist.",1940.0,,10045276.0,New York (N.Y.),"40 42 N, 074 00 W (40.7, -74)",Pollution and Environmental Damage
547983,1973-05-01,DUMPING GARBAGE IN LANDFILL OPERATION ON JAMAICA BAY INCREASED WATER POLLUTION AS WELL AS SERIOUS ECOLOGICAL DAMAGE IS FEARED,092/36/005496,NWDNS-412-DA-5496,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-05496_09-0176M.TIF,547983.jpg,"Tress, Arthur,","Arthur Tress (b. 1940), photojournalist.",1940.0,,10045276.0,New York (N.Y.),"40 42 N, 074 00 W (40.7, -74)",Pollution and Environmental Damage
548159,1973-03-01,SOIL CONSERVATION SERVICE SIGN AT TILLY JANE CAMPGROUND ON MT. HOOD. FEDERAL AND STATE COOPERATIVE SNOW SURVEYS ARE CARRIED OUT HERE,002/05/005672,NWDNS-412-DA-5672,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-05672_09-0352M.TIF,548159.jpg,"Falconer, David","David Falconer, photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",,,10045767.0,Portland (Or.),"45 31 N, 122 40 W (45.517, -122.67)",Nature and Wildlife
548301,1973-04-01,"FISHERMEN AT PASS MANCHAC. SINCE THE RECENT OPENING OF THE BONNET CARRE SPILLWAY, MUDDY AND POLLUTED MISSISSIPPI RIVER WATER HAS ENTERED THE BRACKISH LAKES PONTCHARTRAIN AND MAUREPAS MANCHAC IS DIRECTLY BETWEEN THE TWO LAKES, AND FISHING HAS SUFFERED WITH THE DECLINE IN WATER QUALITY",097/54/005814,NWDNS-412-DA-5814,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-05814_09-0494M.TIF,548301.jpg,"Messina, John,",Jonn Messina (b. 1941) was a photographer for the Environmental Protection Agency's Documerica program in the early 1970s.,1940.0,,10045862.0,New Orleans (La.),"29 57 N, 090 04 W (29.95, -90.067)",Transportation and Infrastructure
548485,1973-05-01,LOOKING TO THE NORTHWEST FROM THE CENTER OF NEPTUNE ROAD,100/58/005998,NWDNS-412-DA-5998,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-05998_09-0678M.TIF,548485.jpg,"Manheim, Michael Philip,","Michael Philip Manheim was born June 20, 1940, in Canton, Ohio. He worked as a professional photographer in Massachusetts from 1969 to 1994, and took photographs of the Boston area for the Environmental Protection Agency's Documerica program in the early 1970s.",1940.0,,,,,Nature and Wildlife
548555,1973-06-01,SAILING ON ONE OF THE LAKES IN THE CENTURY VILLAGE RETIREMENT COMMUNITY,102/08/006068,NWDNS-412-DA-6068,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-06068_09-0748M.TIF,548555.jpg,"Schulke, Flip,","Flip Schulke (b. Graeme Phelps Schulke, June 24, 1930, Cornish, N.H.-d. May 15, 2008, West Palm Beach, Fla.), photojournalist, was well known for photographing America's Civil Rights Movement and Dr. Martin Luther King, Jr., as well as President John F. Kennedy and seven other American presidents. He was a contributing photographer to the Environmental Protection Agency's Project DOCUMERICA in the early 1970s.",1930.0,2008.0,10045752.0,West Palm Beach (Fla.),"26 42 N, 080 03 W (26.7, -80.05)",Transportation and Infrastructure
548687,1973-06-01,"IF YOU LOOK VERY HARD, AND HAVE A GOOD GUIDE TO THE AREA, YOU CAN FIND ONE OF THE PRIZED MAHOGANY TREES FOR WHICH KEY LARGO WAS FAMOUS. DURING THE 18TH AND 19TH CENTURIES ENGLISH CABINET MAKERS USED THESE TREES TO CREATE FINE FURNITURE. THE TREES ARE SCARCER NOW, OWING TO EXTENSIVE LAND DEVELOPMENT",104/20/006200,NWDNS-412-DA-6200,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-06200_09-0880M.TIF,548687.jpg,"Schulke, Flip,","Flip Schulke (b. Graeme Phelps Schulke, June 24, 1930, Cornish, N.H.-d. May 15, 2008, West Palm Beach, Fla.), photojournalist, was well known for photographing America's Civil Rights Movement and Dr. Martin Luther King, Jr., as well as President John F. Kennedy and seven other American presidents. He was a contributing photographer to the Environmental Protection Agency's Project DOCUMERICA in the early 1970s.",1930.0,2008.0,10045286.0,Florida,"28 00 N, 082 00 W (28, -82)",Rural Landscape
548702,1973-06-01,"MANGROVE TREES GROWING OFF-SHORE FROM THE STATE PARK AT LONG KEY. MANGROVES, IMPORTANT TO THE AREA'S ECOSYSTEM, HAVE BEEN CLEARED OUT IN GREAT NUMBERS BY LAND DEVELOPERS. STUDIES INDICATE THAT THE REMOVAL OF THE TREES, AMONG OTHER HARMFUL EFFECTS THREATENS THE FOOD CHAIN NECESSARY TO MARINE LIFE AND, THEREFORE ENDANGERS THE LOCAL FISHERIES",104/35/006215,NWDNS-412-DA-6215,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-06215_09-0895M.TIF,548702.jpg,"Schulke, Flip,","Flip Schulke (b. Graeme Phelps Schulke, June 24, 1930, Cornish, N.H.-d. May 15, 2008, West Palm Beach, Fla.), photojournalist, was well known for photographing America's Civil Rights Movement and Dr. Martin Luther King, Jr., as well as President John F. Kennedy and seven other American presidents. He was a contributing photographer to the Environmental Protection Agency's Project DOCUMERICA in the early 1970s.",1930.0,2008.0,10046842.0,Florida Keys (Fla.),"24 40 N, 081 35 W (24.667, -81.583)",Rural Landscape
548711,1973-06-01,"ONE OF THE MANY SPECIES OF CORAL AT JOHN PENNEKAMP CORAL REEF STATE PARK, A FEW MILES OFF KEY LARGO",104/44/006224,NWDNS-412-DA-6224,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-06224_09-0904M.TIF,548711.jpg,"Schulke, Flip,","Flip Schulke (b. Graeme Phelps Schulke, June 24, 1930, Cornish, N.H.-d. May 15, 2008, West Palm Beach, Fla.), photojournalist, was well known for photographing America's Civil Rights Movement and Dr. Martin Luther King, Jr., as well as President John F. Kennedy and seven other American presidents. He was a contributing photographer to the Environmental Protection Agency's Project DOCUMERICA in the early 1970s.",1930.0,2008.0,10045286.0,Florida,"28 00 N, 082 00 W (28, -82)",Pollution and Environmental Damage
548786,1973-06-01,"A SMALL, PRIVATELY-OWNED KEY NEAR SUMMERLAND KEY. NOTE FINE BEACH",105/59/006299,NWDNS-412-DA-6299,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-06299_09-0979M.TIF,548786.jpg,"Schulke, Flip,","Flip Schulke (b. Graeme Phelps Schulke, June 24, 1930, Cornish, N.H.-d. May 15, 2008, West Palm Beach, Fla.), photojournalist, was well known for photographing America's Civil Rights Movement and Dr. Martin Luther King, Jr., as well as President John F. Kennedy and seven other American presidents. He was a contributing photographer to the Environmental Protection Agency's Project DOCUMERICA in the early 1970s.",1930.0,2008.0,10045286.0,Florida,"28 00 N, 082 00 W (28, -82)",Pollution and Environmental Damage
549045,1972-05-01,"SMILING PARTICIPANT IN THE ""JUNIOR RODEO"", SPONSORED BY THE PARKER INDIAN RODEO ASSOCIATION AND HELD ON THE COLORADO RIVER INDIAN RESERVATION",110/19/006559,NWDNS-412-DA-6559,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-06559_09-1238M.TIF,549045.jpg,"O'Rear, Charles,","Charles O'Rear (b. Nov. 26, 1941) was a contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",1941.0,,10046088.0,Yuma (Ariz.),"32 43 N, 114 37 W (32.717, -114.62)",Agriculture and Farming
549054,1972-05-01,FISHERMAN NEAR EL CENTRO,110/28/006568,NWDNS-412-DA-6568,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-06568_09-1247M.TIF,549054.jpg,"O'Rear, Charles,","Charles O'Rear (b. Nov. 26, 1941) was a contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",1941.0,,10040641.0,Blythe (Calif.),"33 36 N, 114 35 W (33.6, -114.58)",Agriculture and Farming
549303,1973-05-01,"OUTFLOW OF DRAINAGE FROM THE WORLD TRADE CENTER, NEW YORK'S LATEST GIANT, UNDER CONSTRUCTION BETWEEN VESEY AND LIBERTY STREETS IN LOWER MANHATTAN. THERE IS NO PROVISION FOR WASTE TREATMENT. AS IS THE CASE WITH ALL WESTSIDE BUILDINGS, SEWAGE WILL GO DIRECTLY INTO THE ALREADY BADLY POLLUTED HUDSON RIVER",114/37/006817,NWDNS-412-DA-6817,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-06817_10-0197M.TIF,549303.jpg,"Blanche, Wilbert Holman,","Wilbert H. Blanche (b. December 13, 1916, Brooklyn, New York - d. May 5, 1993, Thornwood, New York) was a freelance photographer in New York. During the 1950s through the 1970s, his glamor and sports photographs appeared in magazines such as Esquire, Modern Man, and Sports Illustrated. In the early 1970s, Blanche was hired by the Environmental Protection Agency as a photographer for the Documerica project.",1916.0,1993.0,10045276.0,New York (N.Y.),"40 42 N, 074 00 W (40.7, -74)",Urban Landscape
549766,1973-03-01,"APARTMENTS OF ""CO-OP CITY,"" A VAST HOUSING DEVELOPMENT IN THE BRONX, NOT FAR FROM PELHAM. THESE BUILDINGS STAND ON THE EDGE OF A LANDFILL DUMP, WHERE GARBAGE CONTINUES TO PILE UP ALTHOUGH THE AREA HAS ALREADY EXCEEDED ITS DUMPING CAPACITY",122/21/007281,NWDNS-412-DA-7281,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-07281_10-0660M.TIF,549766.jpg,"Miller, Gary",Gary Miller was a photographer for the Environmental Protection Agency's DOCUMERICA project in the early 1970s.,,,10045276.0,New York (N.Y.),"40 42 N, 074 00 W (40.7, -74)",Urban Landscape
549774,1973-03-01,"ILLEGAL DUMPING AREA OFF THE NEW JERSEY TURNPIKE, FACING MANHATTAN ACROSS THE HUDSON RIVER. TO THE SOUTH IS THE LANDFILL SITE OF THE PROPOSED LIBERTY STATE PARK",122/29/007289,NWDNS-412-DA-7289,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-07289_10-0668M.TIF,549774.jpg,"Miller, Gary",Gary Miller was a photographer for the Environmental Protection Agency's DOCUMERICA project in the early 1970s.,,,10046023.0,Jersey City (N.J.),"40 43 N, 074 04 W (40.717, -74.067)",Pollution and Environmental Damage
549789,1973-04-01,LOT BEHIND APARTMENT HOUSE AT LEXINGTON AVENUE AND 105TH STREET IS STREWN WITH ASSORTED TRASH,122/44/007304,NWDNS-412-DA-7304,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-07304_10-0683M.TIF,549789.jpg,"Miller, Gary",Gary Miller was a photographer for the Environmental Protection Agency's DOCUMERICA project in the early 1970s.,,,10045276.0,New York (N.Y.),"40 42 N, 074 00 W (40.7, -74)",Pollution and Environmental Damage
549817,1973-03-01,"GARBAGE IS TOWED DOWN THE EAST RIVER TO STATEN ISLAND LANDFILL, MANHATTAN IN BACKGROUND",123/12/007332,NWDNS-412-DA-7332,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-07332_10-0711M.TIF,549817.jpg,"Miller, Gary",Gary Miller was a photographer for the Environmental Protection Agency's DOCUMERICA project in the early 1970s.,,,10045276.0,New York (N.Y.),"40 42 N, 074 00 W (40.7, -74)",Pollution and Environmental Damage
550001,1973-04-01,COPLEY SQUARE AT 9 A.M. JOHN HANCOCK BUILDING AND TRINITY CHURCH,126/16/007516,NWDNS-412-DA-7516,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-07516_10-0895M.TIF,550001.jpg,"Halberstadt, Ernst,","Ernst Halberstadt (1910-1987) was born in Germany. He graduated from the Massachusetts College of Art in Boston and later worked on murals at Radio City Music Hall, and with Diego Rivera in Detroit. He worked as a WPA (Works Progress Administration) supervisor and documented the slums in Boston in the 1930s. He also worked as a commercial photographer.",1910.0,1987.0,10045553.0,Boston (Mass.),"42 21 N, 071 03 W (42.35, -71.05)",Urban Landscape
550024,1973-02-01,"Shawmut Avenue in Roxbury Section, Looking toward Copley Square. John Hancock Building at Rear",126/39/007539,NWDNS-412-DA-7539,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-07539_10-0918M.TIF,550024.jpg,"Halberstadt, Ernst,","Ernst Halberstadt (1910-1987) was born in Germany. He graduated from the Massachusetts College of Art in Boston and later worked on murals at Radio City Music Hall, and with Diego Rivera in Detroit. He worked as a WPA (Works Progress Administration) supervisor and documented the slums in Boston in the 1930s. He also worked as a commercial photographer.",1910.0,1987.0,10045553.0,Boston (Mass.),"42 21 N, 071 03 W (42.35, -71.05)",Urban Landscape
550128,1973-06-01,AMISH SHOPPER ON BUSY THOROUGHFARE IN MIDDLEFIELD,128/23/007643,NWDNS-412-DA-7643,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-07643_10-1022M.TIF,550128.jpg,"Aleksandrowicz, Frank J.",,1921.0,,10045424.0,Cleveland (Ohio),"41 29 N, 081 41 W (41.483, -81.683)",Urban Landscape
550134,1973-06-01,CLEVELAND ON LAKE ERIE,128/29/007649,NWDNS-412-DA-7649,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-07649_10-1028M.TIF,550134.jpg,"Aleksandrowicz, Frank J.",,1921.0,,10045424.0,Cleveland (Ohio),"41 29 N, 081 41 W (41.483, -81.683)",Industrial Site
550144,1973-05-01,OLD VICTORIAN HOUSE AT 2904 CLINTON STREET IS BEING RESTORED AS PART OF THE OHIO CITY AREA RENEWAL PROJECT,128/39/007659,NWDNS-412-DA-7659,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-07659_10-1038M.TIF,550144.jpg,"Aleksandrowicz, Frank J.",,1921.0,,10045424.0,Cleveland (Ohio),"41 29 N, 081 41 W (41.483, -81.683)",Urban Landscape
550257,1973-06-01,VACANT AND ABANDONED HOMES IN INNER CITY INVITE ARSON VANDALISM AND DUMPING,130/32/007772,NWDNS-412-DA-7772,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-07772_10-1151M.TIF,550257.jpg,"Aleksandrowicz, Frank J.",,1921.0,,10045424.0,Cleveland (Ohio),"41 29 N, 081 41 W (41.483, -81.683)",Pollution and Environmental Damage
550582,1973-08-01,"VIEW SOUTHEAST TOWARD DELTA JUNCTION. THIS SMALL TOWN LIES AT THE MAIN HIGHWAY INTERSECTION OF THE ALASKA HIGHWAY (THE ALCAN) AND ALASKA'S RICHARDSON HIGHWAY, WHICH LINKS FAIRBANKS AND VALDEZ THE SOUTHERN TERMINUS OF THE PIPELINE",135/57/008097,NWDNS-412-DA-8097,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-08097_11-0218M.TIF,550582.jpg,"Cowals, Dennis,","Dennis Cowals (b. 1945), photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",1945.0,,10045354.0,Alaska,"65 00 N, 153 00 W (65, -153)",Pollution and Environmental Damage
550630,1973-08-01,"CHUGACH PEAKS SOUTH OF THE RICHARDSON HIGHWAY. VIEW SOUTH HERE, THE PIPELINE ROUTE RUNS LEFT TO RIGHT, EAST TO WEST, ALONG THE CLEARED CUT ABOVE THE RIVER",136/45/008145,NWDNS-412-DA-8145,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-08145_11-0266M.TIF,550630.jpg,"Cowals, Dennis,","Dennis Cowals (b. 1945), photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",1945.0,,10045354.0,Alaska,"65 00 N, 153 00 W (65, -153)",Pollution and Environmental Damage
550645,1973-08-01,"GLACIERS GUARDING THE ENTRANCE TO THOMPSON PASS. VIEW SOUTH. BECAUSE THE VALLEYS THROUGH WHICH THE PIPELINE AND HIGHWAY RUN ARE SO STEEP, THESE GLACIERS ARE INVISIBLE FROM THE VALLEY FLOOR",136/60/008160,NWDNS-412-DA-8160,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-08160_11-0281M.TIF,550645.jpg,"Cowals, Dennis,","Dennis Cowals (b. 1945), photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",1945.0,,10045354.0,Alaska,"65 00 N, 153 00 W (65, -153)",Pollution and Environmental Damage
550665,1973-06-01,"FISHING IN THE ANDROSCOGGIN RIVER IN THE ""13-MILE WOOD"" AREA NEAR ERROL. THE RIVER RISES IN NEARBY LAKE UMBAGOG ON THE MAINE-NEW HAMPSHIRE BOUNDARY",137/20/008180,NWDNS-412-DA-8180,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-08180_11-0301M.TIF,550665.jpg,"Steinhacker, Charles,","Charles Steinhacker (b. 1937, New Rochelle, N.Y.), photographer, was a working photographer from1963 to 1977, contributing to Life, National Geographic and many other leading magazines. It was also during this period that he published three large-format books of his photographs which established his reputation as one of the leading conservation photographers in the country. He was a contributing photographer to the Environmental Protection Agency's Documerica project in the 1970s.",1937.0,,10041157.0,Berlin (N.H.),"44 28 N, 071 11 W (44.467, -71.183)",Pollution and Environmental Damage
550673,1973-06-01,"VIEW NORTH ALONG THE ANDROSCOGGIN RIVER FROM THE BROWN PAPER COMPANY, ONE OF THE CITY'S INDUSTRIAL PLANTS",137/28/008188,NWDNS-412-DA-8188,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-08188_11-0309M.TIF,550673.jpg,"Steinhacker, Charles,","Charles Steinhacker (b. 1937, New Rochelle, N.Y.), photographer, was a working photographer from1963 to 1977, contributing to Life, National Geographic and many other leading magazines. It was also during this period that he published three large-format books of his photographs which established his reputation as one of the leading conservation photographers in the country. He was a contributing photographer to the Environmental Protection Agency's Documerica project in the 1970s.",1937.0,,10041157.0,Berlin (N.H.),"44 28 N, 071 11 W (44.467, -71.183)",Industrial Site
550753,1973-06-01,"ALGAE COLLECT INSIDE BAYS OF THE FOX RIVER BETWEEN APPLETON AND GREEN BAY. THERE ARE 19 SOURCES OF INDUSTRIAL POLLUTION ALONG THIS 40-MILE STRETCH. THE PROBLEM IS COMPOUNDED BY ALGAE IN LAKE WINNEBAGO, WHICH DIES IN THE LAKE, DECOMPOSE IN THE RIVER, AND PASS INTO THE BAY",138/48/008268,NWDNS-412-DA-8268,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-08268_11-0389M.TIF,550753.jpg,"Rozumalski, Ted,","Ted Rozumalski (b. 1931), photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",1931.0,,10045106.0,Wisconsin,"45 00 N, 090 00 W (45, -90)",Pollution and Environmental Damage
550782,1973-08-01,ONE OF THE MANY SWAMPS OF NORTHEASTERN WISCONSIN THAT CONTRIBUTE TO THE HEADWATERS OF THE WISCONSIN RIVER,139/17/008297,NWDNS-412-DA-8297,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-08297_11-0418M.TIF,550782.jpg,"Rozumalski, Ted,","Ted Rozumalski (b. 1931), photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",1931.0,,10045106.0,Wisconsin,"45 00 N, 090 00 W (45, -90)",Rural Landscape
550812,1973-07-01,PEPSI CANS AND OTHER LITTER NEAR THE BANKS OF THE WISCONSIN RIVER AT MERRILL,139/47/008327,NWDNS-412-DA-8327,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-08327_11-0448M.TIF,550812.jpg,"Rozumalski, Ted,","Ted Rozumalski (b. 1931), photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",1931.0,,10045106.0,Wisconsin,"45 00 N, 090 00 W (45, -90)",Pollution and Environmental Damage
550870,1973-07-01,CHARMIN PAPER COMPANY AT GREEN BAY CONTRIBUTES ITS SHARE OF SMOKE AND SULFITE ODOR TO THE HEAVILY INDUSTRIALIZED BAY AREA. THE LEADING INDUSTRY HERE IS PAPER AND PAPER PRODUCTS,140/45/008385,NWDNS-412-DA-8385,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-08385_11-0506M.TIF,550870.jpg,"Rozumalski, Ted,","Ted Rozumalski (b. 1931), photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",1931.0,,10045106.0,Wisconsin,"45 00 N, 090 00 W (45, -90)",Pollution and Environmental Damage
550938,1973-09-01,SMOKESTACK OF THE DU POINT CHEMICAL PLANT ON THE HOUSTON SHIP CHANNEL,141/53/008453,NWDNS-412-DA-8453,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-08453_11-0574M.TIF,550938.jpg,"Pittman, Blair,","Blair Pittman (b. 1937), photojournalist, took photographs for the Environmental Protection Agency's Documerica project in the early 1970s.",1937.0,,10045425.0,Houston (Tex.),"29 45 N, 095 21 W (29.75, -95.35)",Pollution and Environmental Damage
550975,1973-05-01,"GLEN FERRIS, ON THE KANAWHA RIVER NEAR GAULEY BRIDGE, IS A POPULAR SPOT FOR CAMPING AND FISHING",142/30/008490,NWDNS-412-DA-8490,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-08490_11-0611M.TIF,550975.jpg,"Schaefer, Harry","Harry Schaefer, photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",,,10045375.0,Charleston (W. Va.),"38 20 N, 081 37 W (38.333, -81.617)",Pollution and Environmental Damage
