workerid,year,sex,age,start_year,region,treated,earnings,sample_weight,quarter_birth,schooling
5339,1999,M,36,1995,2,0,400620.44,.60236269,3,21
5340,1995,M,32,1995,2,0,53521.852,.038918439,4,16
5340,2002,M,39,1995,2,0,96632.117,.21737613,3,16
5340,2003,M,40,1995,2,0,51667.465,.3644813,4,16
5340,2005,M,42,1995,2,0,6353.502,.065029599,3,16
5340,2011,M,48,1995,2,0,98737.375,.83440226,2,16
5341,2010,F,47,2002,4,1,6613.5391,.95538723,2,11
5341,2011,F,48,2002,4,1,9672.998,.5684377,2,11
5342,1998,F,35,1998,2,0,95094.313,.6169349,3,15
5342,2001,F,38,1998,2,0,81405.625,.33023095,3,15
5342,2006,F,43,1998,2,0,19956.516,.50024408,2,15
5342,2011,F,48,1998,2,0,11996.25,.19379343,2,15
5343,2000,M,36,1995,1,0,30888.281,.35638502,1,18
5343,2001,M,37,1995,1,0,5338.9824,.74767542,1,18
5343,2002,M,38,1995,1,0,306013.5,.110756,3,18
5343,2004,M,40,1995,1,0,38276.961,.44550791,3,18
5343,2006,M,42,1995,1,0,90190.063,.88909799,3,18
5343,2007,M,43,1995,1,0,56969.832,.61186522,1,18
5344,1995,M,31,1995,1,0,56795.246,.64484155,3,17
5344,1996,M,32,1995,1,0,161805.44,.42669815,2,17
5344,2002,M,38,1995,1,0,42720.883,.89448547,2,17
5345,2000,M,52,1996,2,1,28632.156,.68695164,1,14
5345,2002,M,54,1996,2,1,36818.469,.14009768,1,14
5345,2008,M,60,1996,2,1,258386.67,.85324371,2,14
5346,1999,M,51,1995,1,0,24262.125,.71530998,2,17
5346,2001,M,53,1995,1,0,102890.72,.068807364,4,17
5347,1995,M,47,1995,2,1,4846.2676,.60915774,4,14
5347,2002,M,54,1995,2,1,18388.805,.033621974,3,14
5347,2007,M,59,1995,2,1,332327.56,.59357589,1,14
5348,1999,M,51,1995,2,0,75308.828,.32131365,2,15
5348,2001,M,53,1995,2,0,24743.455,.44599241,3,15
5348,2002,M,54,1995,2,0,27096.145,.13849477,2,15
5348,2003,M,55,1995,2,0,16045.161,.59484249,3,15
5349,1996,M,48,1995,2,0,97091.234,.41234624,3,18
5349,1998,M,50,1995,2,0,12075.211,.2136454,2,18
5349,1999,M,51,1995,2,0,47587.941,.19804907,3,18
5349,2002,M,54,1995,2,0,664014.94,.4814373,3,18
5349,2004,M,56,1995,2,0,304271.06,.11361588,4,18
5349,2006,M,58,1995,2,0,155301.55,.044610005,2,18
5350,1997,M,33,1995,1,1,19661.172,.071212322,1,16
5350,1998,M,34,1995,1,1,61371.234,.69971514,2,16
5350,2004,M,40,1995,1,1,62456.254,.82908589,2,16
5350,2007,M,43,1995,1,1,195200.56,.57583958,2,16
5350,2011,M,47,1995,1,1,85462.938,.17767276,3,16
5351,1998,F,34,1995,1,0,47705.793,.60788596,2,11
5351,2011,F,47,1995,1,0,46410.508,.13661358,3,11
5352,1997,F,33,1995,1,0,27127.48,.78979623,3,17
5352,1998,F,34,1995,1,0,94540.313,.018714953,3,17
5352,2000,F,36,1995,1,0,278656.25,.77291095,2,17
5352,2004,F,40,1995,1,0,131616.55,.79418188,4,17
5353,2003,M,54,1995,2,0,40489.277,.86451608,4,13
5353,2004,M,55,1995,2,0,15136.892,.63480484,4,13
5354,1996,M,31,1995,1,0,48603.852,.93779522,2,18
5354,1997,M,32,1995,1,0,57952.727,.96072185,3,18
5354,2006,M,41,1995,1,0,46260.063,.62209147,2,18
5354,2007,M,42,1995,1,0,78200.719,.22043796,3,18
5354,2011,M,46,1995,1,0,21350.77,.11353643,2,18
5355,1997,M,32,1996,2,0,125336.23,.40580904,3,18
5355,2008,M,43,1996,2,0,59946.695,.58654559,2,18
5355,2009,M,44,1996,2,0,137004.83,.40593907,3,18
5356,1998,M,33,1995,2,0,17935.658,.30291715,3,13
5356,2003,M,38,1995,2,0,179562.89,.05537549,1,13
5357,1997,M,32,1995,2,0,82866.633,.51696873,4,17
5357,1998,M,33,1995,2,0,23895.762,.96249014,4,17
5358,1997,M,32,1995,1,0,10994.879,.56127179,3,15
5358,2001,M,36,1995,1,0,38171.063,.51657778,2,15
5358,2004,M,39,1995,1,0,170639.97,.48956671,4,15
5358,2008,M,43,1995,1,0,23028.84,.20516698,2,15
5359,1995,M,30,1995,1,0,56220.527,.86248028,3,17
5359,2000,M,35,1995,1,0,32596.855,.14511831,4,17
5360,1996,M,47,1995,1,0,356594.69,.52476984,4,19
5360,2000,M,51,1995,1,0,1143437.6,.39705133,1,19
5360,2002,M,53,1995,1,0,618797.5,.31222811,2,19
5360,2005,M,56,1995,1,0,101936.09,.88263041,1,19
5360,2007,M,58,1995,1,0,83889.227,.13098982,4,19
5361,1995,M,46,1995,2,0,18686.258,.029437905,2,12
5361,1997,M,48,1995,2,0,26142.668,.028462363,2,12
5361,1999,M,50,1995,2,0,3941.6858,.66918492,4,12
5361,2002,M,53,1995,2,0,78413.672,.98240429,3,12
5362,1998,M,49,1995,1,0,161729.45,.44856822,1,18
5362,2002,M,53,1995,1,0,100311.09,.34115455,2,18
5363,2000,F,35,1999,1,0,16177.515,.36533812,2,13
5363,2005,F,40,1999,1,0,78891.516,.20198271,3,13
5363,2006,F,41,1999,1,0,38892.121,.16946806,4,13
5363,2010,F,45,1999,1,0,9197.668,.87356538,3,13
5364,1996,F,31,1995,1,1,16891.535,.71870679,3,15
5364,2009,F,44,1995,1,1,89169.805,.86113489,1,15
5365,1998,M,32,1995,1,0,42313.613,.69634211,4,18
5365,2000,M,34,1995,1,0,56667.922,.71292639,3,18
5365,2010,M,44,1995,1,0,147707.95,.18699853,4,18
5365,2011,M,45,1995,1,0,124267.56,.27752545,3,18
5366,1995,M,45,1995,1,0,174126.67,.82702416,4,21
5366,2003,M,53,1995,1,0,528747.31,.69013298,4,21
5366,2005,M,55,1995,1,0,289380.94,.1105891,2,21
5366,2008,M,58,1995,1,0,97318.844,.74827242,3,21
5367,1997,M,31,1995,1,0,82678.766,.29130009,2,13
5367,2000,M,34,1995,1,0,14578.835,.69170856,3,13
5367,2004,M,38,1995,4,0,30033.182,.41545379,4,13
5367,2007,M,41,1995,4,0,39560.984,.59902376,2,13
5367,2009,M,43,1995,4,0,36208.445,.57937682,4,13
5368,1997,M,31,1995,1,1,38095.699,.68908495,2,15
5368,2001,M,35,1995,1,1,47949.211,.54763186,2,15
5368,2008,M,42,1995,1,1,15768.162,.57692754,1,15
5369,1997,M,31,1995,2,0,200206.14,.91143864,2,15
5369,2001,M,35,1995,2,0,53904.184,.77337325,2,15
5369,2005,M,39,1995,2,0,50854.012,.96845573,4,15
5370,1996,M,30,1995,1,0,17090.596,.054354172,3,15
5370,2001,M,35,1995,1,0,15023.008,.22272359,4,15
5370,2004,M,38,1995,1,0,157569.36,.80206031,4,15
5370,2005,M,39,1995,1,0,207464.84,.28398162,2,15
5371,1995,M,28,1995,1,0,32423.207,.89314431,3,14
5371,1997,M,30,1995,1,0,13181.231,.71136403,3,14
5371,2011,M,44,1995,1,0,39694.625,.93853396,1,14
5372,1996,M,29,1995,1,0,67640.273,.41112012,3,13
5372,2005,M,38,1995,1,0,21072.674,.91047573,2,13
5372,2011,M,44,1995,1,0,7056.0337,.40159988,4,13
5373,2003,M,36,1995,1,0,30295.342,.47222686,3,19
5373,2005,M,38,1995,1,0,168910.75,.92385358,1,19
5374,1999,M,32,1995,4,0,129852.85,.11903419,2,15
5374,2000,M,33,1995,4,0,17505.102,.18415575,3,15
5375,1999,M,48,1995,1,0,33489.527,.57401025,1,16
5375,2002,M,51,1995,1,0,13818.105,.52100748,2,16
5376,1995,M,44,1995,2,0,20677.082,.59967667,2,15
5376,1999,M,48,1995,2,0,36884.156,.13350438,3,15
5376,2006,M,55,1995,2,0,269918.5,.0048606908,3,15
5377,2003,F,36,1995,1,1,139209.95,.21295387,3,14
5377,2008,F,41,1995,1,1,2020.0221,.41595268,3,14
5377,2011,F,44,1995,1,1,14816.378,.50653374,2,14
5378,1995,M,43,1995,1,0,199700.25,.92103136,1,16
5378,1998,M,46,1995,1,0,63211.672,.15687229,3,16
5379,1997,M,29,1995,1,0,72671.75,.65496778,3,17
5379,2000,M,32,1995,1,0,146067.64,.79876369,2,17
5379,2005,M,37,1995,1,0,204963.55,.73427117,4,17
5379,2011,M,43,1995,1,0,53053.152,.64817351,2,17
5380,1996,M,44,1995,1,0,212001.25,.98261601,3,16
5380,2003,M,51,1995,1,0,9843.7842,.60219663,2,16
5380,2005,M,53,1995,1,0,177469.97,.60178727,3,16
5380,2007,M,55,1995,1,0,93405.195,.98871839,2,16
5380,2010,M,58,1995,1,0,215415.52,.083737448,4,16
5381,1996,M,44,1995,1,1,36225.285,.36799526,2,17
5381,1997,M,45,1995,1,1,83102.258,.36664784,4,17
5381,2001,M,49,1995,1,1,132599.7,.54427069,2,17
5381,2004,M,52,1995,1,1,21496.623,.84651828,2,17
5381,2005,M,53,1995,2,1,25150.75,.61335862,2,17
5381,2008,M,56,1995,2,1,13547.769,.97110003,2,17
5381,2010,M,58,1995,2,1,320192.81,.72707349,1,17
5382,2005,M,37,1995,1,0,35435.25,.76407498,3,15
5382,2007,M,39,1995,1,0,82177.438,.85249382,3,15
5382,2008,M,40,1995,1,0,48002.43,.75109553,1,15
5382,2009,M,41,1995,1,0,91716.125,.15159087,3,15
5383,1995,F,27,1995,2,1,4318.5508,.1084241,3,13
5383,1997,F,29,1995,2,1,12900.577,.5458234,3,13
5383,2008,F,40,1995,2,1,35236.254,.48767847,3,13
5383,2010,F,42,1995,2,1,16360.313,.20914657,2,13
5383,2011,F,43,1995,2,1,70035.43,.60246414,3,13
5384,1995,M,26,1995,2,0,28291.723,.82898819,2,14
5384,2005,M,36,1995,2,0,52242.645,.85848022,3,14
5384,2010,M,41,1995,2,0,19418.086,.0013942965,3,14
5385,1999,M,46,1995,1,0,23725.965,.74265832,1,15
5385,2000,M,47,1995,1,0,16322.885,.47609481,3,15
5385,2004,M,51,1995,1,0,86965.234,.35779095,1,15
5386,2003,M,50,1995,1,0,38636.777,.9734413,3,20
5386,2004,M,51,1995,1,0,229395.52,.68340653,4,20
5387,2000,M,47,1995,5,0,111895.23,.073978983,3,21
5387,2006,M,53,1995,5,0,318882.84,.013217396,2,21
5388,1998,M,45,1995,1,0,22740.816,.32566404,3,14
5388,2003,M,50,1995,1,0,27770.229,.96054429,3,14
5389,1995,M,42,1995,1,1,26392.803,.79364818,3,16
5389,1997,M,44,1995,1,1,78465.828,.57190168,3,16
5389,2002,M,49,1995,1,1,21234.129,.60235697,2,16
5389,2006,M,53,1995,1,1,61975.07,.97647506,4,16
5390,1995,M,42,1995,1,0,71585.023,.47840413,2,17
5390,1996,M,43,1995,1,0,108332.78,.3306388,2,17
5391,2006,F,53,1995,1,1,25783.18,.44314733,4,16
5391,2007,F,54,1995,1,1,21997.447,.55775958,3,16
5391,2010,F,57,1995,1,1,8955.835,.73221833,2,16
5392,1998,M,44,1995,2,0,50452.551,.65820795,1,17
5392,2001,M,47,1995,2,0,110927.77,.9187215,1,17
5393,1995,M,57,1995,1,0,27287.082,.046094473,4,13
5393,1998,M,60,1995,1,0,78897.453,.1152983,4,13
5394,1995,M,41,1995,2,1,16927.982,.53547305,1,13
5394,1998,M,44,1995,2,1,21862.492,.28511226,3,13
5394,2006,M,52,1995,2,1,13537.346,.70645839,4,13
5395,2002,M,47,1995,1,0,68927.227,.025243461,4,16
5395,2003,M,48,1995,1,0,474097.22,.62936056,1,16
5395,2006,M,51,1995,1,0,40897.414,.87867105,4,16
5396,1995,M,39,1995,1,0,351908.72,.29608434,4,19
5396,2006,M,50,1995,1,0,63265.664,.51279503,3,19
5397,1998,M,42,1995,2,0,341638.75,.74185258,3,17
5397,2005,M,49,1995,2,0,217239.38,.95697194,3,17
5397,2008,M,52,1995,2,0,39675.848,.69888866,2,17
5398,1995,M,39,1995,1,0,86604.516,.26882005,3,16
5398,2000,M,44,1995,1,0,57527.859,.7813884,3,16
5398,2004,M,48,1995,1,0,67763.047,.94507962,2,16
5398,2008,M,52,1995,1,0,22653.93,.29967129,2,16
5399,1999,M,43,1995,1,0,294128.91,.1233752,2,19
5399,2005,M,49,1995,1,0,37152.238,.13662209,3,19
5400,1997,M,41,1995,1,1,18710.854,.084602602,2,14
5400,1998,M,42,1995,1,1,10495.702,.60434598,2,14
5400,2001,M,45,1995,1,1,137514.27,.95947987,2,14
5400,2003,M,47,1995,1,1,88943.383,.19356285,2,14
5400,2008,M,52,1995,1,1,12523.523,.26439816,3,14
5401,2002,F,46,1998,5,0,24537.553,.93469018,2,14
5401,2011,F,55,1998,5,0,91567.656,.43996048,3,14
5402,1999,M,42,1995,1,0,42751.711,.76795936,3,17
5402,2005,M,48,1995,1,0,133379.06,.31441706,2,17
5403,1995,M,54,1995,1,0,6443.9165,.42663318,2,12
5403,1998,M,57,1995,1,0,84609.594,.28408745,3,12
5403,2000,M,59,1995,1,0,8573.8896,.72223079,4,12
5404,1995,M,54,1995,2,1,13581.255,.78922528,2,17
5404,1996,M,55,1995,2,1,88231.422,.85931736,3,17
5405,1996,M,39,1995,1,0,313502.75,.8341859,1,15
5405,1997,M,40,1995,1,0,48137.82,.86556929,2,15
5405,1998,M,41,1995,1,0,75863.375,.81522816,1,15
5405,1999,M,42,1995,1,0,39524.605,.86329216,2,15
5405,2006,M,49,1995,1,0,4455.3574,.69463253,4,15
5406,1998,M,41,1995,1,0,21585.949,.78526777,2,17
5406,2005,M,48,1995,1,0,114483.69,.52744246,4,17
5406,2008,M,51,1995,1,0,127015.95,.045770336,3,17
5407,1996,M,55,1995,1,1,37488.035,.13279463,4,13
5407,2000,M,59,1995,1,1,22477.201,.99481153,1,13
5407,2001,M,60,1995,1,1,34590.543,.2462265,2,13
5408,1996,M,39,1995,1,0,58361.641,.84430736,4,17
5408,1998,M,41,1995,1,0,163045.36,.025629506,3,17
5408,2002,M,45,1995,1,0,29438.078,.69581783,1,17
5409,1995,F,38,1995,1,0,117014.63,.93572766,4,14
5409,2002,F,45,1995,1,0,29612.977,.65268916,1,14
5409,2003,F,46,1995,1,0,19499.73,.045613304,1,14
5410,1996,M,38,1995,1,0,71798.992,.76149678,3,17
5410,2004,M,46,1995,1,0,127306.94,.19992651,3,17
5410,2007,M,49,1995,1,0,37063.398,.95246708,3,17
5411,1996,M,54,1995,1,1,350341.13,.4028953,3,17
5411,1997,M,55,1995,1,1,5509.5908,.5018428,2,17
5412,2004,F,46,2001,1,1,34623.758,.66144681,3,15
5412,2005,F,47,2001,1,1,20943.736,.23732421,4,15
5412,2011,F,53,2001,1,1,22567.514,.39546931,4,15
5413,1998,M,39,1995,4,0,7773.9878,.29973727,2,15
5413,2005,M,46,1995,3,0,86846.859,.11344741,4,15
5413,2007,M,48,1995,3,0,40080.039,.70762885,4,15
5413,2010,M,51,1995,3,0,58931.559,.8747772,4,15
5414,2004,M,45,1995,2,1,20989.617,.88399088,4,13
5414,2008,M,49,1995,2,1,17561.934,.98230034,3,13
5415,1997,M,38,1995,1,0,147280.84,.1373132,1,16
5415,1998,M,39,1995,1,0,21382.664,.26482022,3,16
5415,2002,M,43,1995,1,0,110413.45,.00055738771,3,16
5415,2007,M,48,1995,1,0,24285.318,.66351777,2,16
5415,2008,M,49,1995,1,0,118579.28,.36063436,3,16
5416,1996,M,53,1995,2,0,42937.965,.57839942,3,16
5416,1999,M,56,1995,2,0,39229.492,.62832171,2,16
5417,1998,M,39,1995,1,1,80946.938,.088102005,2,17
5417,1999,M,40,1995,1,1,14579.865,.97920471,2,17
5417,2002,M,43,1995,1,1,214692,.47631803,3,17
5417,2003,M,44,1995,1,1,71319.492,.61946267,3,17
5417,2011,M,52,1995,1,1,57905.449,.65236145,2,17
5418,1995,M,36,1995,1,0,26222.482,.97731692,1,19
5418,2003,M,44,1995,1,0,114297.83,.67813003,1,19
5418,2006,M,47,1995,1,0,176604.05,.46496898,2,19
5418,2011,M,52,1995,1,0,55765.176,.53268099,2,19
5419,1998,M,55,1995,1,1,22782.174,.31175348,2,16
5419,1999,M,56,1995,1,1,240355.55,.45518622,2,16
5420,1995,M,51,1995,4,0,46751.828,.46493262,3,17
5420,1996,M,52,1995,4,0,28906.699,.039495613,3,17
5420,1999,M,55,1995,4,0,292081.59,.61151713,1,17
5420,2001,M,57,1995,4,0,161198.13,.15912989,2,17
5420,2002,M,58,1995,4,0,47423.293,.68724823,2,17
5421,1995,M,51,1995,1,0,133611.59,.095624022,3,18
5421,1997,M,53,1995,1,0,36313.68,.10962418,2,18
5421,1998,M,54,1995,1,0,672975.06,.75280929,3,18
5421,2003,M,59,1995,1,0,89907.266,.21892376,4,18
5422,2007,M,47,2000,3,0,129259.8,.31225535,2,15
5422,2008,M,48,2000,3,0,17982.727,.036581319,4,15
5423,2003,M,59,1995,1,1,96233.344,.8856582,1,17
5423,2004,M,60,1995,1,1,67303.141,.87806463,1,17
5424,2002,M,42,2002,2,0,369084.25,.9377656,3,19
5424,2004,M,44,2002,2,0,157367.31,.50471056,4,19
5424,2006,M,46,2002,5,0,91426.07,.20382334,3,19
5425,1998,M,38,1995,2,0,7318.9082,.33700952,2,14
5425,2003,M,43,1995,2,0,134433.92,.45254424,1,14
5425,2005,M,45,1995,2,0,134677.59,.44971201,2,14
5425,2009,M,49,1995,2,0,19421.793,.085779771,3,14
5426,1998,M,54,1995,1,0,34870.602,.67055398,4,15
5426,2000,M,56,1995,1,0,55272.52,.62979394,2,15
5427,2001,M,41,1995,1,0,89502.023,.84449619,3,16
5427,2008,M,48,1995,1,0,123561.26,.61528915,1,16
5428,2000,M,56,1995,1,0,217080.5,.25943142,3,21
5428,2004,M,60,1995,1,0,286656.84,.918446,2,21
5429,1995,M,51,1995,2,0,203850.97,.76180911,1,17
5429,1996,M,52,1995,2,0,144002.31,.26196441,2,17
5429,2004,M,60,1995,2,0,65521.215,.43910879,2,17
5430,2003,M,43,1999,1,0,13191.967,.68812197,3,15
5430,2007,M,47,1999,1,0,71253.711,.96813279,1,15
5430,2009,M,49,1999,1,0,47374.859,.61085659,3,15
5431,1997,M,37,1995,2,0,29433.051,.62780225,3,15
5431,1998,M,38,1995,2,0,83048.492,.85799813,1,15
5431,2001,M,41,1995,2,0,76214.406,.93220413,2,15
5431,2002,M,42,1995,2,0,27934.111,.670798,2,15
5431,2005,M,45,1995,2,0,65241.555,.0041586575,2,15
5432,1996,M,36,1995,2,0,9009.9424,.96988368,1,12
5432,2011,M,51,1995,2,0,83230.516,.77976251,3,12
5433,1995,M,51,1995,1,0,52701.07,.95029116,1,16
5433,1997,M,53,1995,1,0,158040.94,.86707908,1,16
5433,1999,M,55,1995,1,0,241582.88,.74598938,4,16
5433,2000,M,56,1995,1,0,62731.492,.54851508,1,16
5433,2001,M,57,1995,1,0,275721.41,.77864707,3,16
5433,2002,M,58,1995,1,0,14666.444,.59361535,4,16
5434,2006,F,46,1995,2,0,118546.67,.21474294,2,16
5434,2008,F,48,1995,2,0,26898.875,.23649055,2,16
5434,2010,F,50,1995,2,0,8138.4175,.60070717,1,16
5435,1996,F,36,1995,2,0,54016.141,.011323464,2,18
5435,2001,F,41,1995,2,0,26939.957,.57190949,1,18
5435,2007,F,47,1995,2,0,631155.25,.8533628,1,18
5435,2009,F,49,1995,2,0,108096.6,.97411889,1,18
5436,1996,M,35,1995,1,0,36407.629,.043818042,4,16
5436,2001,M,40,1995,1,0,109120.22,.0043052477,3,16
5436,2002,M,41,1995,1,0,144832.89,.38559633,1,16
5436,2004,M,43,1995,1,0,253396.98,.095357738,3,16
5436,2005,M,44,1995,1,0,249960.84,.55246317,3,16
5437,1995,M,50,1995,1,0,47459.758,.82405001,4,16
5437,1997,M,52,1995,1,0,30604.41,.99580586,2,16
5437,1998,M,53,1995,1,0,635100.25,.39799207,2,16
5438,1996,M,35,1995,1,0,90122.047,.16999689,2,15
5438,2000,M,39,1995,1,0,51280.098,.26368028,3,15
5438,2003,M,42,1995,1,0,29839.973,.84402949,4,15
5438,2008,M,47,1995,1,0,12657.953,.48568857,3,15
5439,1996,M,35,1995,1,1,130337.69,.72348183,4,14
5439,2008,M,47,1995,1,1,4304.8643,.42477611,3,14
5440,1996,M,51,1995,1,0,46922.227,.60068661,3,17
5440,1999,M,54,1995,1,0,23863.33,.91315562,3,17
5441,2001,M,56,1997,1,0,52050.758,.000036889716,4,16
5441,2002,M,57,1997,1,0,61166.805,.85574269,2,16
5441,2004,M,59,1997,1,0,65895.688,.45627216,3,16
5442,1997,M,36,1995,1,0,36033.867,.40501198,2,15
5442,2001,M,40,1995,1,0,77852.633,.97782511,4,15
5442,2002,M,41,1995,1,0,39755.352,.09544421,3,15
5442,2003,M,42,1995,1,0,67386.922,.5142206,3,15
5442,2004,M,43,1995,1,0,57247.785,.70313859,1,15
5442,2006,M,45,1995,1,0,9697.2354,.48663437,3,15
5442,2010,M,49,1995,1,0,102739.33,.66781116,2,15
5442,2011,M,50,1995,1,0,40092.266,.2759859,1,15
5443,1996,M,35,1995,2,1,11450.36,.03547297,3,13
5443,1997,M,36,1995,2,1,32560.797,.94027609,1,13
5443,2005,M,44,1995,2,1,12286.077,.18553983,1,13
5443,2006,M,45,1995,2,1,4968.8711,.27162346,2,13
5444,2000,M,55,1995,2,1,70612.516,.91338748,1,18
5444,2001,M,56,1995,2,1,60340.488,.3975279,3,18
5445,1999,M,54,1995,1,0,31796.158,.36038077,1,19
5445,2002,M,57,1995,1,0,24957.156,.49848408,3,19
5446,1996,M,35,1995,2,0,57699.34,.91755068,3,15
5446,1997,M,36,1995,2,0,29121.691,.080236554,1,15
5446,1998,M,37,1995,2,0,23545.094,.26240498,1,15
5446,2008,M,47,1995,2,0,59432.059,.59696275,2,15
5446,2009,M,48,1995,2,0,39346.133,.068844333,1,15
5447,1995,M,34,1995,1,0,2760.2119,.93792468,4,16
5447,2001,M,40,1995,1,0,70350.555,.34917188,3,16
5447,2003,M,42,1995,1,0,41427.07,.54870248,4,16
5447,2005,M,44,1995,1,0,53788.219,.78576446,3,16
5447,2007,M,46,1995,1,0,754360.31,.52825016,4,16
5447,2008,M,47,1995,1,0,480253.91,.93328351,3,16
5447,2011,M,50,1995,1,0,15974.034,.2734637,3,16
5448,1998,M,37,1995,1,0,64251.438,.85101324,3,14
5448,2000,M,39,1995,1,0,9866.75,.45547748,4,14
5448,2006,M,45,1995,1,0,57189.078,.61736119,3,14
5449,1996,F,35,1995,2,0,41955.84,.50685161,4,14
5449,1997,F,36,1995,2,0,45152.816,.73984098,3,14
5449,1998,F,37,1995,2,0,5307.1626,.33676323,3,14
5449,1999,F,38,1995,2,0,43913.766,.12267517,4,14
5449,2000,F,39,1995,2,0,12796.198,.72686493,2,14
5449,2003,F,42,1995,2,0,89619.516,.65673429,4,14
5449,2009,F,48,1995,2,0,98835.68,.52929497,2,14
5449,2010,F,49,1995,2,0,12736.108,.87906396,1,14
5450,1995,F,34,1995,1,1,44198.004,.16563897,1,13
5450,1998,F,37,1995,1,1,11388.265,.97868121,2,13
5450,2001,F,40,1995,1,1,28170.445,.28348643,2,13
5450,2003,F,42,1995,1,1,15252.131,.7299692,2,13
5450,2004,F,43,1995,1,1,17293.527,.53900093,3,13
5450,2008,F,47,1995,2,1,69718.086,.63720298,2,13
5451,1996,M,34,1995,1,0,158524.02,.34454653,3,19
5451,1999,M,37,1995,1,0,56408.207,.78223413,3,19
5451,2001,M,39,1995,1,0,92814.547,.38620561,2,19
5451,2011,M,49,1995,1,0,210969.31,.82019806,2,19
5452,1996,M,34,1995,2,0,277973.97,.19929126,3,23
5452,1997,M,35,1995,2,0,690928.75,.20010132,3,23
5453,1995,M,49,1995,1,0,78779.219,.53771991,4,15
5453,1996,M,50,1995,1,0,178517.08,.69241172,2,15
5453,2003,M,57,1995,1,0,12919.143,.98053688,2,15
5454,1995,M,49,1995,5,0,308741.03,.59571171,1,22
5454,2002,M,56,1995,5,0,292703.25,.24121527,1,22
5455,1997,M,35,1995,1,0,45305.395,.31174275,2,15
5455,1999,M,37,1995,1,0,10657.342,.69514096,3,15
5455,2001,M,39,1995,1,0,22019.246,.87547773,2,15
5455,2002,M,40,1995,1,0,320728,.21625891,1,15
5455,2004,M,42,1995,1,0,112852.08,.030258553,2,15
5455,2005,M,43,1995,1,0,23581.137,.18271744,2,15
5456,2004,M,42,2002,2,0,54767.285,.54334444,3,14
5456,2009,M,47,2002,2,0,7439.0322,.54496396,4,14
5456,2010,M,48,2002,2,0,66059.75,.82079613,3,14
5457,1996,M,34,1995,1,0,39639.508,.8844955,1,14
5457,1997,M,35,1995,1,0,17720.307,.22170658,2,14
5457,1998,M,36,1995,1,0,37961.82,.67574227,3,14
5457,1999,M,37,1995,1,0,43342.195,.25848165,2,14
5457,2002,M,40,1995,1,0,21720.104,.12606418,4,14
5457,2003,M,41,1995,1,0,18967.447,.035465613,4,14
5457,2006,M,44,1995,1,0,50076.598,.94804597,2,14
5457,2009,M,47,1995,1,0,67836.484,.066620305,1,14
5457,2010,M,48,1995,1,0,82054.219,.77309322,2,14
5458,1995,M,33,1995,1,0,109700.14,.30738628,2,18
5458,1997,M,35,1995,1,0,110903.7,.31368482,2,18
5458,2003,M,41,1995,1,0,261465.78,.29333284,3,18
5458,2008,M,46,1995,1,0,106103.76,.55931163,1,18
5458,2011,M,49,1995,1,0,345992.5,.81945866,3,18
5459,1995,F,33,1995,1,1,1779.5765,.2311888,2,9
5459,1998,F,36,1995,1,1,8571.4688,.3162145,4,9
5459,1999,F,37,1995,1,1,9892.3906,.80217004,4,9
5460,2003,F,41,1998,2,0,37466.531,.96561497,3,18
5460,2010,F,48,1998,2,0,43964.293,.90548998,2,18
5460,2011,F,49,1998,2,0,54818.656,.75585496,3,18
5461,1996,M,33,1995,1,1,32260.393,.7456466,2,14
5461,1998,M,35,1995,1,1,15367.317,.066155896,1,14
5461,2002,M,39,1995,1,1,27128.41,.8236863,3,14
5461,2005,M,42,1995,1,1,21891.871,.69013011,2,14
5461,2006,M,43,1995,1,1,2550.459,.24526533,2,14
5461,2010,M,47,1995,1,1,27388.979,.5645895,2,14
5462,1998,M,35,1995,2,0,100938.12,.57891864,4,18
5462,1999,M,36,1995,2,0,258232.72,.99972749,1,18
5462,2010,M,47,1995,2,0,29414.393,.80359101,1,18
5463,1996,M,49,1995,1,0,72747.852,.35480008,3,16
5463,2001,M,54,1995,1,0,47715.973,.81560105,2,16
5463,2002,M,55,1995,1,0,38854.871,.29827613,1,16
5463,2004,M,57,1995,1,0,172867.36,.50655174,1,16
5464,2005,M,42,2005,2,1,55116.285,.77619535,3,16
5464,2007,M,44,2005,2,1,51422.676,.04123719,4,16
5464,2009,M,46,2005,2,1,52818.223,.04889515,2,16
5465,2003,M,40,1995,2,0,34481.711,.95817739,2,16
5465,2004,M,41,1995,2,0,180470.42,.63028628,3,16
5465,2005,M,42,1995,2,0,149182.89,.19920301,3,16
5465,2008,M,45,1995,2,0,98753.922,.51821655,2,16
5465,2011,M,48,1995,2,0,17575.363,.41397548,2,16
5466,1998,M,51,1995,1,0,485934.47,.91062808,3,17
5466,2000,M,53,1995,1,0,45333.793,.083166815,4,17
5467,1997,M,34,1995,1,0,76307.016,.14462876,3,13
5467,1998,M,35,1995,1,0,50244.488,.69703418,3,13
5467,2000,M,37,1995,1,0,14077.034,.025821155,3,13
5467,2005,M,42,1995,1,0,66033.781,.50413561,4,13
5467,2007,M,44,1995,1,0,10560.418,.68881738,1,13
5468,1996,M,49,1995,1,0,138144.23,.37881419,4,15
5468,2000,M,53,1995,1,0,46626.609,.30506614,1,15
5469,1996,M,33,1995,2,0,465276.56,.059565488,1,18
5469,1997,M,34,1995,2,0,138134.69,.7859233,3,18
5469,2002,M,39,1995,2,0,52043.777,.31779686,1,18
