respondent_id,age,gender,education,province,industry,union_member,weekly_hours,hourly_wage
417,64,Woman,Bachelor's degree,British Columbia,Health care,1,20.0,45.43
418,24,Woman,Bachelor's degree,Quebec,Health care,1,35.0,32.83
419,32,Woman,College diploma,British Columbia,Education,0,23.0,32.6
420,42,Man,Graduate degree,Ontario,Health care,1,40.0,30.33
421,62,Woman,College diploma,Quebec,Hospitality,0,14.0,44.35
422,51,Man,College diploma,British Columbia,Finance,0,37.5,46.8
423,55,Man,College diploma,British Columbia,Manufacturing,1,37.5,43.6
424,46,Man,College diploma,Ontario,Public administration,0,37.5,30.25
425,38,Woman,High school,British Columbia,Hospitality,0,37.5,21.87
426,28,Woman,High school,Manitoba,Health care,1,37.5,24.29
427,59,Woman,College diploma,Ontario,Health care,1,37.5,55.11
428,56,Man,Bachelor's degree,Manitoba,Finance,0,18.0,49.85
429,20,Man,High school,Alberta,Retail,0,40.0,22.16
430,52,Man,College diploma,Ontario,Finance,0,40.0,42.03
431,22,Woman,Bachelor's degree,Ontario,Health care,0,40.0,28.72
432,53,Woman,Bachelor's degree,British Columbia,Health care,0,18.0,43.82
433,57,Woman,Bachelor's degree,Manitoba,Health care,0,35.0,61.59
434,25,Man,Bachelor's degree,Quebec,Retail,0,40.0,17.54
435,39,Man,Bachelor's degree,Ontario,Health care,0,26.0,31.52
436,24,Woman,High school,Alberta,Construction,0,12.0,17.4
437,45,Man,College diploma,British Columbia,Manufacturing,0,35.0,28.98
438,62,Woman,Bachelor's degree,British Columbia,Education,0,40.0,36.59
439,22,Man,High school,British Columbia,Health care,0,40.0,17.5
440,37,Woman,High school,British Columbia,Retail,0,35.0,21.65
441,64,Woman,High school,Quebec,Retail,0,37.5,18.12
442,33,Man,College diploma,British Columbia,Hospitality,0,35.0,19.83
443,25,Woman,College diploma,Ontario,Hospitality,0,40.0,28.07
444,41,Woman,High school,British Columbia,Education,1,40.0,35.16
445,42,Woman,Bachelor's degree,British Columbia,Hospitality,0,35.0,33.52
446,50,Woman,Graduate degree,Alberta,Finance,0,20.0,52.66
447,33,Man,High school,British Columbia,Hospitality,0,37.5,17.4
448,63,Man,Graduate degree,Ontario,Retail,1,37.5,32.91
449,43,Man,High school,Quebec,Finance,0,37.5,41.69
450,32,Woman,Graduate degree,Quebec,Construction,1,40.0,54.98
451,64,Man,Graduate degree,British Columbia,Manufacturing,0,37.5,62.71
452,62,Woman,High school,Ontario,Public administration,1,37.5,44.13
453,42,Woman,Bachelor's degree,British Columbia,Public administration,1,12.0,39.19
454,20,Woman,Graduate degree,Quebec,Technology,0,40.0,45.93
455,47,Man,Graduate degree,Saskatchewan,Retail,1,40.0,38.8
456,45,Man,Graduate degree,British Columbia,Education,1,40.0,47.54
457,25,Man,College diploma,British Columbia,Public administration,0,40.0,48.36
458,48,Man,High school,British Columbia,Public administration,1,40.0,25.72
459,58,Man,Bachelor's degree,British Columbia,Retail,0,37.5,34.66
460,23,Man,Bachelor's degree,Quebec,Manufacturing,0,40.0,40.67
461,52,Man,Bachelor's degree,Ontario,Construction,0,18.0,33.75
462,25,Woman,College diploma,Quebec,Retail,1,35.0,19.86
463,54,Woman,College diploma,British Columbia,Education,0,35.0,33.77
464,38,Woman,High school,Ontario,Construction,0,35.0,31.48
465,19,Man,Bachelor's degree,British Columbia,Manufacturing,1,17.0,20.02
466,64,Woman,High school,Manitoba,Retail,0,40.0,32.17
467,26,Man,Bachelor's degree,British Columbia,Health care,1,40.0,39.92
468,47,Woman,Bachelor's degree,British Columbia,Hospitality,0,35.0,37.38
469,27,Man,College diploma,Manitoba,Health care,0,40.0,24.98
470,62,Woman,College diploma,British Columbia,Hospitality,0,40.0,29.89
471,53,Woman,College diploma,Alberta,Public administration,1,37.5,34.68
472,56,Woman,Graduate degree,Ontario,Hospitality,0,40.0,37.52
473,39,Woman,Bachelor's degree,British Columbia,Health care,0,40.0,67.61
474,40,Man,College diploma,Quebec,Hospitality,1,35.0,27.72
475,48,Woman,High school,Saskatchewan,Retail,1,40.0,21.62
476,55,Man,High school,Ontario,Hospitality,0,24.0,28.13
477,58,Woman,College diploma,Ontario,Retail,0,35.0,23.33
478,19,Woman,Graduate degree,Ontario,Retail,0,18.0,20.99
479,50,Man,Bachelor's degree,Ontario,Health care,0,27.0,36.43
480,24,Woman,High school,Quebec,Education,1,40.0,22.47
481,32,Nonbinary,Bachelor's degree,Ontario,Retail,0,40.0,37.04
482,57,Man,College diploma,British Columbia,Health care,1,40.0,45.39
483,30,Man,Bachelor's degree,British Columbia,Health care,0,40.0,41.61
484,56,Woman,High school,Ontario,Hospitality,0,40.0,21.25
485,40,Woman,Bachelor's degree,British Columbia,Manufacturing,0,40.0,36.3
486,29,Man,Graduate degree,British Columbia,Retail,0,40.0,35.73
487,34,Woman,High school,British Columbia,Hospitality,0,17.0,20.04
488,43,Woman,Bachelor's degree,Manitoba,Health care,0,40.0,41.2
489,54,Woman,Graduate degree,British Columbia,Public administration,1,12.0,63.63
490,47,Man,High school,Ontario,Public administration,1,18.0,34.9
491,62,Man,High school,Ontario,Public administration,0,13.0,40.37
492,59,Man,Bachelor's degree,Ontario,Manufacturing,1,40.0,63.21
493,54,Man,College diploma,British Columbia,Retail,0,37.5,30.21
494,47,Woman,High school,Manitoba,Construction,1,35.0,46.46
495,32,Man,College diploma,Manitoba,Hospitality,0,35.0,27.63
496,38,Woman,Bachelor's degree,Alberta,Retail,0,37.5,23.71
497,24,Man,College diploma,Ontario,Retail,0,13.0,17.59
498,36,Woman,College diploma,British Columbia,Health care,1,35.0,29.08
499,62,Nonbinary,Bachelor's degree,Quebec,Construction,1,35.0,38.49
500,39,Woman,College diploma,British Columbia,Hospitality,0,37.5,26.32
501,24,Woman,Bachelor's degree,Ontario,Technology,0,27.0,48.68
502,49,Woman,College diploma,Ontario,Manufacturing,0,19.0,49.71
503,64,Woman,Graduate degree,British Columbia,Finance,0,37.5,69.95
504,59,Woman,Bachelor's degree,Ontario,Construction,1,22.0,42.44
505,31,Man,High school,British Columbia,Health care,0,35.0,18.76
506,40,Woman,Graduate degree,Ontario,Hospitality,1,35.0,37.58
507,43,Man,College diploma,Manitoba,Health care,1,21.0,37.92
508,30,Woman,High school,British Columbia,Hospitality,0,25.0,22.5
509,31,Man,High school,British Columbia,Hospitality,0,37.5,34.93
510,30,Woman,Bachelor's degree,Ontario,Education,1,40.0,46.35
511,65,Man,High school,British Columbia,Construction,1,40.0,42.85
512,54,Man,College diploma,Quebec,Hospitality,0,40.0,23.91
513,58,Woman,High school,Ontario,Public administration,1,35.0,34.62
514,57,Man,College diploma,Ontario,Retail,0,37.5,30.79
515,64,Woman,College diploma,British Columbia,Health care,1,40.0,33.1
516,23,Woman,College diploma,Ontario,Health care,1,13.0,31.16
517,60,Man,High school,Quebec,Construction,0,40.0,39.75
518,22,Man,High school,British Columbia,Health care,0,40.0,19.64
519,41,Woman,Bachelor's degree,British Columbia,Retail,0,40.0,44.01
520,46,Woman,College diploma,British Columbia,Technology,0,37.5,50.67
521,35,Man,Bachelor's degree,Alberta,Hospitality,0,40.0,20.28
522,25,Man,High school,Ontario,Hospitality,0,20.0,19.48
523,28,Nonbinary,High school,Alberta,Construction,0,35.0,30.27
524,57,Man,High school,Manitoba,Finance,0,35.0,55.26
525,33,Man,College diploma,British Columbia,Technology,0,40.0,39.93
526,33,Woman,College diploma,British Columbia,Public administration,0,40.0,42.67
527,62,Man,Bachelor's degree,British Columbia,Education,0,37.5,45.58
528,25,Woman,College diploma,Quebec,Education,0,37.5,20.72
529,62,Man,College diploma,Ontario,Health care,0,18.0,28.99
530,62,Woman,College diploma,Alberta,Finance,0,19.0,61.89
531,47,Man,High school,Ontario,Health care,0,26.0,46.17
532,26,Man,College diploma,British Columbia,Manufacturing,0,37.5,30.61
533,26,Man,College diploma,British Columbia,Education,1,40.0,39.23
534,32,Man,College diploma,British Columbia,Health care,0,40.0,41.61
535,46,Woman,High school,Quebec,Retail,0,40.0,32.24
536,26,Man,Bachelor's degree,Ontario,Manufacturing,1,37.5,27.11
537,40,Woman,Graduate degree,Ontario,Construction,0,14.0,73.84
538,24,Woman,High school,British Columbia,Finance,0,37.5,35.8
539,44,Woman,Bachelor's degree,British Columbia,Manufacturing,0,37.5,38.98
540,19,Woman,Bachelor's degree,Ontario,Finance,0,40.0,31.22
541,52,Woman,College diploma,Alberta,Health care,0,35.0,42.02
542,21,Man,Bachelor's degree,Quebec,Technology,0,40.0,27.58
543,28,Man,Bachelor's degree,Ontario,Retail,0,40.0,32.85
544,27,Man,Graduate degree,Alberta,Public administration,0,15.0,35.51
545,58,Woman,Graduate degree,Ontario,Health care,0,40.0,59.08
546,21,Woman,High school,Quebec,Construction,0,22.0,21.98
547,39,Woman,College diploma,Alberta,Construction,0,30.0,34.53
548,46,Man,College diploma,Ontario,Construction,0,37.5,32.99
549,43,Man,High school,Quebec,Manufacturing,0,35.0,31.95
550,50,Woman,College diploma,British Columbia,Technology,0,40.0,76.72
551,56,Man,Graduate degree,Quebec,Public administration,1,40.0,78.47
552,37,Woman,High school,British Columbia,Education,1,35.0,33.26
553,57,Woman,College diploma,Ontario,Health care,0,17.0,39.74
554,33,Woman,Bachelor's degree,Ontario,Health care,1,37.5,46.85
555,65,Woman,College diploma,Ontario,Finance,0,37.5,61.16
556,42,Man,College diploma,Saskatchewan,Finance,0,19.0,38.02
557,53,Man,Graduate degree,Ontario,Construction,0,35.0,53.9
558,60,Woman,College diploma,British Columbia,Public administration,1,28.0,28.31
559,56,Man,High school,British Columbia,Manufacturing,0,17.0,44.93
560,59,Man,High school,British Columbia,Technology,0,37.5,73.73
561,44,Man,Graduate degree,Ontario,Public administration,1,35.0,56.02
562,21,Man,High school,Alberta,Technology,0,40.0,19.63
563,42,Woman,College diploma,British Columbia,Hospitality,0,40.0,31.65
564,27,Man,High school,Quebec,Health care,0,37.5,22.66
565,60,Woman,College diploma,Alberta,Retail,0,24.0,27.06
566,30,Nonbinary,Graduate degree,Alberta,Technology,1,20.0,64.15
567,29,Woman,College diploma,Alberta,Construction,0,40.0,33.52
568,30,Man,Graduate degree,British Columbia,Education,1,40.0,37.19
569,49,Woman,High school,Ontario,Public administration,1,40.0,33.02
570,45,Woman,College diploma,Alberta,Hospitality,0,40.0,29.18
571,63,Man,Bachelor's degree,British Columbia,Manufacturing,0,24.0,40.22
572,38,Man,College diploma,Quebec,Education,0,40.0,26.7
573,32,Woman,High school,Ontario,Manufacturing,0,37.5,26.92
574,21,Man,Bachelor's degree,Ontario,Hospitality,0,18.0,24.77
575,19,Man,College diploma,Quebec,Retail,0,40.0,19.28
576,36,Woman,College diploma,Quebec,Manufacturing,1,40.0,24.6
577,62,Man,Graduate degree,British Columbia,Education,1,40.0,63.81
578,43,Woman,High school,Ontario,Health care,0,40.0,18.86
579,60,Man,College diploma,Ontario,Hospitality,0,40.0,26.73
580,23,Woman,High school,British Columbia,Health care,1,40.0,22.25
581,23,Woman,College diploma,British Columbia,Manufacturing,1,40.0,27.7
582,58,Man,High school,British Columbia,Construction,0,24.0,41.72
583,24,Man,Bachelor's degree,Ontario,Technology,0,37.5,54.49
584,21,Man,High school,Ontario,Construction,1,40.0,21.07
585,37,Nonbinary,Bachelor's degree,Ontario,Health care,1,14.0,46.78
586,62,Man,High school,British Columbia,Public administration,0,40.0,40.1
587,51,Man,College diploma,British Columbia,Health care,0,40.0,27.16
588,23,Man,College diploma,Alberta,Education,1,37.5,40.33
589,58,Woman,Bachelor's degree,Manitoba,Retail,1,37.5,26.6
590,58,Woman,College diploma,Quebec,Hospitality,0,40.0,32.45
591,56,Woman,College diploma,Quebec,Retail,0,37.5,34.25
592,61,Man,Bachelor's degree,Quebec,Technology,0,29.0,62.94
593,30,Woman,College diploma,Quebec,Finance,0,40.0,34.97
594,65,Woman,High school,Quebec,Hospitality,0,21.0,31.72
595,34,Man,Graduate degree,Alberta,Hospitality,0,20.0,24.36
596,56,Woman,College diploma,British Columbia,Construction,0,40.0,39.79
597,46,Woman,High school,British Columbia,Education,1,35.0,29.63
598,55,Man,College diploma,Alberta,Education,0,35.0,32.73
599,48,Man,High school,British Columbia,Education,1,19.0,37.31
600,49,Woman,High school,British Columbia,Finance,1,35.0,55.54
601,47,Woman,Bachelor's degree,Quebec,Construction,0,40.0,42.25
602,55,Woman,High school,British Columbia,Education,0,12.0,41.23
603,53,Man,Bachelor's degree,Quebec,Health care,1,35.0,46.76
604,25,Man,Graduate degree,Ontario,Construction,0,28.0,32.92
605,57,Woman,Bachelor's degree,Ontario,Finance,0,40.0,53.58
606,44,Man,Bachelor's degree,Ontario,Retail,0,40.0,32.53
607,34,Woman,Bachelor's degree,British Columbia,Technology,1,40.0,43.5
608,43,Woman,Graduate degree,Ontario,Technology,0,40.0,72.53
609,64,Nonbinary,College diploma,British Columbia,Public administration,1,35.0,43.89
610,59,Woman,High school,Quebec,Health care,0,35.0,25.69
611,58,Woman,College diploma,British Columbia,Construction,1,37.5,28.05
612,40,Woman,College diploma,British Columbia,Finance,0,40.0,49.12
613,55,Man,High school,Ontario,Technology,0,40.0,39.17
614,37,Man,Bachelor's degree,Ontario,Health care,1,37.5,43.94
615,51,Nonbinary,High school,Alberta,Technology,0,35.0,55.16
616,49,Woman,Graduate degree,Ontario,Construction,0,30.0,40.87
617,30,Woman,High school,British Columbia,Health care,1,17.0,21.39
618,31,Man,High school,Ontario,Finance,0,40.0,52.37
619,21,Woman,High school,British Columbia,Construction,0,40.0,26.63
620,25,Man,High school,British Columbia,Health care,1,37.5,24.25
621,39,Man,High school,British Columbia,Public administration,0,35.0,28.63
622,41,Woman,High school,British Columbia,Technology,0,37.5,38.82
623,26,Man,High school,British Columbia,Finance,0,37.5,25.49
624,38,Woman,High school,Alberta,Manufacturing,0,40.0,38.2
625,47,Woman,College diploma,British Columbia,Public administration,1,40.0,34.75
626,29,Man,College diploma,British Columbia,Hospitality,0,37.5,29.57
627,34,Man,College diploma,Manitoba,Health care,0,40.0,31.12
628,36,Man,College diploma,British Columbia,Health care,1,35.0,27.77
629,42,Man,High school,Ontario,Technology,0,37.5,39.92
630,36,Nonbinary,High school,Quebec,Finance,0,25.0,21.89
631,53,Nonbinary,High school,Alberta,Technology,0,40.0,45.49
632,34,Man,Bachelor's degree,Quebec,Education,1,30.0,36.18
633,39,Woman,Graduate degree,British Columbia,Manufacturing,0,13.0,56.91
634,36,Man,Graduate degree,British Columbia,Health care,1,40.0,31.46
635,27,Nonbinary,College diploma,Ontario,Health care,1,37.5,39.06
636,51,Woman,College diploma,Ontario,Retail,0,40.0,37.3
637,30,Woman,College diploma,Ontario,Health care,0,40.0,42.05
638,32,Woman,Bachelor's degree,British Columbia,Finance,0,40.0,46.26
639,56,Woman,Bachelor's degree,Ontario,Technology,0,35.0,74.52
640,63,Man,Bachelor's degree,Alberta,Technology,0,37.5,42.56
641,50,Woman,Graduate degree,British Columbia,Manufacturing,0,40.0,60.43
642,62,Man,College diploma,British Columbia,Health care,0,37.5,33.41
643,59,Man,Bachelor's degree,Quebec,Retail,0,40.0,25.35
644,41,Man,Bachelor's degree,British Columbia,Manufacturing,0,40.0,32.26
645,55,Woman,College diploma,Ontario,Health care,1,40.0,39.99
646,34,Woman,Graduate degree,Ontario,Construction,0,35.0,39.04
647,40,Man,High school,Ontario,Retail,0,40.0,28.61
648,44,Man,Graduate degree,Ontario,Education,1,37.5,33.12
649,64,Man,Bachelor's degree,Quebec,Health care,1,37.5,28.56
650,58,Man,High school,British Columbia,Manufacturing,0,40.0,47.43
651,41,Woman,Bachelor's degree,British Columbia,Construction,0,37.5,52.99
652,49,Man,High school,Ontario,Health care,0,40.0,28.48
653,28,Woman,Bachelor's degree,Alberta,Health care,0,40.0,35.78
654,56,Woman,Bachelor's degree,British Columbia,Health care,0,40.0,58.11
655,44,Man,Bachelor's degree,British Columbia,Health care,1,20.0,48.44
656,44,Woman,Bachelor's degree,British Columbia,Retail,0,40.0,35.9
657,55,Woman,High school,British Columbia,Finance,0,37.5,56.73
658,48,Woman,High school,British Columbia,Retail,0,40.0,23.91
659,22,Woman,College diploma,Quebec,Health care,1,35.0,27.5
660,32,Man,High school,British Columbia,Hospitality,0,40.0,22.24
661,27,Woman,College diploma,Quebec,Health care,0,37.5,28.49
662,53,Man,High school,Quebec,Construction,1,40.0,33.73
663,20,Man,College diploma,British Columbia,Finance,1,37.5,32.39
664,28,Woman,College diploma,Ontario,Manufacturing,0,37.5,29.84
665,47,Woman,Bachelor's degree,Ontario,Education,1,35.0,34.07
666,51,Man,High school,Ontario,Construction,0,16.0,43.59
667,42,Man,Graduate degree,British Columbia,Retail,1,37.5,32.33
668,59,Man,College diploma,British Columbia,Manufacturing,1,37.5,36.53
669,62,Man,College diploma,British Columbia,Health care,0,18.0,37.09
670,25,Woman,College diploma,Ontario,Health care,0,40.0,31.48
671,63,Woman,College diploma,Quebec,Public administration,1,37.5,26.27
672,47,Man,High school,Ontario,Technology,0,29.0,55.43
673,48,Woman,College diploma,Ontario,Public administration,1,35.0,35.73
674,23,Man,High school,Quebec,Construction,1,40.0,33.69
675,48,Man,College diploma,Ontario,Technology,0,35.0,45.14
676,53,Man,College diploma,British Columbia,Health care,0,40.0,39.39
677,46,Woman,College diploma,Quebec,Education,1,40.0,55.91
678,22,Woman,Bachelor's degree,Alberta,Public administration,1,40.0,31.69
679,43,Woman,High school,British Columbia,Education,1,17.0,43.05
680,62,Woman,Graduate degree,Saskatchewan,Finance,0,40.0,66.48
681,53,Man,Bachelor's degree,Quebec,Technology,0,35.0,65.07
682,25,Woman,Graduate degree,British Columbia,Retail,1,37.5,31.69
683,64,Woman,Bachelor's degree,Saskatchewan,Education,1,25.0,52.28
684,64,Woman,High school,British Columbia,Health care,1,40.0,30.85
685,26,Woman,College diploma,British Columbia,Public administration,0,21.0,25.38
686,56,Man,High school,British Columbia,Technology,0,40.0,40.75
687,38,Woman,Bachelor's degree,Ontario,Retail,0,37.5,33.46
688,46,Nonbinary,College diploma,Quebec,Retail,0,37.5,28.91
689,39,Woman,High school,British Columbia,Retail,1,37.5,30.46
690,55,Man,Graduate degree,British Columbia,Health care,1,24.0,72.56
691,65,Woman,High school,British Columbia,Retail,0,40.0,22.65
692,56,Woman,College diploma,British Columbia,Technology,0,40.0,43.66
693,62,Man,Bachelor's degree,Manitoba,Health care,0,40.0,33.53
694,63,Nonbinary,High school,Ontario,Finance,1,37.5,68.8
695,23,Man,College diploma,Ontario,Construction,0,35.0,30.14
696,30,Woman,Bachelor's degree,Alberta,Health care,0,40.0,41.22
697,52,Woman,High school,Manitoba,Retail,0,35.0,21.26
698,46,Man,College diploma,British Columbia,Finance,0,16.0,47.11
699,21,Woman,High school,British Columbia,Hospitality,0,40.0,20.22
700,23,Man,Bachelor's degree,Quebec,Retail,0,21.0,24.13
701,43,Man,High school,Ontario,Hospitality,0,35.0,32.34
702,47,Man,Graduate degree,Quebec,Technology,0,37.5,113.04
703,26,Man,Graduate degree,Quebec,Retail,0,40.0,25.84
704,27,Man,High school,Ontario,Education,1,35.0,21.0
705,25,Woman,College diploma,Quebec,Technology,0,40.0,30.8
706,45,Woman,College diploma,Alberta,Technology,0,37.5,70.04
707,19,Man,Bachelor's degree,British Columbia,Hospitality,0,37.5,27.59
708,45,Woman,College diploma,British Columbia,Retail,0,37.5,29.25
709,41,Woman,High school,British Columbia,Health care,0,40.0,34.1
710,40,Woman,High school,British Columbia,Hospitality,0,13.0,20.72
711,50,Man,Graduate degree,Alberta,Education,1,40.0,62.2
712,43,Man,College diploma,Ontario,Manufacturing,0,37.5,33.32
713,53,Man,Bachelor's degree,Ontario,Health care,0,35.0,43.68
714,54,Woman,College diploma,Ontario,Retail,0,37.5,35.87
715,62,Woman,Graduate degree,British Columbia,Health care,1,40.0,51.78
716,56,Man,High school,Ontario,Hospitality,0,27.0,25.69
717,43,Woman,High school,Alberta,Education,1,25.0,32.85
718,42,Man,Graduate degree,British Columbia,Retail,0,40.0,47.74
719,30,Man,Graduate degree,British Columbia,Public administration,1,25.0,66.39
720,47,Woman,College diploma,British Columbia,Education,1,30.0,42.01
721,25,Woman,College diploma,British Columbia,Hospitality,0,40.0,25.72
722,62,Woman,College diploma,Ontario,Retail,0,40.0,29.8
723,58,Man,College diploma,Ontario,Construction,0,37.5,34.52
724,24,Man,High school,Ontario,Hospitality,0,40.0,22.29
725,55,Woman,Graduate degree,British Columbia,Hospitality,0,40.0,41.89
726,24,Man,High school,Ontario,Finance,0,37.5,23.27
727,52,Woman,Bachelor's degree,Ontario,Education,0,40.0,40.83
728,23,Woman,High school,British Columbia,Hospitality,0,40.0,18.55
729,41,Man,High school,Ontario,Health care,1,37.5,30.23
730,49,Woman,Bachelor's degree,Saskatchewan,Construction,1,40.0,63.82
731,53,Woman,College diploma,Alberta,Public administration,1,35.0,46.98
732,38,Man,Bachelor's degree,British Columbia,Retail,0,18.0,44.28
733,62,Woman,High school,Saskatchewan,Technology,0,37.5,49.22
734,55,Man,Graduate degree,British Columbia,Technology,0,40.0,71.18
735,28,Woman,Bachelor's degree,British Columbia,Retail,0,37.5,22.92
736,50,Woman,Bachelor's degree,British Columbia,Hospitality,0,15.0,34.03
737,53,Woman,High school,Quebec,Manufacturing,1,16.0,35.06
738,34,Woman,College diploma,British Columbia,Finance,0,37.5,30.73
739,53,Woman,College diploma,Alberta,Health care,1,40.0,35.35
740,61,Woman,College diploma,British Columbia,Education,1,35.0,35.18
741,57,Man,College diploma,Quebec,Technology,0,27.0,56.2
742,54,Woman,High school,Manitoba,Finance,0,37.5,49.28
743,48,Woman,College diploma,Quebec,Health care,0,23.0,34.37
744,31,Woman,High school,British Columbia,Health care,1,12.0,32.89
745,56,Woman,College diploma,British Columbia,Technology,0,35.0,49.3
746,36,Woman,High school,Manitoba,Construction,0,35.0,17.4
747,44,Man,High school,Alberta,Finance,0,35.0,38.15
748,33,Woman,Bachelor's degree,Ontario,Retail,0,30.0,38.81
749,33,Man,College diploma,Quebec,Hospitality,0,19.0,17.4
750,26,Man,College diploma,Alberta,Technology,0,37.5,39.06
751,64,Woman,College diploma,Quebec,Manufacturing,0,37.5,53.45
752,25,Woman,Bachelor's degree,Manitoba,Hospitality,0,40.0,21.18
753,23,Woman,College diploma,British Columbia,Hospitality,0,37.5,20.68
754,62,Man,College diploma,Saskatchewan,Health care,1,25.0,29.71
755,45,Woman,Graduate degree,British Columbia,Finance,0,40.0,91.26
756,39,Man,College diploma,Ontario,Retail,0,37.5,27.99
757,53,Man,Graduate degree,British Columbia,Retail,0,40.0,43.14
758,37,Man,Bachelor's degree,British Columbia,Health care,1,21.0,55.39
759,25,Man,High school,Manitoba,Public administration,0,37.5,32.66
760,53,Nonbinary,College diploma,British Columbia,Construction,1,40.0,33.16
761,27,Woman,Bachelor's degree,British Columbia,Public administration,1,40.0,32.37
762,44,Woman,Graduate degree,Ontario,Finance,0,40.0,70.59
763,63,Woman,College diploma,British Columbia,Construction,0,40.0,34.72
764,62,Man,High school,Alberta,Technology,0,37.5,29.15
765,35,Man,College diploma,British Columbia,Education,0,40.0,32.41
766,55,Man,High school,British Columbia,Health care,0,40.0,26.36
767,47,Woman,Bachelor's degree,British Columbia,Manufacturing,0,35.0,61.85
768,41,Nonbinary,College diploma,Ontario,Technology,0,37.5,49.41
769,25,Man,Bachelor's degree,Quebec,Technology,0,20.0,35.57
770,36,Man,Bachelor's degree,British Columbia,Technology,0,40.0,44.7
771,49,Nonbinary,Bachelor's degree,Quebec,Public administration,1,37.5,31.96
772,65,Woman,Bachelor's degree,Ontario,Health care,0,40.0,35.63
773,19,Woman,Bachelor's degree,Ontario,Technology,0,37.5,47.54
774,52,Man,Bachelor's degree,Ontario,Finance,0,37.5,92.07
775,58,Woman,Bachelor's degree,Ontario,Hospitality,0,35.0,40.33
776,63,Woman,High school,Ontario,Retail,0,40.0,27.78
777,38,Woman,College diploma,Saskatchewan,Manufacturing,1,37.5,31.3
778,24,Woman,High school,Manitoba,Finance,0,26.0,25.78
779,31,Man,Bachelor's degree,British Columbia,Construction,0,37.5,59.93
780,58,Man,Bachelor's degree,British Columbia,Technology,0,28.0,57.16
781,60,Woman,College diploma,Ontario,Retail,1,40.0,49.88
782,48,Woman,High school,British Columbia,Manufacturing,0,37.5,46.6
783,24,Woman,College diploma,British Columbia,Education,0,40.0,18.49
784,24,Man,Bachelor's degree,British Columbia,Retail,0,35.0,22.5
785,41,Man,High school,British Columbia,Finance,0,13.0,35.66
786,46,Man,High school,Ontario,Hospitality,0,40.0,25.67
787,20,Woman,Graduate degree,Ontario,Finance,0,40.0,42.88
788,51,Woman,Bachelor's degree,Alberta,Hospitality,0,23.0,65.86
789,44,Woman,High school,British Columbia,Public administration,0,40.0,29.11
790,19,Man,College diploma,Alberta,Education,1,37.5,25.49
791,23,Woman,Graduate degree,Alberta,Retail,0,40.0,34.28
792,40,Man,Bachelor's degree,Ontario,Retail,0,40.0,33.47
793,52,Man,Bachelor's degree,Manitoba,Retail,0,40.0,37.18
794,57,Woman,College diploma,Saskatchewan,Health care,0,37.5,31.76
795,39,Woman,College diploma,Saskatchewan,Technology,0,40.0,47.63
796,32,Woman,High school,Quebec,Manufacturing,0,40.0,32.41
797,64,Woman,Bachelor's degree,Ontario,Health care,0,37.5,49.01
798,40,Woman,High school,Saskatchewan,Health care,0,18.0,37.95
799,33,Man,High school,Alberta,Health care,0,40.0,41.77
800,39,Woman,Bachelor's degree,British Columbia,Education,0,37.5,49.21
801,19,Woman,Graduate degree,Quebec,Health care,0,40.0,35.29
802,33,Man,Bachelor's degree,British Columbia,Technology,0,35.0,38.61
803,43,Man,College diploma,British Columbia,Public administration,1,40.0,35.08
804,62,Woman,College diploma,Quebec,Manufacturing,0,35.0,36.24
805,53,Man,College diploma,Ontario,Retail,1,40.0,33.1
806,55,Man,College diploma,British Columbia,Retail,0,40.0,28.28
807,44,Man,College diploma,British Columbia,Health care,1,35.0,30.94
808,24,Man,College diploma,British Columbia,Manufacturing,0,40.0,21.09
809,37,Woman,College diploma,Ontario,Public administration,1,40.0,26.13
810,65,Man,Graduate degree,British Columbia,Education,1,37.5,48.1
811,21,Woman,Graduate degree,Quebec,Health care,0,37.5,26.35
812,60,Man,High school,Quebec,Technology,0,40.0,37.49
813,51,Man,College diploma,Manitoba,Construction,1,30.0,36.66
814,32,Woman,High school,Ontario,Technology,0,37.5,28.85
815,55,Woman,College diploma,British Columbia,Retail,0,40.0,34.15
816,58,Man,College diploma,British Columbia,Education,1,37.5,44.71
817,21,Man,High school,Ontario,Public administration,1,35.0,22.96
818,24,Woman,Bachelor's degree,British Columbia,Technology,0,40.0,38.63
819,50,Man,College diploma,British Columbia,Finance,0,35.0,54.2
820,65,Man,Graduate degree,British Columbia,Manufacturing,0,37.5,43.72
821,20,Man,High school,British Columbia,Finance,0,40.0,24.52
822,50,Woman,High school,Alberta,Health care,0,37.5,46.89
823,25,Woman,College diploma,Ontario,Education,0,37.5,33.62
824,49,Man,High school,Ontario,Retail,0,40.0,32.21
825,48,Woman,High school,Ontario,Hospitality,0,40.0,32.41
826,23,Man,Graduate degree,Ontario,Health care,1,40.0,24.63
827,50,Woman,High school,Alberta,Retail,0,40.0,38.18
828,61,Man,High school,Ontario,Technology,0,37.5,50.8
829,59,Woman,College diploma,Saskatchewan,Finance,0,37.5,60.85
830,20,Woman,College diploma,British Columbia,Public administration,1,40.0,30.17
831,30,Man,College diploma,Quebec,Retail,0,35.0,25.38
832,30,Man,College diploma,British Columbia,Public administration,0,37.5,31.91
833,40,Man,Bachelor's degree,British Columbia,Retail,0,40.0,36.3
834,25,Man,High school,British Columbia,Health care,1,40.0,24.83
835,59,Man,College diploma,Alberta,Finance,0,40.0,58.97
