complaint_id,product,issue,state,date_received,narrative
6643080,Student loan,Dealing with your lender or servicer,GA,2023-03-03,I submitted XXXX on XX/XX/XXXX for 3 employers. On XX/XX/XXXX I received a letter saying that 2 of my employers had been certified. I did not receive any information on my 3rd employer ( XXXX XXXX XXXX XXXX. All 3 ECF 's were submitted and received as one PDF so they all should have been reviewed/approved. I called on XX/XX/XXXX and asked about the 3rd ECF. They said that it was reviewed and denied on XX/XX/XXXX which was when account was tied up in consolidation so it caused an issue. She said that she saw no issues with the ECF and would put in for review within XXXX business days. I waited XXXX business days as well as 90 business days from original submission on XX/XX/XXXX and have not received any information on this ECF ( including information when it was denied on XX/XX/XXXX ). This was my longest employer and would have ensured employment verification for PSLF. It appears that MOHELA did this as a delay tactic to delay forgiveness.
6660223,Student loan,Dealing with your lender or servicer,IL,2023-03-07,"Firstmark Services manages the servicing of one of my student loans. I have monthly automatic payments set up which covers the standard monthly principal, interest, and any fees. Over the last several years I have been making extra payments over time in order to pay down the loan faster. Upon discovering that these extra payments have been applied as a "" regular payment '' instead of extra payments towards the principal balance, I called the customer service department and requested that they make a correction and apply the extra payments as payments towards the principal. I was told that I can not do that and that all the extra payments have been appropriately applied ... as a "" regular payment ''. 

Prior complaint 's response from the company failed to include a proper attachment. Please respond directly."
6634994,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,VA,2023-03-01,"My personal information on my credit report is inaccurate, addresses need to be removed -15 U.S. Code 1681 section 602 ( a ) ( 4 ) There is a need to insure that consumer reporting agencies exercise their grave responsibilities with fairness, impartiality, and a respect for the consumers right to privacy.

-15 U.S. Code 1681 section 611 ( a ) ( 1 ) Reinvestigation Required -15 U.S. Code 1681 section 616. Civil liability for willful noncompliance -15 U.S. Code 1681 section 623. Responsibilities of furnishers of information to consumer reporting agencies ( a ) Duty of Furnishers of Information to Provide Accurate Information"
6667741,Debt collection,Communication tactics,TX,2023-03-08,I applied for a job with XXXX XXXX  XXXX  XXXX i was told by the instructor that i failed the training and was dropped from the program later i get constant threatening phone calls threatening to put it on my credit report that i owe XXXX XXXX dollars for sub par truck driving training on trucks that are not legal to drive on road bad brakes bad tires not safe i never signed any of the debt collections documents or liberty career finance complete forgery lies of employment offer free cdl on the job training complete bait and switch scam and they will not stop calling at all hours threatening legal action
6639519,Debt collection,Communication tactics,NJ,2023-03-02,MCM or midland credit management has now called me back to back within 2 seconds of each other 2 days in a row. Both times i answered they asked for myself and the call ended. At this point i am feeling harassed and i believe this is a violation considering both times i answered my phone and they asked for myself. This is also not including the other days that they called me this week. I am going through a hardship currently and this is just adding more and more stress with the back to back calls harassing me which is adding more stress. I attached all calls that i have gotten from Saturday XXXX XXXX XX/XX/XXXXXXXX XXXX
6642456,Student loan,Dealing with your lender or servicer,FL,2023-03-03,""" On XXXX XXXX, 2022, the XXXX signed the Joint Consolidation Loan Separation Act to authorize borrowers to separate joint consolidation loans ( also referred to as spousal consolidation loans ). Once the joint consolidation loan is separated, each spouse would only be responsible for their portion of that previous loan. '' I have 2 loans, one is mine and the other belongs to my ex spouse. In order for me to be able to make fair payments to my loan the loans need to be separated. My ex spouse never made any attempts to pay any portion of his student loan. I asked my servicer AES to please provide updates regarding this signed law. They told me that there was nothing on file showing the spousal consolidation law was approved, let alone my qualification. I am one of the class members and am still waiting for this to show in my records and for AES to properly acknowledge and take proper action regarding this matter. It has been 5 months and there has been no information from the servicer."
6653639,Mortgage,Trouble during payment process,OH,2023-03-06,I have currently tried on multiple occasions to contact mortgage company with no success. I have asked to not be on forebearence as well as to take off mortgage and hazard Insurance as i have provided documents through email and fax through western reserve. I have not been able to contact due to them ending my call when being transferred. I am asking Amerihome mortgage XXXX to take off mortgage insurance and no forbearance on our loan.
6642816,Checking or savings account,Managing an account,VA,2023-03-03,"See attached letter and supporting documents on my attempts to resolve this issue. 

I have already submitted Complaint Number XXXX and it has been closed by CFPB but the issue has not been resolve. I am submitting another complaint against Bank of America now because they told XXXX XXXX that they would reopen the case and provide a response in seven to ten business days from XX/XX/2023 and we have not heard anything ( pass the buck ). 

This is so unfair, frustrating and my next steps will be notifying XXXX XXXX for help and filing a lawsuit."
6633557,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,PA,2023-03-01,"I reviewed my Consumer Reports and noticed that I had a few late payments on an account that I was never late for. Consumer Reporting Agencies have assumed a vital role and have a responsibility by law, to report Consumer information to the best of their ability with Maximum Accuracy. I have never been late on payments for the the following accounts. 

Account Name : XXXX XXXX XXXX Account Number : XXXX Please investigate and provide valid Proof with statements showing that these payments were late. If Valid and substantial proof can't be provided I demand these payments be updated to on time as they should be, as I was NEVER Late. Thanks for your prompt time. 

Signed : XXXX XXXX"
6651304,Mortgage,Trouble during payment process,CA,2023-03-05,"My insurance company sent proof of insurance to Wells Fargo in XXXX, Wells Fargo claimed they never received it and sent threatening letters. I called them, spent hours on the XXXX XXXX and with an agent that was useless. I resent all insurance evidence again through upload, fax and email. The process repeated in XXXX, XXXX and XXXX. Each time Wells Fargo emailed me that they received evidence and all is good, then the threats repeated. They just sent a bill charging me {$1800.00} for new insurance. I cant get through to a human, just robots."
6642934,Checking or savings account,Managing an account,MD,2023-03-03,Hello so I visited PNC bank in XXXX XXXX and was discriminated on and not giving any of my money when I called before coming and the funds were available. I called the customer service number and the women said I dont know they are not giving you your money its available so I called the supervisor over at XXXX XXXX to tell her what the customer service lady said and she got frustrated and hung up on me and refuse to answer any called after that. I went to any branch and was treated kindly and even giving more money than she initially stated. She got caught in a lie and made me feel really bad. Excuse after excuse and I had no gas with my baby in the car. XXXX thank XXXX the other branch helped but it was a bad day. I believe she judge me for being XXXX with such large amount and made up lies to not get me any money
6671437,Student loan,Dealing with your lender or servicer,MN,2023-03-10,"I have been waiting over 6 months for my refund from Mohela. I called them on XX/XX/XXXX to request a refund for payments made during the payment pause, they told me it would take 45-60 days. I called back after 60 days and they told me that they resubmitted my request on XX/XX/XXXX and that it would be another 45-60 days. Ive called back several times and no one can give me an answer why I still havent received my refund. Now, within the past month, my account has increased because its showing that interest has accrued."
6635846,Student loan,Dealing with your lender or servicer,UT,2023-03-01,"US Dept of Ed Borrower Defense Dept. has finally been held accountable for their actions. The judge issued their final decision and the email attached will express that decision. I highlighted the area that they need to pay close attention to. I called Borrower Defense this XXXX in reference to this email sent on XX/XX/XXXX, to remind them they need to make FedLoan Servicing aware that this is now ordered per the court to be removed from my credit. It does not matter that the servicing contract was canceled. They show this on my credit report still and as of XX/XX/XXXX when I ran my credit. It's now time to do their part. Borrower Defense said that they would notate my account. I don't trust them because when I filed my Borrower Defense app in XXXX, they ignored it, sat on it, did nothing and lied to me every time I called. Hence the need for the law suit. Well Sweet vs Cardona was settled in favor of the Plaintiff and it's time to start doing what the judge said! No more stone walling, it's over! Let 's clear the slate!"
6660280,Credit card or prepaid card,Problem with a purchase shown on your statement,PA,2023-03-07,I had 2 credit cards through the same bank. Both cards were charged many time for various amounts of money from some international company that I never authorized. The charges were over {$20000.00} and I am currently in the process of trying to get copies of the statements. The bank that issued the cards erased the statements from my online account. I was going through a health crisis at the time and was not able to dispute the charges. That bank consequently sold the accounts to a collection agency and they directed me to this site to help. I am working on gathering information but seem to be unable to do so now that a year has passed.
6634226,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,IL,2023-03-01,I am putting in a complaint because Transunion XXXX XXXX XXXX has reported My bankruptcy when in fact my bankruptcy court has given me written proof stating they indeed don't report to the credit bureaus.
6654742,Credit card or prepaid card,Problem with a purchase shown on your statement,KS,2023-03-06,"I made a purchase on XXXX for {$100.00} on XX/XX/XXXX. There was a hold for this amount placed on my account with Venmo When the part of the items shipped on XX/XX/XXXX a XXXX for {$88.00} was placed on my card. When I spoke with Venmo customer service on XX/XX/XXXX, they stated there was also a charge for {$21.00} for the additional items I purchased. 

I called XXXX Customer service and spoke with their customer service by email on the same date and they stated both charges were clear on their side. They also stated the pending charges would be cleared on their side by XX/XX/XXXX. When I reached out to Venmo, they stated they wouldn't do anything about the charges for XXXX XXXX. 

I reached out to XXXX today, XX/XX/XXXX, and they stated that the charges for all of the items had cleared on their end. 

I reached out to Venmo to release the held funds for {$88.00} back to my Venmo account. They refused and stated they would have to wait the full 30 days to refund the held funds."
6665298,Credit card or prepaid card,Problem with a purchase shown on your statement,ME,2023-03-08,22 charges from XXXX - XX/XX/XXXX called them in early XXXX and today XX/XX/XXXX. They said it was a known scam and they would take care of it. Got an bill on an account I did not open called them and said their visa nothing they could XXXX me to XXXX
6669728,Credit card or prepaid card,Problem with a purchase shown on your statement,LA,2023-03-09,"I accidentally paid my credit card twice, and I called them to let them know. I was paying the full balance as of XX/XX/XXXX and balance should've been {$0.00}. 
I called them to notify them that I accidentally pressed pay twice and they said I have to call my bank after the charge is made. When I saw it on my bank statement, I checked my credit card and found they credited the extra charge to my account. The problem was, that the {$3100.00} they should've credited, was now, {$2400.00}! I checked my purchases that I made last night, and they added up to about {$270.00}. How could my balance that was credited to my account be {$2400.00}? I tried to check my statements, There aren't any! 
They just show the charges, but I feel that based on my charges and payments, I may have been overcharged since I've owned this card. I don't want to use this credit card anymore. They are dishonest."
6667407,Student loan,Dealing with your lender or servicer,KY,2023-03-08,"I was notified online on XX/XX/XXXX that my XXXX loan payment count was XXXX and my loan balance was now zero. On XX/XX/XXXX that same information was on the Federal student aid website. On XX/XX/XXXX, I received a written confirmation that my loan had been forgiven. On XX/XX/XXXX, I added an online question/complaint to Federal Student Aid concerning the timing of my refund since I was 36 payments past paid in full. The Federal Student Aid website shows my loans were paid in full on XX/XX/XXXX. I continued making payments until XX/XX/XXXX, so I believe that I should have a refund of 30 payments of about {$480.00} each. Six of the payments were zero payments on forbearance. I asked that I receive some confirmation that I would receive a refund and when I could expect that refund to come. I have received no reply from Federal Student Aid and MOHELA says its all in the hands of the Dept of Ed/Treasury/Student Aid . ( who knows ). Its now over 60 days, and Ive still not heard anything. I just want someone to respond and confirm."
6636114,Checking or savings account,Managing an account,NY,2023-03-01,"I opened up this checking account on XX/XX/XXXX, for the bonus promotion. I deposited {$50000.00} 2 weeks later and held the deposit in there for over 60 days ( which was required to get the bonus ). I should have received a {$1000.00} bonus per the terms and conditions of the bonus but I have not received anything yet. Please credit my {$1000.00} bonus as the terms stated.

I contacted Citibank and they said that I did not have a W-9 on file. I submitted it again on XX/XX/XXXX through my Business banker XXXX XXXX. Today is XX/XX/XXXX and I still have not received it. Please credit me the {$1000.00} and please waive the next statement 's checking fee since I have a low balance ( due to the fact that the bonus should have been paid already )."
6652406,Credit card or prepaid card,Problem with a purchase shown on your statement,NY,2023-03-07,"Below are the claims that have been denied. Citibank has disregarded my rights under the credit card agreement. The merchant has not honored these purchases as I can no longer access my account for switch I paid for. 

{$54.00} on XX/XX/2023 {$33.00} on XX/XX/2023 {$33.00} on XX/XX/2023 {$33.00} on XX/XX/2023 {$33.00} on XX/XX/2023 {$65.00} on XX/XX/2023 {$33.00} on XX/XX/2023 2023"
6643329,Checking or savings account,Managing an account,AL,2023-03-03,XXXX XXXX OMB controller currency CFPB mortgage loans originator XXXX I have not received any funds or can open any account dealing with my shares in the company people using false information tampering with investment funds trust account giving me problem about setting up weath management account I'm asking if you don't have shares in the company refusing to open my account so I can management my asset stocks an shares personal funds holding on to no body fille any taxes fraudulent sents 2020 who is handling my funds why haven't my wealth management not being provided trust account irrevocable trust grantee requested XXXX XXXX holding fund 's from me illegally activities operation tampering with my account I'm requesting stocks documents someone claimed owner shipp powers of attorney over asset tired getting turn down were is my funds at open my weath management account stop asking me to pay funds already in my broker 's account brokers account need to be open tired fille lawsuits file report tampering with my funds not filling taxes
6643796,Mortgage,Trouble during payment process,IL,2023-03-03,"I purchased my current condo less than 2 years ago. I paid {$12000.00} extra dollars extra to my down payment which leaves my 30 year fixed mortgage scheduled to be paid off a year in advance. In my mortgage center, the total balance is listed at XXXX. However, through Chase, my remaining balance is XXXX. On top of this, Chase has in my escrow account enough to my pay my entire 2023 property taxes which is over XXXX in escrow ( I pay my mortgage insurance separately ). Chase requires a BPO who valued my house at XXXX over the originally assessed value. Since then, Chase has given 2 separate reasons for not canceling PMI such as the market being inflated and now not applying the balance I paid + the excess escrow to my balance. Ive spent countless hours on the phone with no luck. Ive advised chase i will be retaining legal counsel to which they finally escalated the issue. I am hoping you can help. 

Regards, XXXX"
6639391,Credit card or prepaid card,Problem with a purchase shown on your statement,GA,2023-03-02,"I was charged {$430.00} USD on XX/XX/ by XXXX XXXX company for a tow I did not request. I was a member of the residence and my property was towed at my residence. 
The charge was made on my USAA XXXX XXXX credit card and they rejected my dispute."
6659539,Mortgage,Trouble during payment process,FL,2023-03-07,"As of today, I'm 65 days late with my mortgage payments. I was approved with 17 future payments with the Homeowner Assistance Funds. Since XXXX XXXX is sending the bulks check to the mortgage and they always took couples of days to apply the payments. The purpose of the Homeowner Assistance Fund ( HAF ) is to prevent mortgage delinquencies and defaults, foreclosures. HAF is a federally funded program administered by the State of Florida and the responsibility of timely payment falls on the state and NOT the applicant. Theyve reported my acct as being delinquent for XXXX and XXXX to the credit bureau. The representative stated the accounting dept is behind. My account is coded as a code 3 which means I applied for the HAF program and was approved so no late fees will be applied. I also received a letter with the steps for foreclosure. I'm missing payments for XXXX, XXXX and now XXXX I contact HAF and they told me that they are sending the checks every month. My mortgage told me that they open an investigation since XXXX and Im being calling every day and nothing yet."
6636005,Checking or savings account,Managing an account,PA,2023-03-01,On Thursday XX/XX/XXXX. My debit card was stolen I disputed this with the bank immediately and today XXXX first they tell me they conducted a thorough investigation and will not credit me my money back. The name of this bank is called Albert ( With XXXXXXXX XXXX ) They wont give me a number to contact them directly and its either through phone or email.
6634162,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,GA,2023-03-01,Navy Federal opened a credit card for someone under my name and refuses to remove it!! It has an address that I NEVER lived at. XXXX XXXX XXXXXXXX XXXX XXXX XXXX. I did not open this account and demanded a signed copy of me authorizing this credit card. The bureau reported it as opened in XXXX now it says opened in XXXX. This is not my card and I never authorized it!!
6634428,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,MS,2023-03-01,"XXXX reported my account as delinquent. I do not have to pay because my loans are deferred every year through XXXX which is a scholarship that pays for my loans as long as I teach for the year. I called the company and they verified my loan is in good standing and has been fixed, but this has not been fixed on my credit report."
6633642,Checking or savings account,Managing an account,FL,2023-03-01,"I had made complaints about fraud when I was sick with XXXX 2 times last year. 

They gave ne provisional credits and yet reversed them. I continued to give them proof and they have fought me stating they either never got the proof or that it didn't matter since my card was being used. There was no way I could use my card when I was in the hospital. 

I called over and over and was transferred but never got any results. Now they're stating that I committed fraud by moving my money I did have over to a new bank account. 

I never committed fraud. It was committed against myself and now I am in this on going battle to have them balance out my account to XXXX so I can close on good terms and keep my current bank."
6709779,Student loan,Dealing with your lender or servicer,OH,2023-03-17,"Per requirements for PSLF program, I used the federal self help tool prior to XX/XX/2022. I have worked over combined 41 months for XXXX agencies, most of those months included payments to two separate loan providers, one payment each, until consolidating with MOHELA in fall 2022. MOHELA has finally processed my PSLF application and has listed only 1 of 119 qualifying payments. This is impossible. I have a credit score of XXXX. I would love some advocacy if possible."
6635376,Student loan,Dealing with your lender or servicer,WA,2023-03-01,"The complaint is against Mohela, the federal student loan servicer. 

I have made 120 qualifying payments to qualify for public service loan forgiveness. 115 of these payments have been previously certified. I submitted my paperwork for forgiveness on XX/XX/2023. They estimate a 90-180 business days for processing time, which is about 7-8 months. They freely admit it takes only a couple days for the agents to process the paperwork, but they dont have enough agents to process the paperwork. The wait time to have my paperwork assigned to an agent is 90 business days, and then it could take them another 60-90 business days to get approval from the department of education. These delays are unacceptable for straightforward paperwork processing. Whats more, due to student loan forgiveness requirements, I have to be at my qualifying employer at the time the loans are discharged, which means that I am not free to change jobs at any point during this long wait time, lest I risk not qualifying."
6634906,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,CT,2023-03-01,"I reached out to Hire Right to advise them that the information they have is inaccurate and incorrect. They stated that the information they have and received was from the credit bureaus. I reached out to all 3 credit bureaus, and none of my information matches the information that Hire Right have. I've stated and verify to Hire Right that this information is inaccurate and they must delete it immediately and I also stated to them they are in violation of my rights under the FCRA. They have ignore and denied my request and continue to report false reporting on my report and even after I verify the information is inaccurate. They are falsifying documents stating that they can not reach me, but then their mailing me out letters. I have mailed letter to Hire Right requesting a reinvestigation and to resolve my issue, Hire Right have declined my request. Due to this inaccurate information on my report I have been declined equal opportunity to housing, loans and employment."
6633138,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,FL,2023-03-02,"Personal medical laon for a XXXX XXXX was taken out in my name XX/XX/22 without my knowledge. Online contarct with lender was fraudulent signed using my name. Documents that was submitted with my information I was mislead into providing under false pretenses. One payment on the loan was made in XX/XX/22 using billing information that did not belong to me. I never received one billing statement from XXXX XXXX XXXX who provided the loan. Did not become aware of loan until it was XXXX flaged my credit due to late payments. On file with XXXX XXXX credit that had phone numbers, email addresses and mailing addresse that did not belong to me as well as place of employment Proving that the was a fraudulent. As of today I have put a fraud alert on my credit, have called both XXXX and XXXX XXXX XXXX several time file a dispute with XXXX anf Trans Union and in the process of filling a police report once the lenders provide me with all of the necessary documents. Thanks for listening and providing me with some kind of assistance with this unfortunate matter."
6677003,Student loan,Dealing with your lender or servicer,CA,2023-03-10,"Went to XXXX XXXX in XXXX XXXX  in XXXX and School was closed for preditory lending. I was sold on classes that were not pretaining to my corse of study also forced to take the loan knowing full well there was no way I could pay them back. 

A personal loan was taken out with XXXX XXXX, after XXXX was forced to close Navient took over the debt from XXXX XXXX and now requesting payment. 

Since attending I was in a XXXX  XXXX and was never notified of the submittal to settle as my attorney handled all debt, During that time Navient was not allowed to contact me of the debt, Now that the XXXX  XXXX is clear Navient is trying to collect. 

This dept should fall under the pending law suit settlement announced on XX/XX/XXXX by CFPB that Navient settled XXXX in debt cancellation."
6635329,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,FL,2023-03-01,Wanted to get a loan for about up to XXXX they told me Ill get approved but I was denied.False advertisement then I went to the bank and filed a complaint.I was told its nothing we can do!!! you was denied cause account was open long enough
6665979,Credit card or prepaid card,Problem with a purchase shown on your statement,OH,2023-03-08,"Fortiva Credit Card Company 3 fraudulent charges were charged to my credit card. I called over 60 days ago and reported this. The first person I reported to cancelled the credit card and sent a new one and was going to report the fraud and have it resolved in 30 days. I was told a supervisor would call me, never happened. I heard nothing from them so I called again and got the same run around. 
A supervisor would call and get this taken care of, never happened. Now over 60 days later I called again and they spew the same lies, we will look into this and get back to you in 30 to 90 days. A supervisor will call you. They continue to charge interest on these fraudulent charges, they never let you speak to the fraud department and they do absolutely nothing to resolve this matter. I am contacting the Attorney Generals office and reporting them as a fraudulent credit card company. I have turned the card off and refuse to pay anything more until this is removed from my account. Also they try to charge you for fraud protection."
6672659,Debt collection,Communication tactics,TX,2023-03-09,I've been getting phone calls at all hours of the day from different numbers that don't even leave voicemails. They left one once and since I didn't answer they've started calling from different numbers at least 3 times a day or more.
6654493,Credit card or prepaid card,Problem with a purchase shown on your statement,WA,2023-03-06,"NEVER USE PAYPAL!

We purchased an electric lawnmower for {$2200.00} using PayPal. This turned out to be a fraud. We never received anything! We filed a dispute in XXXX of XXXX with PayPal. Paypal agreed it was fraud and reimbursed us. Then they billed us for the no show lawnmower again and our auto pay from our XXXX XXXX  automatically paid PayPal for the incorrect charge. We have been filing disputes and getting refunded and re- billed ever since. We have spent hours and hours trying to resolve this. We have all the documentation to prove we do not owe PayPal anything, in fact, they owe us for interest they charged and {$50.00} they neglected to reimburse us. Now Paypal has charged us twice for this and our account reads that WE owe THEM {$4500.00}!!! We are a retired couple on XXXX income. My husband is XXXX with XXXX. This grievous abuse is causing us so much stress. PLEASE PLEASE HELP US!"
6631892,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,NY,2023-03-01,On XXXX 2023 I noticed I had a negative mark on my credit report undisputed these charges which are XXXX which are not mine Ive never lived at that address on file & its not connected to my credit report at any of the XXXX bureaus its the agency is still reporting a balance I spoke with TransUnion on XX/XX/2023 I was told that the account was verified I asked them how was the account verified I was told by my social security number and name I never done business with this company which is version I have never signed any contract with them I didnt even live in the state of XXXX XXXX when these charges came about the negative marks are hurting my report in this time of me trying to purchase a home I need this negative item removed so I can buy my home without paying high interest rates thank you
6639763,Checking or savings account,Managing an account,TX,2023-03-02,I went to XXXX  XX/XX/XXXX and I got out XX/XX/XXXX I wrote chime while I was there and told them to lock my account because someone had robbed my house and stole everything bank cards and all they never did and they let someone take all my money and change the address on my card I get XXXX so the social security office is making me pay the money mack that was stolen because it was over payments I have sent chime a police report all of my state of XXXX  paperwork that shows that I was XXXX XXXX and they still will not pay me back can you please help
6653641,Mortgage,Trouble during payment process,CA,2023-03-06,"Due to an error in automatic payments my mortgage was delinquent for 3 months. Mail to the address was not being delivered because it was being remodeled and the USPS erroneously held my mail without my request to do so. Once my mail was being deivered again I noted the error and made a bulk payment to pay my missed payments. Now that it is on autopay, everything seems to be working. HOWEVER- the mortgage company holds over XXXX in escrow and despite NUMEROUS attempts, they will not mail me a check. Making matters worse, they somehow applied a portion of my escrow balance to my mortgage in the middle of the month without my consent. Now the city is placing a lien on my property and I am unable to speak to a manager at AmeriHome because their representatives are either poorly trained and will not transfer me or they are inept and can not access information on their own system. I feel like they are holding me hostage."
6641567,Mortgage,Trouble during payment process,TN,2023-03-02,"My mortgage amount for XXXX XXXX XXXX place is {$2700.00} with THE MONEY SOURCE. 
In the month of XX/XX/XXXX however, XXXX charged me {$3100.00}. I have no lapse in insurance coverages or anything so I contacted them requesting an explanation and a refund. I got neither. 

I did realize sometimes in XXXX of XXXX, XXXX conieved with my XXXX agent to put XXXX  Insurance on my property. I immediately opted for a more reputable insurance company- XXXX XXXX XXXX. The XXXX XXXX agent and myself emailed and called in my new policy several times but XXXX pretended not to receive our barage of calls and emails. 

Then in XXXX, instead of acknowledging my new insurance information they decided to overcharge me without explanation. 

I contacted XXXX  requesting explanation for the overcharge and refund. Uptill today, I neither received an explanation nor a refund from XXXX."
6640055,Debt collection,Communication tactics,OH,2023-03-02,"For approximately one year now I have been receiving several calls/voicemails daily from Kia Finance XXXX The man leaving the voicemails says his name is XXXX with Kia Finance and would like me to return his call. He insisted the message was for XXXX XXXX ( I am not XXXX XXXX. After several unsuccessful attempts at reaching XXXX, I was finally able to get through to who I assumed was a representative and asked to have my number removed from the call list as I am not XXXX XXXX. I stopped receiving calls for about two weeks when I received yet another call from XXXX today ( XX/XX/XXXX ) who now believes I am XXXX. 

The number XXXX calls from is XXXX and the number he leaves for me to call him back at is XXXX. Im getting very fed up with receiving these calls/voicemails. Im not certain if it is a scam or if it is a legitimate Kia Finance representative looking for a customer. I would greatly appreciate the help."
6664812,Debt collection,Communication tactics,FL,2023-03-08,LVNV Funding LLC this debt collector isn't registered or licensed in the state of Florida as a debt collector or collection agency. therefore they need to cease and desist all collection efforts and remove all negative items from all 3 credit bureau 's.
6659905,Debt collection,Communication tactics,TN,2023-03-07,"Employees, at the XXXX TN location repeatedly use very aggressive and threating tactics to collect a debt by threating customers with with the repossession of there vehicle, not working with them and be little them in front of other customers and employees."
6647825,Mortgage,Trouble during payment process,NY,2023-03-04,i had XXXX XXXX for XXXX XXXX XXXX sold to M & T and raise my payment {$300.00}. ask how is this they said wholesale showed that payment was to be raised. they ask did my property taxes go up it didnt. they ask if escorow go up it didn't. i ask for paperwork showing proof where increase was. it actually showed that payment was XXXX XXXX dollars less. now i ask how is this posible oh we're looking into it. what kind of response is that.
6632431,Mortgage,Trouble during payment process,TX,2023-03-02,"Chase has misapplied the majority of my mortgage payments to my principal and interest. 
Many large payments sat in suspense accounts while my higher loan balance could accrue more interest for Chase. 
I made a {$31000.00} payment on XX/XX/XXXX. Chase held the payment til XX/XX/XXXX before they applied the payment to principal and interest. My principal did not get paid down so I accrued more interest. The same thing happened with my {$200000.00} payment Then Chase reported me not making my XXXX mortgage payment to the credit bureaus and sent me to collections."
6705962,Student loan,Dealing with your lender or servicer,FL,2023-03-17,On XX/XX/XXXX of this year I got a letter after we finally won a lawsuit due to Universities scamming students to get them to join their very expensive programs. The lawsuit is to clear the loans that the schools used and refund any money paid towards those loans through borrower defense. My servicer received the order to discharge this month on the 3rd. I have friends who were also a part of the lawsuit who were given clear timelines while mine have been confusing or misleading like theyre stalling. Friends of mine with different servicers who applied to the borrower defense almost a year after I did have already gotten their discharge or a more clear timeline while I keep getting really convoluted or strange answers from my servicer.
6684901,Student loan,Dealing with your lender or servicer,SC,2023-03-12,"I was doing the Public Loan Service Forgiveness Program and it should have been completed in XXXX with my 10 yrs/120 payments and despite the amount of forms ceritfing my employment from the school district I am currently employed. My account is showing that I have met 112 of the 120 required payments for forgiveness as of XXXX. This is incorrect. I would have met my 120 payments back in XXXX. They have given me credit for the school districts I worked for up until XX/XX/XXXX. I am still employed at the same district ( XXXX XXXX XXXX XXXX ) and on the form that HR filled out the put down my hire date XX/XX/XXXX and for the section under "" end date '' was left blank because I am still employed there. I have done part, yet everytime I submit something it takes another 90 days to hear something that is always inevitebly incorrect."
6633580,Checking or savings account,Managing an account,TX,2023-03-01,"On XXXX, XXXX. Someone uses a fake ID at TD Bank, Opens a new checking account in my name, and gets access to my TD bank checking account ( ending XXXX ), Transfer all my money I believe was {$2300.00}, to the newly opened account ( ending XXXX ). the newly opened account was overwritten my account. he/she changed my online banking password, address, and phone number. withdrawal of money in two transactions {$1000.00} and {$1100.00} on the same day. ( XXXX )"
6632602,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,SC,2023-03-02,"EQUIFAX CONTINUES TO REPORT THE WRONG DATE OF BIRTH ON MY CONSUMER REPORT ALONGSIDE OTHER INACCURATE INFORMATION THAT DOES NOT BELONG AND IMPAIRS THE ACCURACY OF MY CONSUMER REPORT I HAVE PROVIDED NUMEROUS OF TIMES MY NATIONAL ID, STATE ID, DRIVER LICENSE AND OTHER INFORMATION NECCESARY TO CORRECT THIS ERROR. EQUIFAX REPORTS THE YEAR XXXX WHEN IN FACT I WAS BORN IN XXXX I HAVE BEEN TRYING TO CORRECT THIS ERROR FOR 2 YEARS NOW YET THEY STILL DISREGARD THE FACT TO DO THE RIGHT THING. THIS INACCURACY HAS CAUSED ME TO MISS OUT ON MULTIPLE LOAN OPPORTUNTIES AND EXTENSIONS OF MY PERSONAL LINE OF CREDIT."
6677229,Debt collection,Communication tactics,FL,2023-03-10,"After saving and planning, I contacted this company to settle my debt but instead the egregious employee condemned me and basically said I don't deserve to settle because I spent the money I owed. When I explained to him that I was young and not knowledgeable when I signed up for the XXXX credit card and that I actually only spent 25 % of what I owed and would like to settle for that amount, he refused. Instead of coming to an agreement he argued and tried to intimidate me. He also said they would not take the collection off of my report even if I paid the whole amount and asked for a pay to delete letter. He was totally rude and unhelpful. He cut me off every time I tried to explain my situation and was very pushy and continued to call and harass me and threatened to report to other agencies even after I offered to settle!"
6639759,Checking or savings account,Managing an account,LA,2023-03-02,"In accordance with United States Codes and Federally protected consumer rights these violations are noted and probably more, 1026.13 Billing error resolution. Violation? I don't know forsure 18 U.S.C S.s.1029 Violation 18 U.S.C c.47 Violation 18 U.S.C S.s. 1030 Violation 18 U.S.C 1644 Violation 47 U.S.C 325 Violation 15 U.S.C 1635 CHIME Bank ICBC XXXX XXXX # XXXX Reused to return my funds of XXXX $ from an unauthorized transaction that occurred XXXX or XXXX I'm still trying receive my money Back from this deceptive fraudulent corporation my I did everything they asked to get it return each time I was to receive my credit or any similar an issue occurs whereas the time frame has just reach its limitations the same the funds where to Be deposited instead denied deceptively."
