comment_id,n_raters,n_toxic_votes,share_toxic
detox_139642470,10,0,0.0
detox_139647007,10,0,0.0
detox_139650950,10,0,0.0
detox_139653379,10,0,0.0
detox_139661384,10,0,0.0
detox_139672397,10,0,0.0
detox_139675167,10,2,0.2
detox_139676383,10,1,0.1
detox_139682452,10,0,0.0
detox_139685276,10,0,0.0
detox_139687013,10,0,0.0
detox_139689011,10,0,0.0
detox_139694165,10,3,0.3
detox_139697904,10,0,0.0
detox_139699495,10,0,0.0
detox_139706175,10,0,0.0
detox_139706427,10,1,0.1
detox_139707298,10,0,0.0
detox_139710410,10,0,0.0
detox_139715047,10,0,0.0
detox_139716935,10,0,0.0
detox_139719464,10,0,0.0
detox_139737706,10,1,0.1
detox_139741446,10,1,0.1
detox_139741975,10,1,0.1
detox_139748546,9,0,0.0
detox_139749181,10,0,0.0
detox_139769434,10,0,0.0
detox_139770543,10,0,0.0
detox_139772142,10,0,0.0
detox_139776930,10,7,0.7
detox_139781022,10,0,0.0
detox_139784568,10,2,0.2
detox_139802592,10,1,0.1
detox_139805772,10,0,0.0
detox_139813162,10,0,0.0
detox_139816294,10,1,0.1
detox_139818243,10,9,0.9
detox_139823924,10,5,0.5
detox_139836070,10,0,0.0
detox_139849343,10,1,0.1
detox_139858349,10,2,0.2
detox_139860424,10,2,0.2
detox_139861401,10,0,0.0
detox_139870750,10,0,0.0
detox_139880050,9,1,0.1111111111111111
detox_139892783,10,2,0.2
detox_139893514,10,1,0.1
detox_139896272,10,0,0.0
detox_139897234,10,0,0.0
detox_139899246,10,0,0.0
detox_139900416,10,3,0.3
detox_139916541,10,0,0.0
detox_139922068,10,1,0.1
detox_139923081,10,0,0.0
detox_139937230,10,0,0.0
detox_139939971,10,0,0.0
detox_139942084,10,0,0.0
detox_139945004,10,0,0.0
detox_139969034,10,0,0.0
detox_139974024,10,1,0.1
detox_139975899,10,0,0.0
detox_139995892,10,0,0.0
detox_140001741,10,0,0.0
detox_140025470,10,0,0.0
detox_140026292,10,5,0.5
detox_140031129,10,0,0.0
detox_140038124,11,0,0.0
detox_140041130,10,8,0.8
detox_140041622,10,1,0.1
detox_140044866,10,0,0.0
detox_140050379,10,0,0.0
detox_140052110,10,0,0.0
detox_140052325,10,0,0.0
detox_140061237,10,0,0.0
detox_140094099,10,0,0.0
detox_140095747,10,0,0.0
detox_140099711,10,0,0.0
detox_140103441,10,0,0.0
detox_140124206,10,4,0.4
detox_140127167,10,0,0.0
detox_140131860,10,0,0.0
detox_140133241,10,0,0.0
detox_140140127,10,0,0.0
detox_140142247,10,0,0.0
detox_140146510,10,0,0.0
detox_140158822,10,0,0.0
detox_140164132,10,0,0.0
detox_140169866,10,0,0.0
detox_140172526,10,0,0.0
detox_140195973,10,1,0.1
detox_140209639,10,0,0.0
detox_140212892,10,0,0.0
detox_140213330,10,0,0.0
detox_140216300,10,1,0.1
detox_140216780,10,0,0.0
detox_140221602,10,1,0.1
detox_140232388,9,0,0.0
detox_140233502,10,0,0.0
detox_140239465,10,0,0.0
detox_140247604,10,0,0.0
detox_140250020,10,1,0.1
detox_140251686,10,0,0.0
detox_140253564,11,0,0.0
detox_140258491,10,1,0.1
detox_140272152,10,0,0.0
detox_140272980,10,0,0.0
detox_140287305,10,0,0.0
detox_140297775,10,0,0.0
detox_140298711,10,1,0.1
detox_140301990,10,0,0.0
detox_140319476,10,0,0.0
detox_140324696,10,0,0.0
detox_140335530,10,0,0.0
detox_140348362,10,0,0.0
detox_140362408,10,1,0.1
detox_140366022,10,1,0.1
detox_140368736,10,0,0.0
detox_140376037,10,0,0.0
detox_140379328,10,0,0.0
detox_140387753,10,3,0.3
detox_140389965,10,4,0.4
detox_140392466,10,6,0.6
detox_140398258,10,0,0.0
detox_140402663,10,10,1.0
detox_140405619,10,1,0.1
detox_140408201,10,0,0.0
detox_140415517,10,1,0.1
detox_140416144,10,0,0.0
detox_140422805,10,1,0.1
detox_140429592,10,0,0.0
detox_140437277,10,0,0.0
detox_140445580,10,2,0.2
detox_140449625,10,0,0.0
detox_140454283,10,2,0.2
detox_140458903,10,0,0.0
detox_140464805,10,0,0.0
detox_140472646,10,3,0.3
detox_140474837,10,2,0.2
detox_140478249,10,0,0.0
detox_140485344,10,0,0.0
detox_140488312,10,1,0.1
detox_140511099,10,0,0.0
detox_140511150,10,0,0.0
detox_140511270,10,0,0.0
detox_140517248,10,3,0.3
detox_140518140,10,1,0.1
detox_140526091,10,0,0.0
detox_140530661,10,2,0.2
detox_140532168,10,0,0.0
detox_140533926,10,1,0.1
detox_140545033,10,2,0.2
detox_140548617,10,0,0.0
detox_140549346,10,6,0.6
detox_140553746,12,1,0.08333333333333333
detox_140566262,10,0,0.0
detox_140597887,10,3,0.3
detox_140604152,10,1,0.1
detox_140616988,10,0,0.0
detox_140618350,10,0,0.0
detox_140621037,10,0,0.0
detox_140630001,10,0,0.0
detox_140640160,10,0,0.0
detox_140645013,10,5,0.5
detox_140652646,10,2,0.2
detox_140653274,10,0,0.0
detox_140655288,10,0,0.0
detox_140666848,10,0,0.0
detox_140667757,10,0,0.0
detox_140671687,10,0,0.0
detox_140678084,10,0,0.0
detox_140678472,10,0,0.0
detox_140680227,10,0,0.0
detox_140682872,10,1,0.1
detox_140686629,10,1,0.1
detox_140698444,10,0,0.0
detox_140702604,10,0,0.0
detox_140708971,10,0,0.0
detox_140728918,10,0,0.0
detox_140738847,10,4,0.4
detox_140742115,10,0,0.0
detox_140748118,10,1,0.1
detox_140748510,10,2,0.2
detox_140755765,10,0,0.0
detox_140757255,10,0,0.0
detox_140758955,10,0,0.0
detox_140760213,10,1,0.1
detox_140771323,10,0,0.0
detox_140783176,10,0,0.0
detox_140791869,10,0,0.0
detox_140795886,10,0,0.0
detox_140799180,10,2,0.2
detox_140806305,10,3,0.3
detox_140808069,10,3,0.3
detox_140808289,10,1,0.1
detox_140815224,10,1,0.1
detox_140827291,10,0,0.0
detox_140830521,10,0,0.0
detox_140836401,10,1,0.1
detox_140838239,10,1,0.1
detox_140843320,10,0,0.0
detox_140848444,10,1,0.1
detox_140860202,10,1,0.1
detox_140860213,10,0,0.0
detox_140862529,10,0,0.0
detox_140868679,10,2,0.2
detox_140868735,10,1,0.1
detox_140878958,10,0,0.0
detox_140887015,10,0,0.0
detox_140894922,10,1,0.1
detox_140901192,10,3,0.3
detox_140918206,10,2,0.2
detox_140932036,10,0,0.0
detox_140936839,10,1,0.1
detox_140950973,10,2,0.2
detox_140955356,10,0,0.0
detox_140956291,10,2,0.2
detox_140956817,10,2,0.2
detox_140968484,10,1,0.1
detox_140974994,9,0,0.0
detox_140978864,10,0,0.0
detox_140986950,10,0,0.0
detox_140987621,10,0,0.0
detox_140992011,10,0,0.0
detox_140994216,10,0,0.0
detox_141006454,10,0,0.0
detox_141009935,10,0,0.0
detox_141013374,10,0,0.0
detox_141016921,10,0,0.0
detox_141020375,12,0,0.0
detox_141031058,10,0,0.0
detox_141037417,10,0,0.0
detox_141040644,10,1,0.1
detox_141046285,10,1,0.1
detox_141053790,10,0,0.0
detox_141059035,10,1,0.1
detox_141061192,10,0,0.0
detox_141063537,10,1,0.1
detox_141083782,10,0,0.0
detox_141091784,10,0,0.0
detox_141099254,10,0,0.0
detox_141101167,10,0,0.0
detox_141113265,10,0,0.0
detox_141125273,10,1,0.1
detox_141129650,10,0,0.0
detox_141140935,10,0,0.0
detox_141155067,10,0,0.0
detox_141155114,10,1,0.1
detox_141164436,10,0,0.0
detox_141165695,10,1,0.1
detox_141166970,10,0,0.0
detox_141168775,10,0,0.0
detox_141193939,10,0,0.0
detox_141197970,11,0,0.0
detox_141200951,10,0,0.0
detox_141204349,10,0,0.0
detox_141204498,10,0,0.0
detox_141214473,10,0,0.0
detox_141221537,10,1,0.1
detox_141231801,10,0,0.0
detox_141234659,10,0,0.0
detox_141238881,10,0,0.0
detox_141241279,10,0,0.0
detox_141254946,10,0,0.0
detox_141260559,10,0,0.0
detox_141269334,10,1,0.1
detox_141272308,10,1,0.1
detox_141273797,10,0,0.0
detox_141284133,10,5,0.5
detox_141295926,10,0,0.0
detox_141296880,10,0,0.0
detox_141321569,10,1,0.1
detox_141327810,10,0,0.0
detox_141331551,10,0,0.0
detox_141345642,10,0,0.0
detox_141354026,10,0,0.0
detox_141375682,10,1,0.1
detox_141384240,10,0,0.0
detox_141384916,10,1,0.1
detox_141391392,10,0,0.0
detox_141397896,10,2,0.2
detox_141400560,10,1,0.1
detox_141401671,10,0,0.0
detox_141404737,10,0,0.0
detox_141424490,10,0,0.0
detox_141426255,10,1,0.1
detox_141427397,10,1,0.1
detox_141432096,10,0,0.0
detox_141432850,10,0,0.0
detox_141438449,10,0,0.0
detox_141450513,10,0,0.0
detox_141452610,10,0,0.0
detox_141457560,10,0,0.0
detox_141484987,10,2,0.2
detox_141488192,10,0,0.0
detox_141494375,10,0,0.0
detox_141501915,10,0,0.0
detox_141504210,10,0,0.0
detox_141509149,10,0,0.0
detox_141512555,10,0,0.0
detox_141518532,10,1,0.1
detox_141524126,10,0,0.0
detox_141524794,10,0,0.0
detox_141526800,10,0,0.0
detox_141538863,10,0,0.0
detox_141545432,10,0,0.0
detox_141554101,10,0,0.0
detox_141559244,10,0,0.0
detox_141564974,11,0,0.0
detox_141564976,10,0,0.0
detox_141568133,10,0,0.0
detox_141584317,10,0,0.0
detox_141598178,10,0,0.0
detox_141606496,10,1,0.1
detox_141615076,10,2,0.2
detox_141628327,10,0,0.0
detox_141629448,10,0,0.0
detox_141638774,10,0,0.0
detox_141639675,10,0,0.0
detox_141652940,10,0,0.0
detox_141656842,10,0,0.0
detox_141670717,10,1,0.1
detox_141690563,10,0,0.0
detox_141690879,10,0,0.0
detox_141692101,10,0,0.0
detox_141693797,10,3,0.3
detox_141716400,10,0,0.0
detox_141719850,10,0,0.0
detox_141720203,10,0,0.0
detox_141734056,10,0,0.0
detox_141735112,10,0,0.0
detox_141738745,10,1,0.1
detox_141746769,10,0,0.0
detox_141749947,10,0,0.0
detox_141779440,10,1,0.1
detox_141785528,11,0,0.0
detox_141794238,10,1,0.1
detox_141797001,10,0,0.0
detox_141797249,10,0,0.0
detox_141807598,9,0,0.0
detox_141814318,10,0,0.0
detox_141815091,10,1,0.1
detox_141815120,10,0,0.0
detox_141816066,10,0,0.0
detox_141820942,10,1,0.1
detox_141843463,10,0,0.0
detox_141849452,10,0,0.0
detox_141849785,11,0,0.0
detox_141863039,10,0,0.0
detox_141864021,10,0,0.0
detox_141866133,10,0,0.0
detox_141866592,10,0,0.0
detox_141871594,10,0,0.0
detox_141878049,10,0,0.0
detox_141880999,10,1,0.1
detox_141882769,10,1,0.1
detox_141889004,10,0,0.0
detox_141916208,10,0,0.0
detox_141916311,10,0,0.0
detox_141923996,10,0,0.0
detox_141934266,10,0,0.0
detox_141945532,10,0,0.0
detox_141955664,10,0,0.0
detox_141964253,10,0,0.0
detox_141967712,10,0,0.0
detox_141974392,10,0,0.0
detox_141975555,10,0,0.0
detox_141978520,10,0,0.0
detox_141996098,10,0,0.0
detox_141998292,10,0,0.0
detox_141999263,10,0,0.0
detox_142009962,8,0,0.0
detox_142010866,10,0,0.0
detox_142020946,10,1,0.1
detox_142022566,10,0,0.0
detox_142033558,10,0,0.0
detox_142042175,10,0,0.0
detox_142048284,10,0,0.0
detox_142059264,10,2,0.2
detox_142064198,10,0,0.0
detox_142067415,10,0,0.0
detox_142073056,10,3,0.3
detox_142077462,10,0,0.0
detox_142082251,10,0,0.0
detox_142082672,10,0,0.0
detox_142084836,10,0,0.0
detox_142085888,10,1,0.1
detox_142095551,10,0,0.0
detox_142096993,10,0,0.0
detox_142102190,10,0,0.0
detox_142116772,10,1,0.1
detox_142136544,10,0,0.0
detox_142143744,10,0,0.0
detox_142148171,10,0,0.0
detox_142166910,10,0,0.0
detox_142178380,10,2,0.2
detox_142185232,10,2,0.2
detox_142217212,10,0,0.0
detox_142222108,10,0,0.0
detox_142222779,10,0,0.0
detox_142226864,10,0,0.0
detox_142227774,10,0,0.0
detox_142236579,10,2,0.2
detox_142238650,10,0,0.0
detox_142251687,10,0,0.0
detox_142258106,10,0,0.0
detox_142260801,10,0,0.0
detox_142264946,10,0,0.0
detox_142265838,10,0,0.0
detox_142270801,10,0,0.0
detox_142271817,10,0,0.0
detox_142272248,10,0,0.0
detox_142286576,10,0,0.0
detox_142303853,10,8,0.8
detox_142325612,10,0,0.0
detox_142330654,10,0,0.0
detox_142346341,10,0,0.0
detox_142358198,10,0,0.0
detox_142367994,10,0,0.0
detox_142372770,10,0,0.0
detox_142385272,10,2,0.2
detox_142385283,10,0,0.0
detox_142408357,9,2,0.2222222222222222
detox_142408580,10,0,0.0
detox_142415782,10,1,0.1
detox_142419371,10,0,0.0
detox_142431449,10,0,0.0
detox_142454960,10,1,0.1
detox_142466881,10,6,0.6
detox_142472859,10,3,0.3
detox_142474335,10,0,0.0
detox_142476622,10,0,0.0
detox_142477466,10,0,0.0
detox_142487056,10,0,0.0
detox_142491432,10,0,0.0
detox_142491435,10,2,0.2
detox_142495662,10,0,0.0
detox_142507432,10,0,0.0
detox_142512237,10,0,0.0
detox_142515413,10,0,0.0
detox_142541728,10,0,0.0
detox_142541824,10,2,0.2
detox_142541894,10,0,0.0
detox_142544214,10,0,0.0
detox_142546332,10,0,0.0
detox_142546690,10,0,0.0
detox_142552986,10,0,0.0
detox_142553557,10,0,0.0
detox_142560379,10,0,0.0
detox_142566531,10,1,0.1
detox_142583662,10,1,0.1
detox_142586106,10,1,0.1
detox_142592110,10,0,0.0
detox_142601144,10,0,0.0
detox_142601548,10,0,0.0
detox_142620524,10,3,0.3
detox_142624767,10,0,0.0
detox_142627621,10,0,0.0
detox_142640306,10,0,0.0
detox_142642452,10,1,0.1
detox_142644665,10,0,0.0
detox_142649542,10,0,0.0
detox_142651710,10,0,0.0
detox_142667245,11,0,0.0
detox_142671190,10,0,0.0
detox_142672328,10,0,0.0
detox_142673729,10,0,0.0
detox_142696688,9,0,0.0
detox_142697981,9,0,0.0
detox_142704577,10,0,0.0
detox_142716694,10,1,0.1
detox_142719761,10,0,0.0
detox_142732389,10,1,0.1
detox_142734137,10,0,0.0
detox_142737977,10,0,0.0
detox_142750311,10,0,0.0
detox_142751654,10,0,0.0
detox_142755085,10,1,0.1
detox_142760792,10,0,0.0
detox_142761232,10,0,0.0
detox_142767127,10,0,0.0
detox_142783475,10,0,0.0
detox_142786283,10,0,0.0
detox_142800314,10,0,0.0
detox_142810972,10,0,0.0
detox_142813858,10,0,0.0
detox_142818784,10,1,0.1
detox_142820989,10,0,0.0
detox_142838802,10,0,0.0
detox_142861020,10,0,0.0
detox_142882237,10,4,0.4
detox_142888340,10,3,0.3
detox_142889070,10,0,0.0
detox_142889733,10,0,0.0
detox_142901741,10,0,0.0
detox_142921286,10,2,0.2
detox_142921910,10,0,0.0
detox_142927225,10,0,0.0
detox_142930526,10,0,0.0
detox_142945362,10,0,0.0
detox_142946548,10,0,0.0
detox_142951570,10,0,0.0
detox_142962776,10,0,0.0
detox_142981911,10,0,0.0
detox_142991859,10,0,0.0
detox_142996155,10,0,0.0
detox_142996739,10,2,0.2
detox_143007833,10,0,0.0
detox_143015663,10,0,0.0
detox_143016221,10,0,0.0
detox_143017471,10,2,0.2
detox_143018654,10,3,0.3
detox_143027587,10,0,0.0
detox_143029001,10,1,0.1
detox_143034172,10,0,0.0
detox_143035943,10,0,0.0
detox_143043902,10,2,0.2
detox_143068081,10,6,0.6
detox_143069743,10,0,0.0
detox_143070849,10,1,0.1
detox_143074699,10,0,0.0
detox_143093063,10,1,0.1
detox_143095263,10,0,0.0
detox_143102666,10,0,0.0
detox_143109903,9,0,0.0
detox_143111668,10,0,0.0
detox_143117551,10,0,0.0
detox_143133431,11,0,0.0
detox_143141592,10,0,0.0
detox_143176691,10,0,0.0
detox_143177289,10,0,0.0
detox_143179135,10,3,0.3
detox_143179211,10,1,0.1
detox_143185377,10,0,0.0
detox_143200542,10,0,0.0
detox_143211231,10,0,0.0
detox_143213087,10,3,0.3
detox_143223546,10,0,0.0
detox_143227903,10,0,0.0
detox_143234566,10,0,0.0
detox_143239452,10,2,0.2
detox_143240734,10,0,0.0
detox_143247438,10,0,0.0
detox_143271133,10,0,0.0
detox_143271237,10,1,0.1
detox_143277850,10,0,0.0
detox_143278683,10,2,0.2
detox_143279915,10,0,0.0
detox_143281714,10,1,0.1
detox_143292528,10,1,0.1
detox_143297001,10,6,0.6
detox_143304395,10,0,0.0
detox_143311162,10,0,0.0
detox_143312267,10,0,0.0
detox_143323003,10,0,0.0
detox_143323914,10,0,0.0
detox_143324019,10,0,0.0
detox_143327247,10,0,0.0
detox_143331799,10,0,0.0
detox_143343788,10,0,0.0
detox_143357948,10,0,0.0
detox_143361072,10,0,0.0
detox_143367533,10,0,0.0
detox_143368567,10,0,0.0
detox_143381727,10,0,0.0
detox_143389199,10,1,0.1
detox_143395869,10,0,0.0
detox_143409719,10,0,0.0
detox_143421060,10,1,0.1
detox_143428628,10,0,0.0
detox_143429821,10,0,0.0
detox_143432628,10,0,0.0
detox_143446041,10,1,0.1
detox_143449546,10,4,0.4
detox_143455478,10,0,0.0
detox_143455615,10,0,0.0
detox_143467902,11,7,0.6363636363636364
detox_143471095,9,0,0.0
detox_143478886,10,2,0.2
detox_143480274,10,0,0.0
detox_143493124,10,0,0.0
detox_143495433,10,3,0.3
detox_143497865,10,0,0.0
detox_143501896,10,0,0.0
detox_143521058,10,0,0.0
detox_143527809,10,1,0.1
detox_143534319,10,1,0.1
detox_143535551,10,1,0.1
detox_143536867,10,1,0.1
detox_143547601,10,0,0.0
detox_143547812,10,0,0.0
detox_143565057,10,0,0.0
detox_143566936,10,0,0.0
detox_143570882,10,1,0.1
detox_143583582,10,0,0.0
detox_143584219,10,1,0.1
detox_143591709,10,0,0.0
detox_143596016,10,2,0.2
detox_143601672,10,0,0.0
detox_143602140,10,0,0.0
detox_143614601,10,0,0.0
detox_143620002,10,0,0.0
detox_143633622,10,0,0.0
detox_143637513,10,0,0.0
detox_143644221,10,0,0.0
detox_143648901,10,0,0.0
detox_143653439,10,0,0.0
detox_143655413,10,0,0.0
detox_143657970,10,0,0.0
detox_143663345,10,0,0.0
detox_143671061,10,0,0.0
detox_143682076,9,0,0.0
detox_143686760,10,2,0.2
detox_143688601,10,0,0.0
detox_143689126,10,0,0.0
detox_143689316,10,0,0.0
detox_143693956,10,0,0.0
detox_143700586,10,0,0.0
detox_143704129,10,0,0.0
detox_143705265,10,0,0.0
detox_143708922,10,0,0.0
detox_143715601,10,1,0.1
detox_143725778,10,0,0.0
detox_143755742,10,1,0.1
detox_143765965,10,0,0.0
detox_143766653,10,0,0.0
detox_143770760,10,0,0.0
detox_143772142,10,0,0.0
detox_143772939,10,0,0.0
detox_143780947,10,0,0.0
detox_143785627,9,0,0.0
detox_143788414,10,0,0.0
detox_143788903,10,1,0.1
detox_143800286,10,0,0.0
detox_143800344,10,1,0.1
detox_143814388,10,0,0.0
detox_143827286,10,9,0.9
detox_143832830,10,0,0.0
detox_143839243,10,0,0.0
detox_143840201,10,0,0.0
detox_143844560,10,0,0.0
detox_143848343,10,0,0.0
detox_143852295,10,0,0.0
detox_143852343,10,0,0.0
detox_143856055,10,1,0.1
detox_143862541,10,0,0.0
detox_143862780,10,0,0.0
detox_143868921,10,1,0.1
detox_143879408,10,0,0.0
detox_143881242,10,2,0.2
detox_143888118,10,0,0.0
detox_143898132,10,0,0.0
detox_143916929,10,0,0.0
detox_143917115,10,0,0.0
detox_143931406,10,0,0.0
detox_143935046,10,0,0.0
detox_143939002,10,0,0.0
detox_143942667,10,0,0.0
detox_143945377,10,2,0.2
detox_143951394,10,6,0.6
detox_143956899,10,0,0.0
detox_143963728,10,2,0.2
detox_143965346,10,1,0.1
detox_143970839,10,0,0.0
detox_143974615,10,1,0.1
detox_143983146,10,0,0.0
detox_143986192,10,0,0.0
detox_143988012,10,0,0.0
detox_143991270,10,0,0.0
detox_143999015,10,0,0.0
detox_144006677,10,0,0.0
detox_144009770,10,0,0.0
detox_144025691,10,0,0.0
detox_144056995,10,0,0.0
detox_144057223,10,0,0.0
detox_144062608,10,0,0.0
detox_144069875,10,0,0.0
detox_144073194,10,0,0.0
detox_144077860,10,0,0.0
detox_144078515,10,0,0.0
detox_144087297,10,1,0.1
detox_144100357,10,0,0.0
detox_144108275,10,0,0.0
detox_144114194,10,0,0.0
detox_144134742,10,1,0.1
detox_144146331,10,2,0.2
detox_144151240,10,1,0.1
detox_144171569,10,1,0.1
detox_144171752,10,1,0.1
detox_144189460,10,0,0.0
detox_144189565,10,1,0.1
detox_144191717,10,0,0.0
detox_144197976,10,1,0.1
detox_144206800,10,1,0.1
detox_144210470,10,0,0.0
detox_144210696,10,0,0.0
detox_144211936,10,1,0.1
detox_144212111,10,1,0.1
detox_144219373,10,0,0.0
detox_144225474,10,0,0.0
detox_144230539,10,0,0.0
detox_144231611,10,0,0.0
detox_144254782,10,0,0.0
detox_144255572,10,0,0.0
detox_144259060,10,0,0.0
detox_144259826,10,0,0.0
detox_144259828,10,1,0.1
detox_144260377,10,1,0.1
detox_144263796,10,0,0.0
detox_144275154,10,0,0.0
detox_144283733,10,1,0.1
detox_144286356,10,0,0.0
detox_144290280,10,1,0.1
detox_144294533,10,0,0.0
detox_144298930,10,0,0.0
detox_144299899,10,1,0.1
detox_144300715,10,0,0.0
detox_144305851,10,0,0.0
detox_144312456,10,0,0.0
detox_144317895,10,1,0.1
detox_144319750,11,0,0.0
detox_144339094,10,0,0.0
detox_144346249,10,1,0.1
detox_144369899,10,0,0.0
detox_144370681,10,1,0.1
detox_144372396,10,0,0.0
detox_144376012,10,0,0.0
detox_144386851,10,0,0.0
detox_144389682,10,0,0.0
detox_144391283,10,0,0.0
detox_144401976,10,0,0.0
detox_144412161,10,0,0.0
detox_144417401,10,5,0.5
detox_144429875,10,0,0.0
detox_144430409,10,0,0.0
detox_144435097,10,0,0.0
detox_144438659,10,2,0.2
detox_144441001,10,3,0.3
detox_144441645,10,0,0.0
detox_144447373,10,0,0.0
detox_144454190,10,0,0.0
detox_144457185,10,1,0.1
detox_144474236,10,0,0.0
detox_144486123,10,0,0.0
detox_144507748,10,0,0.0
detox_144509484,10,1,0.1
detox_144511888,10,0,0.0
detox_144514328,10,0,0.0
detox_144516040,10,0,0.0
detox_144528473,10,0,0.0
detox_144531969,10,3,0.3
detox_144533992,10,0,0.0
detox_144535772,10,1,0.1
detox_144536251,10,1,0.1
detox_144537145,10,0,0.0
detox_144539312,10,0,0.0
detox_144542174,10,0,0.0
detox_144550110,10,0,0.0
detox_144557666,10,0,0.0
detox_144560181,10,0,0.0
detox_144563580,10,0,0.0
detox_144566807,10,0,0.0
detox_144571806,10,0,0.0
detox_144578022,10,0,0.0
detox_144581417,10,0,0.0
detox_144584683,10,0,0.0
detox_144584886,10,0,0.0
detox_144585999,10,1,0.1
detox_144588298,10,0,0.0
detox_144595723,10,0,0.0
detox_144595820,10,0,0.0
detox_144612344,10,0,0.0
detox_144648008,10,0,0.0
detox_144652079,10,4,0.4
detox_144663128,10,2,0.2
detox_144666138,10,2,0.2
detox_144681551,10,4,0.4
detox_144690091,10,0,0.0
detox_144691832,10,0,0.0
detox_144694321,10,1,0.1
detox_144699038,10,0,0.0
detox_144703175,10,2,0.2
detox_144706684,10,0,0.0
detox_144718983,10,0,0.0
detox_144723177,10,2,0.2
detox_144723700,10,1,0.1
detox_144727587,10,1,0.1
detox_144731045,10,0,0.0
detox_144743225,10,0,0.0
detox_144764304,10,0,0.0
detox_144781945,10,0,0.0
detox_144785757,10,0,0.0
detox_144786580,10,0,0.0
detox_144792610,10,0,0.0
detox_144794251,10,0,0.0
detox_144795615,10,0,0.0
detox_144801877,10,0,0.0
detox_144804998,10,0,0.0
detox_144815414,10,0,0.0
detox_144828850,10,0,0.0
detox_144829650,10,0,0.0
detox_144834011,10,7,0.7
detox_144837343,10,0,0.0
detox_144839787,10,0,0.0
detox_144847012,10,0,0.0
detox_144851707,10,0,0.0
detox_144855844,10,0,0.0
detox_144864208,10,0,0.0
detox_144865603,10,2,0.2
detox_144870263,10,0,0.0
detox_144871796,10,0,0.0
detox_144873351,10,0,0.0
detox_144878799,10,0,0.0
detox_144880880,10,2,0.2
detox_144889216,10,0,0.0
detox_144890957,10,0,0.0
detox_144893426,10,0,0.0
detox_144906022,10,0,0.0
detox_144918698,10,1,0.1
detox_144929504,10,0,0.0
detox_144939827,10,0,0.0
detox_144939961,10,0,0.0
detox_144945136,10,2,0.2
detox_144956777,10,0,0.0
detox_144961380,10,1,0.1
detox_144964432,10,0,0.0
detox_144973875,10,5,0.5
detox_144979374,10,0,0.0
detox_144981033,10,0,0.0
detox_144987375,10,0,0.0
detox_145010931,10,0,0.0
detox_145015133,10,2,0.2
detox_145016354,10,0,0.0
detox_145019640,10,0,0.0
detox_145020702,10,0,0.0
detox_145021234,10,0,0.0
detox_145023026,10,7,0.7
detox_145034985,10,0,0.0
detox_145037307,10,4,0.4
detox_145053347,10,0,0.0
detox_145053409,10,0,0.0
detox_145054888,10,3,0.3
detox_145056341,10,0,0.0
detox_145071154,10,0,0.0
detox_145101247,10,0,0.0
detox_145103173,10,0,0.0
detox_145108124,10,1,0.1
detox_145109229,10,1,0.1
detox_145109755,10,0,0.0
detox_145113788,10,0,0.0
detox_145115205,10,0,0.0
detox_145115756,10,0,0.0
detox_145149909,10,1,0.1
detox_145160442,10,0,0.0
detox_145176778,10,2,0.2
detox_145176984,10,2,0.2
detox_145178229,10,1,0.1
detox_145212462,10,1,0.1
detox_145242529,10,0,0.0
detox_145246333,10,3,0.3
detox_145252042,10,1,0.1
detox_145252057,10,1,0.1
detox_145264383,10,0,0.0
detox_145274586,10,0,0.0
detox_145275588,10,0,0.0
detox_145276522,10,0,0.0
detox_145281094,10,0,0.0
detox_145281978,10,0,0.0
detox_145297783,10,0,0.0
detox_145298935,10,0,0.0
detox_145303765,10,0,0.0
detox_145312875,10,8,0.8
detox_145313939,10,3,0.3
detox_145319309,10,0,0.0
detox_145322481,10,0,0.0
detox_145330561,10,0,0.0
detox_145333897,10,1,0.1
detox_145334149,10,0,0.0
detox_145346025,10,0,0.0
detox_145347295,10,1,0.1
detox_145347750,10,0,0.0
detox_145347775,10,0,0.0
detox_145352209,10,1,0.1
detox_145357398,10,0,0.0
detox_145361463,10,1,0.1
detox_145362538,10,0,0.0
detox_145363022,10,0,0.0
detox_145378173,10,0,0.0
detox_145380820,10,0,0.0
detox_145387883,10,0,0.0
detox_145397353,10,0,0.0
detox_145401078,10,0,0.0
detox_145405286,10,1,0.1
detox_145408183,10,0,0.0
detox_145408251,10,4,0.4
detox_145408656,10,2,0.2
detox_145410439,10,0,0.0
detox_145416877,10,3,0.3
detox_145436673,10,0,0.0
detox_145440943,10,1,0.1
detox_145454200,10,0,0.0
detox_145455888,10,1,0.1
detox_145457947,10,0,0.0
detox_145483406,10,0,0.0
detox_145486951,10,0,0.0
detox_145513677,10,1,0.1
detox_145520872,10,0,0.0
detox_145521982,10,0,0.0
detox_145524470,10,0,0.0
detox_145529427,10,2,0.2
detox_145533951,10,1,0.1
detox_145542306,10,0,0.0
detox_145542616,10,0,0.0
detox_145543978,10,0,0.0
detox_145547332,10,0,0.0
detox_145552869,10,0,0.0
detox_145553230,10,1,0.1
detox_145563123,10,0,0.0
detox_145580980,10,1,0.1
detox_145599260,10,0,0.0
detox_145612229,10,0,0.0
detox_145615238,10,0,0.0
detox_145634911,10,0,0.0
detox_145637783,10,0,0.0
detox_145654276,10,0,0.0
detox_145673268,10,0,0.0
detox_145673871,10,0,0.0
detox_145685256,10,0,0.0
detox_145694853,10,0,0.0
detox_145712428,10,1,0.1
