comment_id,comment_text,toxicity,is_toxic,n_raters,n_toxic_votes,article_id,publication_id,created_date,rating,n_chars,n_words,mentions_identity,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disability,psychiatric_or_mental_illness,other_disability
5561419,"Mira,
Another comment from someone who obviously wants to deny that First Nations have any control over their destiny and wishes to absolve them of any and all responsibility for anything negative that happens within their communities. Children are indeed dying and the people most capable of acting swiftly and effectively are First Nations families, communities, and leaders. So why is it not reasonable for anyone to reflect on what First Nations peoples are doing to address the crisis and what they can do to prevent such developments in the future? We are sure having that debate across Canada right now, so why not have it on reserves too?  Unfortunately, I also think it's entirely reasonable to question the sovereignty claims of First Nations peoples too, that is, until they take personal responsibility for that which happens in their communities and take concrete steps to address these things. Sovereign peoples look inward for solutions not outward.",0.1,no,10,1,353353,54,2017-07-09 22:56:17.165892+00,approved,964,156,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705374,"Trump is a dangerous slime ball that has an obvious Narcissistic Personality Disorder (as in anti social, and psychotic variant).   America is in deep doo doo.",0.7547169811320755,yes,53,40,156211,21,2016-12-13 22:24:32.892902+00,approved,159,26,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0
5317000,"So much for the left-wing claim of being the ""tolerant"" ideology. You can look different, have a different sexual orientation etc..., but you'd damned well better not THINK differently from a leftist, or you'll be sorry. Oh and, make sure you keep your speech to yourself too if you're not a leftist, especially on campus. We wouldn't want any violence like they have regularly in Berkeley.",0.0,no,4,0,338393,102,2017-05-28 12:19:49.911689+00,approved,390,66,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387777,"Like a interpreting an inkblot, Bowers is reading into the letter from Tattersall. She never said  ""all whites are complicit in black killings"" or that  ""Police killings of thousands of unarmed black people… .” 
In the latter statement, Bowers uses his own quotations of Tattersall, that seems to be entirely made up. 
Bowers goes on to say: ""Tattersall is an example of everything wrong in this country when it comes to race relations"" proposing that she misrepresent the facts. She is ""everything wrong""? If it is that simple, it's good to know.
Bowers uses some big words in a flashy way that look like he enjoys writing. But given the level of misrepresentation, I am still wondering what Tattersall letter he is referring to. 
I would never paint a wide brush and claim that Bower's thoughts represent any Whites other than himself. But it does show how easily emotions get in the way of facts.",0.5,yes,10,5,141393,13,2016-07-14 15:13:36.287858+00,approved,899,155,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6071524,"Surely the wish of Doug Saunders to radically change the definition of terrorism to his own new personal definition of terrorism...

... has nothing, absolutely nothing, to do with any interest in taking the intense media spotlight, in the West, OFF OF Islamist attacks...

... by somehow, and vey creatively...

... using semantics tricks to try to blend them imperceptibly with the habits of some violent right-wing white Americans such as disgruntled US workplace shootings and US school campus shootings and angry US mass shootings with high-power rifles?

Surely, surely nothing to do with any such ""let's shift the spotlight and diffuse and dilute it out"" goal, yes?

Surely?",0.5,yes,10,5,384524,54,2017-10-03 00:10:50.673953+00,approved,681,109,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5481773,why does this old hag of a writer hate visible minorities? Her columns are reliable for taking cheap shots at marginalised groups. Try attacking the Jews in the same fashion and see what happens.,0.5,yes,10,5,348819,54,2017-06-26 23:01:44.872076+00,rejected,195,34,True,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661904,"Where are all the groups,churches and individuals that kept repeating that these people would not be a burden on Canada because they would step in???? I dont see anyone stepping forward to help these people, so come on you churches and religious persons in particular, put your money where your mouth is!",0.3,no,10,3,154607,54,2016-12-05 03:45:47.307956+00,approved,304,52,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5956387,"It's so sad to read about these ""Christians"" who are so unlike their Christ.",0.4,no,10,4,377963,102,2017-09-15 01:40:01.809509+00,approved,76,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5957133,"And in other Democrat news:

https://townhall.com/tipsheet/mattvespa/2017/09/14/maryland-city-grants-illegal-aliens-the-right-to-vote-in-local-elections-n2380971",0.0,no,4,0,377584,22,2017-09-15 04:53:41.544901+00,approved,161,6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5062307,"Your ""problem"" is with the reporting of priests sexually abusing children and with the unveiling of bishops who deny, obfuscate and facilitate the sexual abuse of chilren. Period.",0.0,no,4,0,322499,53,2017-03-27 22:18:55.158899+00,approved,179,28,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724818,"Remember to use toilet paper, a most laudable Chinese invention, instead of your middle finger the next time you comment.",0.1666666666666666,no,6,1,157204,54,2016-12-18 03:14:32.778110+00,approved,121,20,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049678,"A Muslim MP saying there is no problem as hordes of Muslims flood into Manitoba....
My god are you people blind or too CDN to say it? Grow A pair would you?
How the hell did a Muslim gets the immigration portfolio?
With all the crap going on why would he appoint a Muslim
The Liiberals are so out of touch with Canada.....
Oligarchy much",0.7285714285714285,yes,70,51,315218,54,2017-02-27 00:20:09.822577+00,rejected,337,65,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0
735235,"""The people commenting in support of him don't even read like Canadian citizens, they read like paid stooges""

But the people making anti-Trump comments are good, old fashion Canadians - in the TWO articles you have read, of course.",0.2,no,10,2,157617,54,2016-12-20 20:54:40.298902+00,approved,232,39,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004644,"You asked for it, you got it. And more. From Lisa Bloom. Lisa Bloom is a Legal analyst for NBC News and Avvo, attorney and bestselling author.

""In our nation’s history, so many of the sickest most appalling crimes have been committed by whites. Yet no matter how sadistic the crime, no matter how young the victims, no matter how much fear is engendered in a community, no matter how much media attention and public discussion the crimes of whites engender, the race itself is never sullied."" 

Lisa Bloom also says white men are at the top of the list for gaining foreign visas to have sex with children. 85-percent in Latin America, she says.

Lisa Bloom also adds the most prolific serial killers in this country (America) are white men. And last, white women are known for killing their children.",0.5,yes,10,5,168542,21,2017-02-16 21:56:20.233322+00,approved,801,141,True,0.8333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0
6293690,We are killing ourselves with middle-class white guilt.,0.5,yes,10,5,397278,54,2017-11-05 17:00:21.208119+00,approved,55,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917675,"The little girl with the sign also believes that homosexuals must be killed, Israel and Jews  must be  eradicated, Christians can have their heads cut off, and women including herself are the property of men who may  beat them.  Ain't she sweet?",0.8333333333333333,yes,66,55,164845,54,2017-01-29 18:02:52.723595+00,rejected,245,42,True,1.0,1.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431754,"""Voter turn out's going to be lower than average.""
Alaska politicos say:  ""We can't do it to you without you, Alaska!""",0.0,no,4,0,143679,21,2016-08-14 23:19:18.053999+00,approved,118,21,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5787783,"Revisionist history in Montreal...He who controls the present, ""however hysterical"" controls the past.  Despicable!  Next the book burning...",0.0,no,4,0,367056,54,2017-08-17 16:04:07.961638+00,approved,141,18,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6243947,They should call it White Fragility.,0.5,yes,10,5,394573,102,2017-10-29 01:11:08.312281+00,approved,36,6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012953,No comments on the large order for IRAN AIR !,0.1666666666666666,no,6,1,168932,54,2017-02-18 16:52:47.957693+00,approved,45,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828322,What a collosal  waste of taxpayer money.,0.0,no,4,0,160120,54,2017-01-12 08:17:03.713093+00,approved,41,7,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804294,"I dated this one crazy that would beat herself up then try to call the cops to try and assert it was my beating. Too bad I filmed her hahah she did it a second time only I caught her trying to throw pots and pans as well as Stab me with scissors, albeit she'd been drinking..

Still all women are crazy guys. Just pick which kind you can deal with best.",0.7,yes,10,7,160573,21,2017-01-07 07:05:44.632814+00,approved,353,72,True,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
984662,"""Nothing to worry about for those who are here lawfully!""
FYI - There are a lot of people, notably children, who are here lawfully because they were born in the US.  They also have something to worry about if their parents are here illegally even if it is for something as innocuous as overstaying a visitor visa.",0.0,no,4,0,167549,21,2017-02-12 04:50:37.401075+00,approved,313,57,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5794542,"Agreed, we must threaten and coerce these companies and de-platform any media we disagree with.

This is the liberal way and it's the right thing to do.",0.2,no,5,1,367612,54,2017-08-18 15:03:31.790665+00,approved,152,27,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7028125,"Do you know if the 70% ownership of station is a true statement assuming the purchase of Sinclair.

My concern is the consolidation of media into very few ownership hands DM83.       It's been happening for several decades now.

http://www.businessinsider.com/these-6-corporations-control-90-of-the-media-in-america-2012-6

This link is getting pretty old and you'll notice that Sinclair isn't even listed

I'm actually not sure of the exact Market that Sinclair is saying will be 70%?  Eugene, Ore, national, TV only ect......

Both those who follow Pres Trump's lead and many on the liberal side, are concerned that if information is held in only a few hands then the public will not get the full truth.  Fortunately, or not, the information world is now much larger with the use on new mediums thanks to new technology.     (It also leads to a lot of crap being put out to the public.)",0.1666666666666666,no,6,1,367088,13,2017-08-17 20:16:03.209446+00,approved,888,142,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5173362,"This Says it all.  Basically if this were to continue Ontario would go broke because we'd have to pay $17,000/yr per person on top of welfare, rent subsidies, free tuition, UCCB, add it up and no one will work, and we'll have to fund a massive and grossly overpaid public sector.  Ontario owes about the same amount of Greece and had a public sector about the same size.

Look at what the simpleton in charge of this had to say

Chris Ballard, the province’s minister in charge of housing and poverty reduction, said other basic-income projects have shown that it improves people’s lives. (UHH, HANDING PEOPLE A CHEQUE ON TOP OF WELFARE AND BENEFITS TENDS TO DO THAT)

“People get a chance to go back to school. They don’t have to work low-paying dead-end jobs. They get a chance to go finish college or go on to university,” he told reporters.   (SO THE PLAN IS TO PAY EVEYRONE TO GO BACK TO UNIVERSITY, MORE GENDER STUDIES, LGBTQ MAJORS COMING OUR WAY, AND THEY HAVE NO CHANCE OF GETTING A JOB",0.5,yes,10,5,329216,54,2017-04-24 19:46:45.238735+00,approved,995,180,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5432655,"The left has a long way to go before it comes anywhere near the violence of the right, especially the everyday violence of allowing people to suffer from the policies you espouse.",0.0,no,4,0,345367,21,2017-06-17 17:47:19.144452+00,approved,179,32,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5938922,"Mary Ann, if you have a minute?
We seem to be in a 'school for empathetic understanding' and the humility that comes from no longer 'othering' the experience along with the people in the experience. 
What happens when white privilege no longer insulates people from what they could walk away from as a 'volunteer'? 
What happens when there is no going back to how things were 24 hours ago?
What happens when the difference between denial and hope smacks us in the heart and we stop chanting if we all believe Tinker Bell will live? Changing hearts not just selling a change of mind.
Is Ferguson, 9/11, the grassy knoll, Kent State, Detroit, Katrina, Harvey, Irma....
the naming of the burning bush moment, the epiphany, when hearts begin to change.  Does God pick which moment compels you to take off your shoes to stand on holy ground and listen... you --I see you bare foot and listening.


PS Re new post.. Using white privilege makes it harder to hide, using white supremacy makes it easier.",0.0,no,4,0,371527,53,2017-09-12 14:59:38.160782+00,approved,995,175,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5385163,"I better hurry up and win the Lt Governor race.
My favorite ""Restaurant"" is ""Club Under New Management"" and some of their employees could use a hand dealing with immigration.",0.0,no,4,0,342254,55,2017-06-09 13:32:57.042152+00,approved,174,30,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5006391,"Smh....15, age you are eligible to undergo a transgender procedure in Eugene.  21, age you are eligible to undergo the polluting of your own body. Genital mutilation and hormone cross sex therapy apparently is much healthier than smoking on a cancer stick, at least there are warnings on cigarettes.",0.8,yes,10,8,319338,13,2017-03-15 07:20:59.283124+00,approved,299,49,True,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392977,"I have only found that Trump allegedly told a friend to ""treat women like s***"".  I have not seen or heard any proof.  Can you provide this.  If so, I will consider it.  If not, it is hearsay.  Who listens to an unnamed source and considers it truth?",0.8,yes,10,8,141655,21,2016-07-19 04:58:44.828744+00,approved,250,48,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6200405,"Your too-simplistic condemnation of wearing the burqa or niqab helps to promote intolerance. If a woman freely chooses to wear something, whether it is a bikini or a body suit or a burka, it is not our place, quite frankly, to approve of or condemn her actions. If someone is forced to do something as a result of oppression, say someone telling a woman she cannot wear some piece of clothing, that is wrong. You are assuming motive without actually listening to the women who are making this choice, and that flies in the face of our Canadian and Charter values.",0.1666666666666666,no,6,1,392044,54,2017-10-22 16:52:32.699365+00,approved,563,101,True,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
5414764,"1. Im not a father.  So, your assumptions about me are both wrong, and stupid.
2. Kids have been growing up without a full set of parents forever - and have turned out just fine.  ""More likely"" equates to what exactly?  What percentage of kids who dont grow up with a father/mother turn out bad?  What about the kids who have both a mom and a dad throughout their entire childhood and end up murdering mass amounts of people?
3.  Its misogynistic to only think Dads are the key to a kids success, or to use that as a reasoning behind what Dylan Roof did, as opposed to, you know, accepting the fact that hes an insane person.

Also - what about moms?  Seems all your research is just about how important Dads are.  Interisting.",0.5,yes,10,5,344175,102,2017-06-14 18:36:33.954764+00,rejected,727,135,False,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
563521,"He was Jewish.
According to some here, only RCs have ""a cloud of witnesses!""",0.0,no,4,0,149960,53,2016-10-30 18:47:03.238056+00,approved,76,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5567292,You'd rather they drove without licenses and oversight? Because that seems like an amazingly stupid idea.,0.8305084745762712,yes,59,49,353793,102,2017-07-10 21:25:21.967614+00,approved,105,16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455486,I think Pena Nieto and tRump's nonsense political meeting was more about who could show their beaver teeth over their bottom lip F bomb.  Sounds like Prez Nieto won that contest.,0.0,no,4,0,144975,21,2016-08-31 23:24:32.449021+00,approved,178,31,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5352859,"All your arguments here, as with your prior claims that sky-high housing costs hurt a non-owning young person more than a non-owning old person, are just ageist claims that you are trying to dress up as being rational. We get it - age is very important to you and you are capable of not liking someone based just on their age. Go back and substitute ""black"" or ""woman"" in your statements, rather than ""old"", and it may become obvious to you.",0.3,no,10,3,340172,54,2017-06-03 22:10:08.804481+00,rejected,441,81,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5206802,"What strikes me is how generally crappy pop music is today, so it's not surprising people don't go to concerts for the music any more.

There certainly can be no general interest in lyrics now because they are not decipherable to non-Rap speakers.

Bring back Frank Sinatra.",0.6,yes,10,6,331351,54,2017-05-02 21:48:39.431139+00,approved,274,47,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5283221,"If one offers a Degree in Wiccan Studies at a Catholic Institution, something is wrong with the College claiming to be Catholic. Same goes for YOGA or any other practice that is forbidden by Catholic teachings.  Are they going to offer a PH.D. course in Planned Parenthood next?",0.0,no,4,0,335930,53,2017-05-21 01:29:38.930788+00,approved,278,48,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5285762,"I believe all Indians should go back to their reserves. there is no need for them to have an education ,Indians never went to school before the white man came here. If all Indians were back on the reserve they could immerse themselves in their culture and be happy. Canadians will continue to carry them on our backs.",0.5,yes,10,5,336080,54,2017-05-21 23:12:02.380974+00,rejected,317,58,True,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
916296,"Another racist comment from Minshall. You are always free to leave. But as you know and as I know, you need the white devils more than they need you.",0.578125,yes,64,37,164834,21,2017-01-29 10:04:50.428197+00,rejected,149,29,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5583162,"""the terms of the business license ""
So, if a gay business owner refuses to serve conservative Christians because the gay business owner is deeply offended by their anti-gay beliefs, that business owner will face a civil complaint of discrimination on the basis of religion. And the owner will lose. Because being gay isn't covered by the First Amendment's religious clauses
But! Now we are going to let conservative Christians discriminate against gay people and couples because it violates the Christians' religious beliefs to serve them.
An entire class of people will be able to tell another class of people, in defiance of state laws across the country, to literally go to Hell.
This is about power. This is about conservative Christians restoring the old governmentally-enforced social order of conservative Christians feeling superior to gay people.",0.7,yes,10,7,353488,102,2017-07-13 01:59:59.556078+00,approved,856,136,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392348,Never know anymore with the trans fad going on.  Could be many of them were biological women experiencing PMS.,0.0,no,4,0,141670,13,2016-07-18 19:40:12.852894+00,rejected,110,19,True,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514337,"No, Chugiak. Until you can prove that you have magically developed ESP, you only look stupid when you keep bleating that you know that 'every' man lacks the ability to practice integrity and respect. It's really just the overgrown adolescents you surround yourself with. When (and if) you ever mature out of adolescence, you may gain the capacity to understand why many other men, with wives they love, mothers they admire, and daughters they would die for, are sickened by this rich entitled sexist asshat.",0.796875,yes,64,51,147929,21,2016-10-08 02:30:53.745809+00,rejected,507,85,True,0.8333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7060760,"Nobody has ""passed on it"" yet.  These are called negotiations.  It was thought by some that if Alaska owned 51% of the gasline project we would not be kept from internal discussions and decisions as we would be being ""under the table"" with TC sitting in our chair.   We need a gasline down the spine of this state, whether it is a 48"" line or a 24' line serving only the state and entities like mines and utilities.   With the amount of quality wet gas Alaska has to offer to a ""very close"" Asian/Pacific market over decades, it behooves the state to take the lead (if the slope cartel members are demanding too high of a ""hurdle rate"").  The state can afford a lower one in the early years of gas production if we have enough anchor customers for our gas, including added exports from Cook Inlet and new in-state customers.  We have the best team to put a line together than we ever had before.  I`m for the state owning 51% of the pipeline.  A ""controlling interest"" it`s called in business terms.",0.0,no,4,0,139515,21,2016-06-24 23:40:45.281946+00,approved,999,183,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
4998171,"♫♪ ""Albert Einstein was a Ladies Man ... while he was working on his Universal Plan ... he was making out like Charlie Sheen!  (He was a Genius!)""  ♫♫    (Warren Zevon)   ;-)",0.0,no,4,0,318931,13,2017-03-13 17:35:06.943340+00,approved,174,32,True,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5267831,"""Of course you are in favor of neutralizing them.""
WOW! No my friend, i'm in favor of authentic self-expression, female and male. This has nothing to do with 'fascism"".  Female/ male authenticity is not about 'neutering' or 'neutralizing', rather it is about constructive respect, about mutuality, complementarity and subsidiarity.",0.0,no,4,0,334947,53,2017-05-17 16:09:41.769235+00,approved,331,49,True,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7001292,You silly progressives still clinging to the last regime . She's making millions now spewing her babble and champagne socialism and your eating it up.,0.6666666666666666,yes,69,46,398084,54,2017-11-08 17:46:10.250069+00,approved,150,25,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4982196,"True.  And, generally all of those people (except Jews) shared a common religion, Christianity, and as a result, similar shared morals and values.  (And even as between Christians and Jews there are significant shared values).  The acceptance of woman in society during the 20th C is a great example.   For sure, these shared values helped with integration.  To a large extent, the same isn't true with Muslims and I think we're seeing a clash of values, and I'm not sure that it will ever be fully reconciled...in many ways, this is uncharted territory.  Views and tolerance of woman, homosexuality, shame, freedom, to name a few, all require a great evolution in thought.",0.0,no,4,0,318007,54,2017-03-09 18:36:32.151437+00,approved,673,112,True,0.0,0.9,0.0,0.0,0.0,0.7,0.0,0.0,1.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5827377,"Well the liberal in me clearly believes this author is a racist neo-nazi, white supremacist nationalist bigoted skin head nazi loving bigot for disagreeing with Justin.",0.6857142857142857,yes,70,48,369799,54,2017-08-23 20:38:42.759262+00,rejected,168,26,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0
813152,"PTSD is trauma based, so person is not mentally ill although mentally ill people can also suffer PTSD the two are not related. If you really knew any one who suffers from PTSD you would realize it is not a mental illness. People can also have PTSD from non combat trauma, one of the reasons for many people who suffer with non combat PTSD is being a victim of many years child abuse. PTSD is PTSD no matter the cause the way people with PTSD react is the same they may have different triggers but the internal stress is the same. People with PTSD are more apt to harm themselves than anyone else.",0.0,no,4,0,160814,21,2017-01-09 16:59:47.948450+00,approved,596,113,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0
