net_tfa,age,inc,educ,fsize,marr,twoearn,db,pira,hown,e401
1.746,44,31.527,16,4,1,0,0,0,1,0
-2.0,62,17.34,12,1,0,0,1,0,0,0
5.05,32,95.961,17,2,1,1,1,1,0,0
-0.36,34,72.375,12,4,1,1,0,0,1,0
-8.005,39,74.649,18,4,1,1,1,0,1,0
6.107,52,26.412,12,2,1,0,0,1,1,0
-1.6,26,52.32,16,2,1,1,1,0,1,0
-2.4,54,61.692,12,3,1,1,0,1,1,0
-5.7,41,6.741,15,2,0,0,0,0,1,0
47.384,48,30.543,16,1,0,0,0,0,0,0
0.0,40,24.0,12,1,0,0,0,0,0,0
0.0,51,10.509,8,2,1,0,0,0,0,0
-0.05,60,17.544,12,2,0,0,0,0,1,0
4.0,27,30.3,12,4,1,0,0,1,0,0
10.15,45,49.551,12,3,1,0,0,1,1,0
48.486,64,34.881,8,2,1,0,0,1,1,0
3.05,40,21.645,12,2,0,0,0,1,1,0
-6.0,34,19.89,9,4,1,1,0,0,1,0
0.6,30,7.884,8,2,0,0,0,0,0,0
-0.762,33,35.757,14,1,0,0,1,0,0,0
-15.047,31,7.32,16,2,0,0,0,0,0,0
-0.5,55,18.468,9,1,0,0,1,0,0,0
0.0,43,10.5,8,5,1,0,0,0,0,0
3.788,43,23.667,12,1,0,0,0,1,0,0
2.4,30,25.65,12,1,0,0,0,0,0,0
19.513,54,36.636,11,3,1,1,1,1,1,0
0.999,44,12.96,10,8,1,0,0,0,0,0
23.8,30,91.5,18,1,0,0,0,0,0,0
0.0,41,10.2,10,4,0,0,0,0,1,0
0.0,42,8.937,11,8,0,0,0,0,1,0
0.0,30,28.629,12,3,1,1,0,0,1,0
-3.998,34,5.865,16,4,0,0,0,0,0,0
-19.45,28,68.229,18,1,0,0,0,0,1,0
-8.7,45,61.83,13,3,1,1,0,0,1,0
-4.4,45,46.071,12,4,1,1,0,0,1,0
12.8,52,48.0,12,3,1,1,0,1,0,0
-14.85,46,25.5,12,6,1,0,0,0,1,0
22.499,53,37.8,12,2,0,0,0,0,1,0
0.0,31,21.129,11,7,1,0,0,0,0,0
250.999,50,162.597,18,4,1,0,0,1,1,0
0.0,39,25.416,8,6,1,0,0,0,0,0
-3.288,26,1.275,16,1,0,0,0,0,0,0
35.0,34,92.097,18,4,1,0,0,0,1,0
12.618,59,21.843,11,2,0,0,0,0,1,0
53.258,37,85.926,15,3,1,1,0,1,1,0
-2.09,32,35.751,14,4,1,1,0,0,0,0
-6.6,50,19.965,13,1,0,0,0,1,0,0
-24.8,47,24.996,18,1,0,0,1,0,0,0
-11.76,43,27.168,7,6,1,0,0,0,1,0
-4.456,37,30.942,18,3,0,0,0,0,1,0
-7.45,57,23.394,9,1,0,0,1,0,1,0
-29.001,61,49.002,12,5,1,1,0,0,1,0
-5.646,29,20.4,14,4,1,0,0,0,1,0
-1.0,33,31.44,16,1,0,0,1,0,0,0
-6.127,41,35.478,7,2,1,1,1,0,1,0
0.0,55,10.2,10,1,0,0,0,0,0,0
-2.801,29,13.89,15,2,0,0,0,0,0,0
22.499,60,39.288,10,2,1,0,0,1,1,0
-1.1,53,4.95,10,2,1,0,0,0,1,0
5.29,52,47.295,13,2,1,1,1,1,1,0
5.0,35,11.628,17,3,0,0,0,0,1,0
29.0,30,29.4,12,1,0,0,0,0,1,0
-2.2,29,22.68,12,6,1,0,0,0,0,0
-1.751,32,41.175,12,2,1,1,1,0,0,0
0.5,25,8.889,12,1,0,0,0,0,1,0
110.0,45,94.776,18,1,0,0,0,0,1,0
-8.9,37,50.28,13,4,1,1,0,0,1,0
-18.7,47,27.15,14,3,0,0,1,0,0,0
21.6,58,36.9,12,2,1,0,0,0,1,0
19.6,27,6.096,12,1,0,0,1,0,1,0
1.5,28,32.43,12,3,1,0,0,0,0,0
0.0,40,8.394,16,1,0,0,0,0,0,0
17.517,42,49.509,18,3,0,0,1,0,1,0
10.22,49,18.117,12,1,0,0,0,1,1,0
0.0,60,7.83,12,1,0,0,0,0,1,0
0.449,43,27.792,12,3,1,0,0,1,1,0
7.997,39,62.61,18,3,1,1,0,1,1,0
-19.706,48,32.349,11,4,1,1,0,0,0,0
92.8,52,100.596,18,2,0,0,0,0,1,0
-1.49,30,34.443,12,4,1,1,0,0,1,0
54.997,55,27.0,10,2,1,1,0,1,0,0
2.499,28,47.07,12,2,1,1,0,0,1,0
-15.5,48,20.592,15,2,1,0,0,0,1,0
0.299,36,12.243,12,2,0,0,0,0,0,0
6.973,44,84.993,14,3,1,1,0,0,1,0
-3.61,31,9.369,12,3,0,0,0,0,0,0
26.749,55,45.99,6,5,1,1,0,1,1,0
345.603,52,110.952,12,5,1,1,0,1,1,0
1.499,46,56.094,12,2,1,1,1,0,1,0
1.2,50,31.296,12,3,1,0,0,0,1,0
-5.9,52,30.045,12,4,1,1,1,1,1,0
0.343,38,31.938,12,4,1,0,0,0,1,0
0.42,41,16.74,11,2,0,0,1,0,0,0
2.2,48,28.812,16,2,0,0,1,1,1,0
30.849,31,22.722,18,2,1,0,0,1,1,0
-26.28,34,44.775,16,4,1,0,0,0,0,0
0.8,36,4.458,12,3,1,1,0,0,0,0
0.0,53,13.77,3,3,1,0,0,0,1,0
-0.6,44,47.25,14,1,0,0,0,0,1,0
12.5,64,18.738,11,2,1,1,0,1,1,0
0.0,38,15.321,12,1,0,0,0,0,0,0
-0.87,31,27.72,13,2,1,1,0,0,1,0
0.849,25,20.448,13,1,0,0,1,0,0,0
-1.154,33,39.234,14,4,1,1,0,0,0,0
-7.2,47,39.525,16,3,0,0,0,0,1,0
10.325,56,1.188,8,1,0,0,0,1,0,0
-4.3,28,45.09,12,2,1,1,0,0,1,0
-4.095,41,19.413,12,4,0,0,0,0,1,0
2.526,25,47.322,16,2,1,1,0,0,1,0
76.0,64,30.432,13,2,1,0,0,1,0,0
-2.05,26,26.43,14,2,1,1,0,0,0,0
11.654,29,44.952,13,4,1,0,0,0,0,0
-2.4,46,56.388,18,5,1,1,1,0,1,0
0.0,46,24.126,12,8,1,0,0,0,0,0
1.351,57,14.676,12,2,1,1,0,1,1,0
1.6,41,33.225,18,1,0,0,0,1,0,0
7.6,43,26.58,12,3,0,0,0,0,1,0
0.95,27,38.67,12,4,1,1,0,0,1,0
11.599,37,38.697,16,1,0,0,1,0,0,0
1.247,44,35.7,13,4,1,1,0,0,1,0
0.255,38,57.609,12,4,1,1,0,0,1,0
-1.5,28,16.38,14,3,0,0,0,0,0,0
-0.25,37,20.676,14,3,1,1,0,0,0,0
16.5,33,108.3,16,4,1,1,0,1,1,0
-9.0,28,19.68,12,2,1,1,0,0,0,0
43.599,42,28.515,12,6,1,0,0,0,1,0
6.368,31,62.73,16,3,1,0,0,1,1,0
2.0,41,12.588,13,2,0,0,0,0,1,0
-7.751,55,56.103,12,5,1,1,0,1,1,0
13.697,33,32.442,12,3,1,1,0,0,0,0
1.02,31,21.63,12,1,0,0,0,0,0,0
62.95,40,99.567,18,4,1,0,0,1,1,0
1.8,45,24.426,12,1,0,0,1,0,1,0
19.55,29,37.65,16,2,1,1,0,1,1,0
-5.8,38,44.4,16,1,0,0,0,0,1,0
-1.925,56,14.703,10,1,0,0,1,0,1,0
4.035,53,28.317,11,2,1,0,0,0,1,0
9.6,59,23.445,12,2,1,0,0,1,1,0
6.075,62,6.948,13,1,0,0,0,1,1,0
-5.38,34,15.684,16,1,0,0,1,0,0,0
2.9,42,69.375,16,1,0,0,0,0,0,0
21.0,34,39.21,17,2,0,0,1,1,0,0
230.5,45,76.428,18,2,1,1,1,1,1,0
1.4,63,25.548,12,4,0,0,0,0,1,0
0.095,34,17.253,12,2,1,0,1,0,1,0
33.649,53,42.9,12,1,0,0,1,1,1,0
25.55,60,3.555,14,2,1,0,0,1,1,0
1.152,48,26.349,6,3,1,1,1,0,1,0
0.16,41,16.287,6,7,1,0,0,0,1,0
0.3,34,13.818,12,3,1,0,0,0,1,0
11.35,32,24.807,13,4,1,1,1,0,1,0
-7.575,40,35.688,12,4,1,1,0,0,0,0
-0.888,40,24.645,12,5,1,1,0,0,1,0
-6.9,25,8.25,14,1,0,0,0,0,0,0
0.4,41,13.632,12,2,0,0,0,0,0,0
-0.08,30,13.98,12,3,0,0,0,0,0,0
-5.551,32,24.666,13,3,0,0,0,0,1,0
0.0,33,23.601,10,4,0,0,1,0,0,0
0.249,55,15.135,14,1,0,0,0,0,0,0
0.3,50,30.66,12,3,1,1,1,0,0,0
0.1,30,11.82,12,3,0,0,0,0,0,0
185.5,51,65.22,18,3,1,0,0,1,1,0
6.971,32,74.862,18,3,1,1,1,1,1,0
12.0,35,51.36,16,1,0,0,0,1,1,0
2.0,29,17.97,12,3,1,0,0,0,1,0
-2.681,39,21.459,14,2,0,0,1,0,1,0
0.13,25,37.236,13,3,1,1,0,1,1,0
0.0,64,10.2,8,2,0,0,0,0,0,0
4.5,37,44.316,13,2,1,0,0,0,1,0
11.109,48,32.565,12,1,0,0,0,0,1,0
0.5,41,34.95,16,3,0,0,0,0,1,0
35.499,27,77.781,18,2,1,1,1,1,1,0
-0.8,55,12.78,8,3,1,0,0,0,1,0
38.177,60,39.393,11,2,1,0,0,1,1,0
-0.92,31,44.241,12,3,0,1,0,0,1,0
2.029,53,19.956,16,1,0,0,0,0,0,0
54.253,52,50.544,18,2,0,0,1,1,1,0
17.6,37,59.58,12,3,1,1,0,1,1,0
4.256,38,55.377,12,4,1,1,0,1,1,0
-6.9,41,19.17,16,1,0,0,1,0,1,0
-0.399,25,17.646,12,3,1,0,0,0,0,0
-7.0,34,17.445,12,4,1,1,0,0,1,0
20.2,27,9.24,16,1,0,0,0,1,1,0
12.25,46,61.521,12,5,0,0,1,1,1,0
90.5,38,101.886,16,2,0,0,1,1,1,0
13.828,62,31.692,8,2,1,0,0,1,1,0
0.0,54,10.8,12,1,0,0,0,0,0,0
-2.35,25,13.377,12,1,0,0,0,0,0,0
175.999,63,61.476,16,2,1,1,0,1,1,0
-16.2,26,7.44,13,4,1,0,0,0,0,0
0.0,46,6.0,14,2,0,0,0,0,0,0
0.0,54,26.316,12,1,0,0,0,0,1,0
2.117,57,50.916,14,2,1,1,0,1,1,0
-17.3,42,73.362,14,5,1,1,0,0,1,0
0.268,34,29.205,12,6,1,1,0,0,0,0
-2.462,28,48.558,12,4,1,1,1,0,0,0
-0.5,40,6.774,10,3,0,0,0,0,0,0
174.999,52,16.509,18,1,0,0,1,1,1,0
1.8,49,25.608,3,1,0,0,0,0,0,0
-10.5,36,27.6,15,4,0,0,0,0,0,0
-2.14,29,22.44,12,3,1,0,0,0,0,0
34.418,32,169.404,17,2,1,1,0,1,1,0
-8.0,40,37.368,12,6,1,1,0,0,1,0
0.0,38,92.253,18,3,0,0,1,1,0,0
29.648,30,85.569,16,2,1,1,0,1,0,0
-0.3,46,2.205,12,6,0,0,0,0,0,0
-3.647,25,37.371,16,1,0,0,0,0,0,0
0.35,29,23.94,11,3,1,1,1,0,1,0
-8.538,31,57.786,18,2,1,1,0,0,0,0
0.3,46,12.018,11,1,0,0,0,0,0,0
0.65,38,15.612,16,3,0,0,1,0,1,0
5.855,59,26.664,12,1,0,0,1,0,1,0
12.899,46,47.52,15,4,1,1,1,1,1,0
-24.5,55,23.208,12,3,1,0,0,0,0,0
0.1,38,21.978,12,1,0,0,1,0,1,0
0.0,30,6.471,14,4,0,0,0,0,0,0
7.0,25,41.856,12,3,1,1,0,0,0,0
-16.431,33,26.88,17,3,1,1,0,0,0,0
0.0,59,9.705,1,1,0,0,0,0,0,0
3.129,25,18.162,13,1,0,0,0,0,1,0
2.725,25,15.39,17,1,0,0,0,0,0,0
0.45,35,48.615,12,4,1,1,1,0,0,0
0.0,28,17.7,10,1,0,0,0,0,0,0
-0.02,56,18.402,12,4,1,1,0,0,1,0
0.3,49,60.15,14,3,1,1,1,0,1,0
1.4,25,37.257,18,2,1,1,0,0,1,0
1.3,31,32.589,12,4,1,1,0,0,1,0
1.046,27,10.857,12,1,0,0,0,0,1,0
22.227,38,35.247,12,1,0,0,1,1,0,0
-19.425,34,29.43,16,2,0,0,0,0,0,0
13.4,34,55.986,13,6,1,0,0,0,1,0
0.0,40,12.15,12,1,0,0,0,0,0,0
2.199,53,26.295,18,1,0,0,1,0,1,0
-6.705,32,49.329,16,2,1,1,0,0,1,0
-2.425,33,5.868,15,3,0,0,0,0,0,0
-1.9,55,29.097,12,2,1,1,0,0,1,0
7.999,47,74.97,12,4,1,1,1,0,1,0
14.299,32,23.718,16,1,0,0,0,1,0,0
184.1,61,97.044,16,2,1,0,0,1,1,0
2.6,30,40.8,11,2,1,1,0,0,1,0
1.85,37,14.13,18,1,0,0,0,0,0,0
-2.4,54,18.255,12,3,0,0,1,0,1,0
-8.501,32,53.7,16,4,1,1,0,0,0,0
0.0,27,12.369,12,2,0,0,0,0,0,0
59.0,50,22.824,12,1,0,0,1,1,1,0
-1.889,48,41.007,12,2,1,1,1,0,1,0
-21.498,45,34.002,12,3,1,0,0,1,0,0
-0.4,28,11.832,12,1,0,0,0,0,0,0
18.6,41,42.06,16,4,1,1,1,1,1,0
5.499,64,18.09,9,1,0,0,1,1,0,0
0.0,28,8.088,12,3,0,0,0,0,0,0
0.6,32,62.7,13,2,0,0,0,0,0,0
114.9,63,29.013,12,2,1,0,0,1,1,0
0.007,32,9.228,12,1,0,0,0,0,0,0
1.339,52,14.46,1,3,1,0,0,0,1,0
-2.48,32,61.722,13,3,1,1,0,0,1,0
2.75,32,43.56,13,4,1,0,0,0,1,0
2.1,32,26.973,12,5,1,0,0,0,1,0
-0.3,61,17.43,12,4,0,0,0,0,0,0
17.7,41,61.953,14,4,1,1,1,0,1,0
-4.05,40,35.475,18,3,0,0,0,0,0,0
0.095,26,6.663,12,4,0,0,0,0,0,0
0.0,25,11.22,6,4,1,0,0,0,0,0
0.0,29,10.2,12,3,0,0,0,0,1,0
2.9,30,20.559,14,3,0,0,1,0,0,0
0.0,42,9.948,3,5,0,0,0,0,0,0
60.015,37,26.55,15,2,1,1,0,0,1,0
1.8,60,16.149,12,2,0,0,1,0,1,0
-10.7,35,36.0,18,1,0,0,0,0,0,0
110.1,51,58.959,14,1,0,0,0,1,0,0
334.576,49,110.76,18,4,1,1,0,1,1,0
-6.55,28,7.02,18,1,0,0,0,0,0,0
1.4,28,43.23,12,1,0,0,1,0,0,0
0.0,29,6.375,16,2,1,0,0,0,0,0
6.834,47,42.951,6,3,1,0,0,0,1,0
11.7,40,52.35,12,2,1,1,0,1,1,0
0.1,26,20.46,12,4,0,0,0,0,0,0
1.249,58,8.745,8,6,1,0,0,0,1,0
-0.5,52,26.01,12,1,0,0,1,0,1,0
0.0,61,16.2,10,2,1,1,0,0,0,0
0.0,40,9.63,12,5,0,0,0,0,1,0
-2.2,35,18.576,11,5,1,0,0,0,1,0
137.8,62,23.535,16,1,0,0,0,1,0,0
0.099,30,41.112,12,2,1,1,0,0,1,0
-7.0,28,19.77,12,4,1,1,1,0,1,0
-1.03,46,17.652,12,4,1,0,0,0,1,0
32.5,53,101.949,12,3,1,0,0,1,1,0
0.955,40,14.64,12,2,0,0,0,1,1,0
11.0,61,28.05,16,2,1,0,0,1,1,0
1.368,29,43.281,12,3,1,1,0,1,0,0
0.1,36,25.02,15,1,0,0,1,0,0,0
0.09,31,38.319,12,3,1,1,0,0,0,0
0.3,38,10.245,7,3,1,0,0,0,0,0
0.994,38,29.64,13,4,1,1,1,0,1,0
-57.0,45,34.68,10,4,1,0,0,0,1,0
0.0,27,12.954,12,5,1,0,0,0,1,0
0.3,32,9.6,11,2,0,0,0,0,0,0
0.591,37,35.889,14,4,1,0,0,0,1,0
14.899,63,41.064,12,3,1,0,0,1,1,0
0.133,49,56.253,12,3,1,1,1,0,0,0
20.399,35,50.424,13,4,1,1,0,1,1,0
1.299,43,24.09,12,1,0,0,1,0,0,0
-9.795,26,24.168,13,1,0,0,0,0,0,0
5.5,51,43.59,17,2,0,0,0,1,1,0
-0.4,56,19.434,14,5,1,0,0,0,0,0
39.4,59,33.921,12,2,1,0,0,1,1,0
-5.004,49,36.933,16,4,1,0,0,0,1,0
6.215,25,16.938,12,3,1,0,0,0,1,0
1.205,30,25.122,12,4,1,1,0,0,0,0
0.0,54,9.18,6,5,1,1,0,0,1,0
0.2,38,43.209,14,3,1,0,0,0,1,0
0.0,40,12.96,10,1,0,0,0,0,0,0
0.0,39,13.338,12,6,0,0,0,0,0,0
0.0,47,17.85,7,6,1,0,0,0,1,0
12.115,47,46.983,12,4,1,1,0,0,1,0
42.6,42,79.65,12,3,1,1,0,1,1,0
47.9,58,22.05,8,1,0,0,0,1,1,0
34.0,64,19.374,12,2,1,1,0,1,1,0
1.6,28,29.427,16,6,1,1,0,0,1,0
4.5,38,19.416,12,2,0,0,1,0,0,0
14.999,34,51.408,12,2,1,1,0,0,1,0
28.0,53,39.978,15,1,0,0,0,1,0,0
0.0,36,20.4,8,5,1,1,0,0,0,0
37.173,51,37.971,15,2,1,0,0,1,1,0
0.0,45,9.96,12,4,1,1,0,0,0,0
-0.113,36,21.369,12,2,0,0,0,0,1,0
2.76,32,28.56,18,4,1,0,0,1,1,0
3.699,48,70.59,18,4,1,1,1,0,1,0
-10.391,30,3.207,17,1,0,0,0,0,0,0
-3.995,36,33.36,12,4,1,1,0,0,1,0
-3.264,25,27.27,12,3,1,1,0,0,1,0
0.0,35,4.653,11,5,0,0,1,0,0,0
0.0,43,11.25,11,5,0,0,0,0,0,0
-3.0,34,49.5,16,3,0,0,0,0,1,0
8.05,41,22.335,13,3,0,0,0,1,1,0
0.1,44,12.648,12,2,1,0,0,0,0,0
11.4,26,15.822,17,2,1,1,1,0,0,0
-0.248,41,14.58,12,3,0,0,0,0,0,0
40.8,42,32.025,14,1,0,0,0,1,0,0
7.5,34,48.786,13,4,1,1,0,1,1,0
0.249,41,34.794,16,1,0,0,1,0,0,0
47.0,39,59.4,12,3,1,1,0,0,1,0
0.0,27,8.4,12,3,0,0,0,0,0,0
0.08,29,39.606,14,2,1,1,0,0,0,0
-5.7,32,28.872,12,5,1,1,0,0,1,0
0.0,49,16.812,12,4,1,1,0,0,1,0
0.0,25,19.38,12,1,0,0,1,0,0,0
74.35,36,19.77,12,1,0,0,0,0,1,0
0.1,37,10.71,10,1,0,0,0,0,0,0
-1.2,27,28.74,18,1,0,0,0,0,0,0
0.2,37,11.04,13,4,1,0,0,0,0,0
-0.25,56,29.7,12,3,1,0,0,0,1,0
0.02,30,19.98,9,5,1,1,0,0,1,0
-1.218,46,16.374,6,6,1,0,0,0,1,0
2.95,41,44.79,12,2,1,1,0,0,1,0
1.849,53,29.304,12,2,1,1,0,0,1,0
0.0,30,15.966,12,1,0,0,1,0,0,0
-1.2,25,10.2,15,1,0,0,0,0,0,0
223.075,30,63.75,16,1,0,0,1,1,0,0
0.22,43,45.594,9,7,1,1,1,0,0,0
-14.5,35,70.29,12,4,1,0,0,0,1,0
34.397,56,27.021,18,1,0,0,0,0,1,0
12.205,42,42.813,18,4,1,1,1,0,1,0
3.5,37,41.514,12,4,1,1,0,0,1,0
1.815,29,20.49,12,1,0,0,0,0,1,0
0.1,39,5.265,14,1,0,0,1,0,1,0
-12.3,36,67.005,14,5,1,0,0,0,1,0
11.955,34,17.352,13,1,0,0,0,1,0,0
19.249,58,13.065,14,1,0,0,0,1,0,0
19.0,63,18.549,3,2,1,0,0,0,1,0
0.7,25,25.395,15,1,0,0,0,0,1,0
13.05,29,17.079,14,1,0,0,0,0,0,0
8.42,42,66.111,17,4,1,1,0,0,1,0
-10.55,44,22.248,6,8,1,1,0,0,1,0
-1.05,36,26.952,13,4,1,1,0,0,1,0
0.0,61,16.32,11,2,1,0,0,0,0,0
-7.953,59,42.948,12,2,1,1,0,0,1,0
26.5,47,51.15,18,1,0,0,0,1,1,0
32.7,60,45.471,16,2,0,0,0,1,1,0
0.0,47,57.924,12,4,1,0,0,0,0,0
1.78,36,47.733,14,2,1,1,0,0,1,0
-10.1,35,17.4,16,1,0,0,1,0,0,0
15.108,55,23.484,12,2,1,0,0,1,1,0
-0.7,59,13.332,10,2,1,0,0,0,1,0
0.0,25,17.85,12,1,0,0,0,0,0,0
-2.0,46,70.83,12,4,1,1,0,0,1,0
0.1,63,16.536,9,3,1,0,0,0,1,0
-5.7,27,64.875,16,4,1,1,0,0,1,0
0.0,59,6.843,12,2,0,0,0,0,0,0
2.66,27,40.11,12,2,1,1,0,0,0,0
-7.7,37,56.346,14,4,1,1,0,0,1,0
0.5,29,19.644,12,4,0,0,0,0,0,0
-0.928,47,5.652,8,1,0,0,1,0,0,0
1.8,52,17.625,11,1,0,0,0,1,0,0
47.374,59,38.283,12,3,1,0,0,1,1,0
968.999,58,33.915,1,2,1,0,0,1,1,0
27.5,44,44.205,12,4,1,1,0,0,0,0
-17.55,45,48.0,14,4,1,1,0,0,0,0
7.899,60,29.424,14,1,0,0,0,0,0,0
6.9,37,69.009,16,4,1,1,1,1,1,0
-5.49,30,13.275,12,1,0,0,0,0,1,0
-11.9,32,69.72,15,3,1,1,1,0,0,0
0.2,60,24.432,15,2,1,1,0,0,1,0
110.0,39,46.791,16,4,1,0,0,1,0,0
0.3,45,15.84,11,2,1,1,0,0,1,0
-10.914,59,23.808,9,2,1,0,1,0,1,0
29.88,49,95.46,17,5,1,1,0,0,1,0
2.0,62,19.236,8,1,0,0,0,0,0,0
0.0,49,16.578,7,1,0,0,0,0,0,0
-0.193,31,16.128,12,2,0,0,0,0,0,0
0.013,39,7.023,8,5,0,0,1,0,0,0
0.04,51,23.46,12,3,1,1,0,0,0,0
-0.85,35,18.027,15,1,0,0,1,0,0,0
1.207,56,28.797,12,2,1,0,0,0,1,0
-10.25,25,12.555,16,2,0,0,0,0,0,0
19.9,54,26.76,14,3,1,0,0,1,1,0
0.6,52,13.2,12,4,0,0,0,0,1,0
-2.0,29,35.643,12,5,1,1,0,0,0,0
-11.495,32,43.272,12,3,1,0,0,0,0,0
-0.1,62,41.172,10,5,1,1,0,0,1,0
50.513,51,8.082,12,2,1,1,0,1,1,0
-3.3,57,37.569,12,4,1,0,0,0,1,0
0.007,33,27.303,12,3,1,1,0,0,0,0
-6.45,31,41.292,12,4,1,1,0,0,1,0
0.165,28,23.586,12,4,1,1,0,0,1,0
-0.45,59,25.785,12,2,1,0,0,0,1,0
0.5,48,10.8,9,2,0,0,0,0,0,0
-1.6,35,30.804,16,1,0,0,0,0,0,0
3.6,58,18.825,13,2,0,0,0,0,1,0
-2.3,41,24.486,6,4,1,1,0,0,1,0
20.6,45,42.618,18,5,1,0,0,1,1,0
-5.475,60,25.65,13,2,1,1,0,0,1,0
0.0,35,1.56,6,4,1,0,0,0,0,0
81.698,55,81.84,16,2,1,1,0,1,1,0
-0.2,50,33.243,9,2,1,1,0,0,1,0
-0.4,63,43.902,9,2,1,0,0,0,1,0
-30.59,35,55.77,16,3,1,1,0,1,0,0
11.289,46,20.121,12,2,1,1,0,0,1,0
0.057,31,20.436,10,4,1,1,0,0,1,0
62.55,37,53.835,12,4,1,1,1,0,1,0
2.8,31,12.87,12,1,0,0,0,0,1,0
-9.7,29,31.476,15,2,1,1,0,0,0,0
0.95,29,18.45,16,3,1,0,0,0,1,0
0.1,31,25.308,12,2,1,1,0,0,0,0
9.635,56,23.952,15,2,1,0,0,1,1,0
0.049,52,13.773,10,3,0,0,0,0,0,0
-0.6,55,7.989,11,2,0,0,0,0,1,0
-17.275,26,34.83,18,1,0,0,0,0,0,0
38.2,39,109.392,18,5,1,1,1,0,1,0
0.499,47,15.33,9,2,0,0,0,0,1,0
24.612,60,62.7,16,3,1,0,0,1,1,0
-0.476,30,11.703,12,1,0,0,0,0,0,0
0.095,28,28.293,14,3,1,0,0,0,0,0
0.225,38,29.028,17,1,0,0,1,0,1,0
0.3,29,21.891,13,1,0,0,1,0,1,0
-4.925,36,10.185,12,5,1,1,0,0,0,0
-1.609,42,39.138,12,3,1,1,0,1,1,0
33.9,44,53.697,18,3,1,1,0,1,1,0
-1.1,33,15.618,16,1,0,0,1,0,0,0
48.528,58,63.36,13,2,1,1,0,1,1,0
21.625,27,46.89,14,3,1,1,0,0,0,0
0.3,25,15.462,11,2,1,0,0,1,0,0
0.0,41,46.08,16,5,1,1,0,0,1,0
2.13,36,14.34,12,1,1,0,0,0,0,0
11.675,62,16.845,12,1,0,0,0,1,1,0
0.0,52,0.945,8,2,0,0,0,0,1,0
102.71,54,24.9,12,3,0,0,0,1,1,0
-2.99,31,16.608,16,1,0,0,0,0,0,0
12.726,38,85.092,13,4,1,1,0,0,1,0
11.0,42,52.884,18,4,1,1,0,1,1,0
2.015,28,29.283,12,4,1,1,0,0,1,0
3.2,46,36.93,13,1,0,0,1,0,1,0
23.499,55,8.46,16,1,1,0,0,1,1,0
13.749,62,15.009,12,2,0,0,0,0,1,0
0.615,25,23.25,12,1,0,0,0,0,0,0
-4.116,35,21.306,12,3,1,0,0,0,1,0
-9.732,32,12.834,10,6,1,0,0,0,0,0
-0.075,55,27.972,10,1,0,0,0,0,1,0
-10.001,48,32.88,18,2,0,0,1,0,1,0
2.999,63,20.58,4,2,1,0,0,0,1,0
0.0,62,15.387,12,3,1,0,0,0,0,0
0.899,51,46.746,12,3,1,1,0,0,0,0
-0.8,35,23.52,12,5,1,1,0,0,1,0
15.042,31,13.029,18,1,0,0,0,0,0,0
4.6,38,50.817,14,3,1,0,0,1,1,0
-3.467,46,31.2,12,2,0,1,0,0,0,0
2.03,47,18.069,12,3,0,0,1,0,1,0
0.0,31,18.525,11,3,0,0,1,0,0,0
0.5,26,26.736,12,4,1,1,0,0,1,0
11.7,41,52.089,16,4,1,1,0,0,1,0
0.229,35,24.033,13,2,0,0,0,0,0,0
0.0,34,15.558,17,1,0,0,0,0,0,0
86.0,45,60.654,10,2,1,1,1,1,1,0
-1.2,40,24.084,5,6,1,1,0,0,1,0
-0.38,33,28.575,12,2,1,1,0,0,1,0
21.991,59,41.934,12,2,1,1,0,1,1,0
-4.0,26,18.0,18,1,0,0,0,0,0,0
-3.2,41,93.612,18,5,1,1,0,0,1,0
0.2,45,26.34,13,5,1,1,1,0,1,0
0.099,43,36.0,12,3,1,1,0,0,1,0
0.5,31,13.116,14,7,1,0,0,0,0,0
0.1,38,15.384,13,1,0,0,1,0,0,0
1.0,36,14.46,12,4,1,0,0,0,0,0
-1.431,25,26.796,10,6,1,1,0,0,0,0
-0.55,31,17.679,14,3,0,0,1,0,0,0
-0.964,48,27.429,12,2,1,1,0,0,0,0
0.0,40,28.332,12,2,0,0,0,0,0,0
-2.861,29,17.373,17,3,1,1,0,0,0,0
26.2,27,18.81,16,2,1,1,0,1,1,0
-0.3,42,24.336,12,4,1,0,0,0,1,0
-1.65,52,12.912,8,4,1,0,0,0,1,0
97.0,61,37.98,13,2,0,0,0,1,1,0
-17.7,61,38.88,13,2,0,0,1,0,1,0
0.0,59,58.896,18,1,0,0,1,0,0,0
2.491,54,20.703,11,2,0,0,0,0,1,0
0.5,34,12.168,12,1,0,0,0,0,0,0
-5.0,29,8.058,14,2,0,0,0,0,0,0
1.0,63,24.057,8,3,1,0,0,0,1,0
20.8,31,14.76,12,2,1,1,0,0,0,0
75.0,47,25.533,11,2,0,0,1,0,0,0
-6.656,44,37.644,14,3,1,1,0,0,1,0
-12.6,43,7.05,9,4,1,0,0,0,0,0
-2.596,37,25.455,12,4,1,0,0,0,1,0
0.085,44,0.969,18,2,0,0,0,0,0,0
3.88,28,41.61,14,4,1,1,1,0,1,0
2.699,39,35.178,14,5,1,0,0,1,1,0
-3.8,51,19.815,15,1,0,0,1,0,0,0
0.0,35,10.71,12,1,0,0,0,0,0,0
3.999,59,15.45,12,1,0,0,0,0,1,0
40.3,35,27.486,14,2,1,0,0,1,0,0
